PCA Untuned 0,PCA Untuned 1,PCA Untuned 2,PCA Untuned 3,PCA Untuned 4,phrase,label
0.393701299,0.599694961,0.375453481,0.508043873,0.500875862,virtual reality,cs
0.20560623,0.362459114,0.235833138,0.518476173,0.228478894,visual objects,cs
0.28722647,0.650064273,0.246985758,0.414293515,0.398691177,visual programming languages,cs
0.387257146,0.664161575,0.309461767,0.389826317,0.25579765,web caching,cs
0.383975015,0.778609354,0.227754262,0.393606188,0.371412256,web design,cs
0.47901162,0.751284724,0.245733895,0.424829471,0.405817125,web servers,cs
0.455761906,0.275028943,0.366889455,0.456807976,0.637189047,weight-balanced tree,cs
0.41216195,0.612647984,0.342235944,0.386030899,0.488143298,wireless routing protocol,cs
0.596893408,0.692286152,0.247253782,0.411873757,0.278892849,world wide web,cs
0.48751179,0.54834401,0.393079317,0.341729315,0.340540522,zip files,cs
0.506274237,0.451733994,0.439620947,0.292529052,0.224582211,#NAME?,non-cs
0.32067021,0.456342114,0.966386607,0.373933216,0.617815313,0 - sparse graphs,non-cs
0.535523139,0.255216683,0.280040562,0.450625444,0.341093323,1  became important,non-cs
0.37714984,0.489623562,0.848649546,0.374972813,0.671922342,1 - sparse graphs,non-cs
0.403134289,0.343698924,0.725723566,0.608560072,0.517329728,1 - tight graphs,non-cs
0.501665656,0.505733941,0.516983068,0.026560253,0.516018786,1 architectural view model,non-cs
0.635446926,0.639212912,0.585198645,0.151916104,0.634002188,1 computer graphics system,non-cs
0.497454257,0.660429933,0.532619416,0.215326284,0.480025991,1973 nbs solicited private industry,non-cs
0.585524336,0.739866013,0.455653962,0.337543752,0.520411737,1975 distributed artificial intelligence emerged,non-cs
0.679883993,0.739459886,0.357251398,0.221995677,0.423134488,1987 ai magazine article,non-cs
0.620390411,0.673616953,0.484200046,0.261180217,0.290720731,1989 stochastic diffusion search,non-cs
0.728231154,0.492836966,0.406084855,0.186494704,0.303582698,1996 maiden flight,non-cs
0.402663838,0.441220845,0.462147874,0.450024357,0.100807726,1997 raised questions,non-cs
0.318470077,0.460619711,0.584640029,0.297056984,0.381159064,2 fuzzy ontology,non-cs
0.625662514,0.558268789,0.402042488,0.396614771,0.478592758,2000s era music reproduction technology,non-cs
0.551047809,0.586824118,0.387867582,0.274578536,0.440207585,2016  digital empathy,non-cs
0.99942511,0.549524058,0.456980164,0.388458663,0.443782165,250 million images,non-cs
0.746788432,0.924276559,0.506623291,0.384613279,0.658741496,257 zilog z8001 microprocessors,non-cs
0.809987938,0.363848362,0.266120706,0.397288642,0.733584357,264 decoders always support quarter,non-cs
0.40842365,0.352070507,0.714116528,0.654360225,0.472943312,3 - tight graphs,non-cs
0.328286071,0.522211617,0.364328663,0.358361138,0.383404703,3d coordinate system,non-cs
0.325439638,0.465679925,0.859492081,0.449187488,0.677484894,6 - sparse graph,non-cs
0.531486452,0.366567054,0.4848217,0.267855839,0.357704554,6th dimensions,non-cs
0.445793193,0.340039747,0.424916598,0.271850185,0.318623879,abbreviated 6nf,non-cs
0.472251903,0.030223852,0.265403397,0.338762478,0.852435917,absolute stability,non-cs
0.527334978,0.09927604,0.258143653,0.223530877,0.571239739,absolute value,non-cs
0.208832901,0.602526923,0.671009546,0.420211267,0.274443249,abstract data structures receive,non-cs
0.392849434,0.413753696,0.807940342,0.251847923,0.305209159,abstract family,non-cs
0.426549216,0.542813546,0.78982913,0.432725634,0.287213058,abstract family of languages,non-cs
0.196372023,0.390713323,0.845517435,0.435636949,0.309325151,abstract framework,non-cs
0.198629932,0.340265838,0.863395801,0.464272413,0.294830102,abstract interpretation consists,non-cs
0.235541302,0.290546609,0.876900813,0.504111718,0.315618384,abstract question,non-cs
0.462988412,0.255450589,0.324867728,0.253203348,0.246849835,ac  also known,non-cs
0.529439731,0.708326212,0.266421002,0.234858162,0.425589938,academic conference,non-cs
0.203799412,0.493624769,0.299405514,0.332206862,0.186624895,access control,non-cs
0.188379723,0.511047297,0.301968435,0.314430065,0.152074555,access control system,non-cs
0.168061125,0.631144548,0.270207458,0.265150251,0.236186569,access management describes,non-cs
0.284563192,0.672664859,0.220552146,0.339159589,0.237736795,accessing array elements,non-cs
0.559666633,0.150164519,0.188985217,0.204144612,0.48512596,accomplished today,non-cs
0.167062093,0.456613339,0.223294685,0.453448886,0.244176957,account dynamic behaviour,non-cs
0.237176008,0.154609522,0.145484019,0.55282324,0.783909643,accurate identification method,non-cs
0.155631486,0.20283197,0.268131807,0.432439213,0.773632815,accurately provide approximate answers,non-cs
0.254085179,0.241306732,0.018292596,0.486786893,0.37817519,achieve goals,non-cs
0.323951386,0.427128804,0.456433623,0.512641493,0.264478988,achieve polymorphic behavior,non-cs
0.591753268,0.242507693,0.164928965,0.615069887,0.343270152,achieve significant compression,non-cs
0.626843884,0.522749603,0.48141273,0.079215788,0.372623295,acm sigmetrics 2006,non-cs
0.584886998,0.473044016,0.366188259,0.308002897,0.3280953,across concrete examples,non-cs
0.44347054,0.454476275,0.364282142,0.155389572,0.310890252,acs comb,non-cs
0.297696889,0.729701056,0.326159912,0.327527032,0.379164297,acs combinatorial science,non-cs
0.443015118,0.789682085,0.298908598,0.381008659,0.312376527,acs combinatorial science publishes articles,non-cs
0.363067262,0.37714697,0.029185465,0.609809176,0.619983994,active networking allows,non-cs
0.350314748,0.443782477,0.047458174,0.496917445,0.392752066,active networking relates,non-cs
0.20046471,0.354084297,0.192487912,0.50071138,0.15765818,activities used,non-cs
0.439685389,0.293811837,0.341819614,0.153684918,0.457498443,actual word classification,non-cs
0.319472299,0.191344669,0.189160072,0.215851715,0.287281569,actually define,non-cs
0.356509529,0.386724376,0.335854372,0.410778817,0.304100696,actuated joints,non-cs
0.110251938,0.356160326,0.2930265,0.404802026,0.280016331,adaptive control,non-cs
0.117676514,0.352298962,0.337482514,0.399381243,0.236223221,adaptive methods,non-cs
0.143509092,0.313929894,0.278804349,0.444123997,0.24645117,adaptive systems,non-cs
0.595754757,0.463951751,0.413338079,0.236896371,0.275354608,add two numbers,non-cs
0.44511985,0.284346464,0.259032728,0.247054772,0.19068318,added together,non-cs
0.325463397,0.362384968,0.287866507,0.3824968,0.162645414,adding edges,non-cs
0.557958735,0.330045246,0.452623151,0.170015081,0.218108321,adding two n,non-cs
0.352452039,0.229652168,0.823481133,0.451480363,0.612713421,additional storage much less,non-cs
0.374378466,0.297573575,0.374252617,0.549693441,0.047813225,additionally requires,non-cs
0.317557932,0.315612814,0.481106324,0.167198968,0.353573925,additive guarantee,non-cs
0.455912267,0.470206336,0.378127182,0.594291094,0.214638782,address complex real,non-cs
0.37735299,0.757902187,0.264616751,0.303704171,0.268305184,address windowing extensions coding example,non-cs
0.198366124,0.576493837,0.244251717,0.629528662,0.129013188,addressing various design concerns,non-cs
0.480521763,0.418199401,0.444227509,0.078553844,0.370203507,adele cutler,non-cs
0.2991305,0.47231483,0.34640797,0.207546439,0.16968035,adjacency list describes,non-cs
0.240600152,0.500753921,0.352320166,0.232988118,0.171680448,adjacency list representation,non-cs
0.33277465,0.496797604,0.383309927,0.241611987,0.172820835,adjacency list uses,non-cs
0.352628891,0.215259705,0.241948779,0.489227129,0.195048243,adjacent layers,non-cs
0.200717239,0.466740711,0.316756919,0.263033299,0.249068285,adjusted significance testing,non-cs
0.339371777,0.363590122,0.136683668,0.312571671,0.283188876,admit functional extension,non-cs
0.298675015,0.122095505,0.160196044,0.589986256,0.552972638,advantage made possible,non-cs
0.309527056,0.299755765,0.62686749,0.786575529,0.098676856,adversely affect,non-cs
0.403801568,0.58827903,0.310958234,0.270383345,0.182220968,advertising  proceedings,non-cs
0.367605405,0.719846563,0.570279259,0.549120678,0.331378331,affect digital circuits,non-cs
0.2950132,0.324081224,0.689752645,0.81252452,0.080221814,affected differently,non-cs
0.192340398,0.523525254,0.197041107,0.570967457,0.757098114,agile database modeling technique suited,non-cs
0.408914717,0.496095074,0.363787674,0.4749728,0.24557574,alarm signal used,non-cs
0.57108939,0.397093896,0.446923326,0.160054548,0.211105678,alexander stepanov,non-cs
0.243349851,0.855533656,0.295544902,0.439031209,0.446414155,algorithm design technique,non-cs
0.765356123,0.479608554,0.297112518,0.638491169,0.272762667,algorithm repeatedly,non-cs
0.41173431,0.175158744,0.224984765,0.59832451,0.916081695,algorithm still performs well,non-cs
0.251275673,0.671178103,0.337146798,0.481215608,0.362800422,algorithms based,non-cs
0.073588594,0.692387737,0.381861141,0.4596597,0.441015003,algorithms for recovery and isolation exploiting semantics,non-cs
0.48227553,0.811967475,0.297455411,0.60259421,0.489817151,algorithms run online,non-cs
0.318955753,0.372414628,0.408360122,0.163251112,0.274144037,allen newell,non-cs
0.300077955,0.30066543,0.248156592,0.301699766,0.348783476,allow reuse,non-cs
0.218842995,0.414463691,0.063593199,0.371587506,0.473984536,allowing designers,non-cs
0.174139356,0.239083357,0.17875299,0.342911109,0.380236989,allows elements,non-cs
0.184589904,0.185743774,0.322209808,0.187637015,0.452591621,allows self,non-cs
0.273995619,0.220687422,0.436816984,0.267597147,0.899436385,allows simple statistical association,non-cs
0.23933563,0.280150954,0.12042384,0.430472741,0.507798031,allows users,non-cs
0.273603464,0.305101109,0.785821218,0.512438298,0.703265889,almost lossless data compression,non-cs
0.554769657,0.630715704,0.536092472,0.370661566,0.223210205,alphabet substitution ciphers,non-cs
0.354013067,0.196283357,0.307988016,0.215975643,0.203402597,also called,non-cs
0.426118697,0.36688518,0.408280705,0.221043286,0.335068547,also called alethic possibility,non-cs
0.309670698,0.396144992,0.323777877,0.271910419,0.21265192,also called crossing dependencies,non-cs
0.289863745,0.629579487,0.498940831,0.40769171,0.683047095,also called decentralized artificial intelligence,non-cs
0.210188413,0.485093828,0.442828032,0.312957651,0.232628025,also called latent semantic analysis,non-cs
0.340958741,0.316907292,0.381922443,0.240365847,0.222284411,also called mutual recursion,non-cs
0.286220306,0.452096108,0.398247122,0.513378956,0.291667482,also cluster objects,non-cs
0.29281276,0.218427638,0.442119124,0.70299351,0.094385187,also concerned,non-cs
0.277371003,0.270904131,0.199185233,0.377238093,0.198342195,also discussed,non-cs
0.531837558,0.281442935,0.2753209,0.323074114,0.240441343,also early work,non-cs
0.31495476,0.241529954,0.06929739,0.468116981,0.499251823,also enabled,non-cs
0.587958166,0.122568108,0.185928644,0.458374824,0.194686715,also extended,non-cs
0.297050807,0.755552239,0.474161448,0.468707969,0.483694117,also implement boolean logic,non-cs
0.373741334,0.137992473,0.257808154,0.26566446,0.241002098,also known,non-cs
0.605200165,0.592039494,0.274940874,0.724858071,0.428239208,also many approximation algorithms,non-cs
0.239722341,0.281544216,0.316080835,0.518317418,0.206328918,also pondered,non-cs
0.342320504,0.282493516,0.20724325,0.33597557,0.207612162,also reveal,non-cs
0.184839067,0.818510913,0.228194452,0.406582469,0.476585309,also software design specification,non-cs
0.299467607,0.079615325,0.099937869,0.436772399,0.480990925,also support,non-cs
0.378539674,0.493243502,0.55470343,0.441367534,0.556477027,also symmetric boolean functions,non-cs
0.306833673,0.200612834,0.234095418,0.35214826,0.233693634,also use,non-cs
0.328559827,0.160716763,0.252734171,0.406241287,0.285206473,also used,non-cs
0.750067465,0.183609944,0.141728453,0.7560646,0.289733532,also used extensively,non-cs
0.433920821,0.146292202,0.161376845,0.323846709,0.579160084,also verified,non-cs
0.292881865,0.176067841,0.193234743,0.446621294,0.371754749,also visually,non-cs
0.366322886,0.470614471,0.63516588,0.641851432,0.145385783,altered product,non-cs
0.174841923,0.315411498,0.374810392,0.352790289,0.356558835,alternative leisure actives,non-cs
0.137082749,0.269905637,0.443264838,0.621298023,0.193333438,alternative scenarios,non-cs
0.17665001,0.269149149,0.505966676,0.544593828,0.106850278,alternative terms,non-cs
0.204747315,0.389672437,0.535335234,0.429751576,0.255942869,alternatively spelled optimisation,non-cs
0.245213956,0.027623614,0.328214095,0.586300762,0.75242923,although efficient,non-cs
0.232898591,0.234663833,0.469590198,0.335772629,0.267137331,although imaging,non-cs
0.56563423,0.138423675,0.426965213,0.663992595,0.220485306,although many,non-cs
0.200359387,0.211104856,0.479739923,0.516435053,0.235189652,although objects,non-cs
0.251818527,0.18670879,0.540409043,0.395697677,0.236215237,although sequences,non-cs
0.272045729,0.194822903,0.405878442,0.291664778,0.230446694,although using,non-cs
0.750190579,0.118183875,0.186810794,0.372190014,0.444588529,always produces,non-cs
0.698754581,0.071458786,0.121191939,0.421700195,0.480379267,always show,non-cs
0.44157452,0.148065853,0.623771394,0.288802094,0.763687842,always simplified,non-cs
0.233579614,0.652125099,0.296080694,0.382002653,0.500287955,ambient intelligence environment,non-cs
0.261869321,0.500814068,0.175911739,0.482799534,0.546493724,ambient intelligence would allow devices,non-cs
0.60776789,0.554689666,0.478105887,0.158830667,0.369962779,american statistician,non-cs
0.435066504,0.576243908,0.425688939,0.323157336,0.244962087,amino acids occupying,non-cs
0.383056604,0.215295557,0.337161426,0.552337008,0.172262774,among others,non-cs
0.607377056,0.649774493,0.391105141,0.317520999,0.35318885,amplitude integrated electroencephalography,non-cs
0.415002285,0.439996427,0.771211609,0.250713704,0.415428251,analog sources,non-cs
0.230053473,0.187696127,0.117668425,0.306745788,0.404274711,analogous example,non-cs
0.120935041,0.670880138,0.214121752,0.542762011,0.276215034,analyze data requirements needed,non-cs
0.370546912,0.647541283,0.278045238,0.220578623,0.377512566,analyzing primary biodiversity data,non-cs
0.148848815,0.548813939,0.371265521,0.462149458,0.283592443,analyzing relationships,non-cs
0.481430662,0.452385207,0.271592895,0.136964641,0.301836206,anchor modeling,non-cs
0.651477886,0.469266084,0.524824236,0.343530319,0.470048564,ancient chinese figures,non-cs
0.439382297,0.421917342,0.437620041,0.215206562,0.281368485,andrea walker,non-cs
0.547115423,0.421636625,0.484091433,0.139960481,0.285055408,andreas zwinkau,non-cs
0.473095908,0.37501255,0.442344852,0.155266586,0.190005683,andrew colin,non-cs
0.444368473,0.431271714,0.466172584,0.097787778,0.256740226,andrew donald booth,non-cs
0.754350399,0.591295238,0.336092606,0.225736143,0.331456467,annual acm symposium,non-cs
0.240945505,0.686128012,0.343871077,0.691608698,0.362983191,another area within affective computing,non-cs
0.332568492,0.279498157,0.418258687,0.607731396,0.123835829,another challenge,non-cs
0.338271702,0.264243464,0.575816348,0.494622597,0.127689993,another direction,non-cs
0.290703526,0.3291662,0.525473966,0.52535651,0.136066542,another discipline,non-cs
0.253947271,0.290850751,0.389107138,0.44942077,0.150087382,another example,non-cs
0.238251468,0.2849535,0.399716528,0.625385559,0.139295791,another feature,non-cs
0.330879222,0.291346297,0.531972909,0.502950181,0.117853914,another form,non-cs
0.226957315,0.340148307,0.482739756,0.575190106,0.143560516,another function,non-cs
0.170306469,0.254472392,0.341337193,0.658884574,0.1669775,another possible distinction,non-cs
0.226942942,0.269282207,0.391625433,0.63358857,0.158145455,another reason,non-cs
0.261785693,0.362008177,0.482152794,0.49710471,0.12945786,another use case,non-cs
0.236769913,0.264092494,0.482141854,0.558100937,0.175031512,another value,non-cs
0.286720202,0.230097662,0.192505107,0.183655312,0.288540988,answer given,non-cs
0.400783156,0.219835925,0.167292184,0.25866897,0.381933964,answer returned,non-cs
0.271558093,0.263274084,0.916528019,0.611666986,0.361608078,apparent randomness,non-cs
0.275369505,0.250878693,0.187438828,0.232747628,0.282351192,applicable jurisdiction,non-cs
0.396204205,0.629921454,0.316986244,0.192028122,0.279834476,applications  school,non-cs
0.433953041,0.412508956,0.330031814,0.592506806,0.060392257,applications demanded,non-cs
0.333599645,0.420683566,0.121064614,0.485107878,0.186702409,applications including,non-cs
0.605437535,0.75152042,0.198852185,0.485760857,0.341385701,applications including industrial production lines,non-cs
0.305789847,0.399545063,0.322517626,0.591829074,0.029822471,applications requiring,non-cs
0.354221514,0.395755883,0.206635882,0.38709968,0.324672811,applying certain formal techniques,non-cs
0.237456347,0.328377146,0.175513935,0.281722276,0.333202155,appropriate convergence check,non-cs
0.216214091,0.108890197,0.10521118,0.449240011,0.398036699,appropriate format,non-cs
0.14431486,0.163964095,0.732827674,0.519627187,0.528772785,appropriately restricted resources,non-cs
0,0.48001183,0.479445813,0.251015676,0.488946997,approximate inference methods make,non-cs
0.047546469,0.272270954,0.263350236,0.407367524,0.595456212,approximate optimal solutions,non-cs
0.236607921,0.550520134,0.309589132,0.674167833,0.347010844,approximation algorithms crucially involves,non-cs
0.44413794,0.531623955,0.23586515,0.634374987,0.550602375,approximation algorithms naturally arise,non-cs
0.277294097,0.402913154,0.737020899,0.65014206,0.220688534,arbitrary item insertions,non-cs
0.273995021,0.129118679,0.357182226,0.465866629,0.277926825,area distinct,non-cs
0.24379017,0.456925291,0.199333614,0.4744576,0.188619923,areas draws ideas,non-cs
0.771807361,0.55640558,0.48146607,0.274012856,0.380489139,ariane 5 rocket,non-cs
0.617682942,0.566088065,0.387612523,0.633529557,0.266644151,armoured combat vehicles,non-cs
0.308564176,0.39657156,0.301288132,0.186162343,0.250443744,arranged listing,non-cs
0.336342064,0.601311,0.332402626,0.21554896,0.249767322,array model used,non-cs
0.543806722,0.362562406,0.335572756,0.344928229,0.218689667,array whose size,non-cs
0.818018847,0.201092439,0.165648353,0.396992363,0.269956835,arrive continuously,non-cs
0.316158906,0.437896585,0.300465292,0.436138783,0.201820683,art work,non-cs
0.457066252,0.444387825,0.290547722,0.257524018,0.17876245,article deals,non-cs
0.494315039,0.432217792,0.269889196,0.174765889,0.159695638,article published,non-cs
0.242182722,0.587033713,0.690524925,0.55817019,0.331167966,artificial consciousness concepts,non-cs
0.339663638,0.785665977,0.52635531,0.631308827,0.485626663,artificial intelligence concerned,non-cs
0.372541202,0.916777287,0.373376262,0.518909426,0.589893917,artificial intelligence laboratory,non-cs
0.394398196,0.901645544,0.343762767,0.583689638,0.581181606,artificial intelligence research dedicated,non-cs
0.163483666,0.335723372,0.260201499,0.481786431,0.295800141,artistic purposes,non-cs
0.394628502,0.30380313,0.50381166,0.275215847,0.191306698,ary versions,non-cs
0.613133454,0.558935972,0.430824163,0.186595127,0.270930173,asimovs three laws,non-cs
0.224923037,0.306012993,0.278630711,0.281557705,0.196479158,aspect focus,non-cs
0.538721202,0.809207385,0.347125735,0.404014039,0.533262489,asr  computer speech recognition,non-cs
0.228814125,0.374359865,0.298552946,0.303957397,0.154471726,assessing current,non-cs
0.542920496,0.168225874,0.113656882,0.156375663,0.412497434,assigned exactly,non-cs
0.170332199,0.527257709,0.310090874,0.297351842,0.306154928,assigning local automatic variables,non-cs
0.217632644,0.395546366,0.208278203,0.422124153,0.177118059,associated data,non-cs
0.251973967,0.285548915,0.281139123,0.452366179,0.106149745,associated phenomenon,non-cs
0.183836095,0.284293071,0.26180334,0.294126183,0.140114398,associated view,non-cs
0.188495263,0.389488035,0.305413668,0.19893488,0.135041054,assuming elements,non-cs
0.248153266,0.45937269,0.417943988,0.378193827,0.158315089,asymptotic analysis,non-cs
0.48034331,0.459741701,0.431613776,0.554249817,0.171713104,asynchronous loading,non-cs
0.49179395,0.46996093,0.373101384,0.474042545,0.0824465,attack using,non-cs
0.494624161,0.550615014,0.447859481,0.47582964,0.268915431,attacks originally used words found,non-cs
0.861599869,0.278306692,0.148465218,0.438612438,0.372365255,audio every time,non-cs
0.364310168,0.453758804,0.265648039,0.403316756,0.56018576,audio normalization exist,non-cs
0.481943672,0.584831359,0.583324661,0.684063836,0.215809339,augmented reality alters one,non-cs
0.364698129,0.479192965,0.23859094,0.157371523,0.12463752,authors define,non-cs
0.496640136,0.352628509,0.458937147,0.374143699,0.182989541,authors later,non-cs
0.410574896,0.438783127,0.278150782,0.225802272,0.200491236,authors use,non-cs
0.335245486,0.612362864,0.714957273,0.693818591,0.267333818,automata theory differed,non-cs
0.512833956,0.727461321,0.235458895,0.311508307,0.349543308,automata theory emerged,non-cs
0.286790343,0.433555568,0.37191745,0.345767942,0.537205595,automatic programming,non-cs
0.231429183,0.283883528,0.320076157,0.358926272,0.549871398,automatic solutions,non-cs
0.485314665,0.445456685,0.269048324,0.349947898,0.427811024,automatically analyzing time,non-cs
0.409657035,0.093878083,0.317128074,0.194990973,0.608996585,automatically keeps,non-cs
0.653013739,0.320301359,0.139015842,0.3709633,0.426306906,automatically updated whenever,non-cs
0.534182477,0.535748405,0.318033128,0.36835648,0.298703153,automobile adapted,non-cs
0.119457859,0.186540688,0.23161951,0.509001324,0.324654191,available alternatives,non-cs
0.183990887,0.208226478,0.63786105,0.261287738,0.709768797,average case analysis,non-cs
0.299797851,0.346504523,0.828038719,0.471103971,0.394143236,avoid circumventing,non-cs
0.205395949,0.499968398,0.825473354,0.452561751,0.506777185,avoid data anomalies,non-cs
0.086018057,0.266336576,0.574227405,0.552536414,0.590227148,avoiding problematic issues,non-cs
0.2388455,0.278317911,0.210012519,0.538605061,0.410066485,awe regions could therefore,non-cs
0.27013482,0.381609407,0.538030718,0.181132787,0.266795686,backward euler method follows,non-cs
0.513574126,0.617427514,0.341247162,0.365502096,0.350491232,bacterial growth,non-cs
0.272054712,0.31979221,0.829730187,0.847347015,0.259300998,bad behavior,non-cs
0.317100151,0.377394149,0.349958727,0.18913783,0.288488635,balance scale,non-cs
0.340783523,0.255770543,0.332280156,0.333153759,0.634243992,balanced tree,non-cs
0.446338098,0.401029512,0.37808924,0.147291957,0.506291392,balanced trees t1,non-cs
0.317700659,0.714226067,0.480435398,0.2707959,0.444141254,balancing binary search tree,non-cs
0.28753493,0.715468231,0.556587577,0.302664937,0.47786181,balancing binary search trees,non-cs
0.368868103,0.636627767,0.405691862,0.336531465,0.338115383,banking application may,non-cs
0.547390966,0.522004145,0.333680253,0.066758222,0.21046662,bar induction,non-cs
0.456386776,0.519623518,0.439004771,0.262770424,0.168779262,bar recursion,non-cs
0.657760485,0.495289577,0.400452148,0.176304857,0.291130364,base sixteen,non-cs
0.737177229,0.343433961,0.445343929,0.108460693,0.339014467,base ten,non-cs
0.506925079,0.338801999,0.455660155,0,0.25324002,base two,non-cs
0.301484818,0.644935258,0.56336549,0.215744157,0.460428192,based binary search tree,non-cs
0.431948096,0.642973994,0.43673742,0.882000736,0.227357621,based clustering produces complex models,non-cs
0.158423538,0.254600242,0.324281929,0.315234206,0.35979649,based conclusions,non-cs
0.454998169,0.737802571,0.572870024,0.463520924,0.468974282,based cryptography,non-cs
0.396651722,0.500125129,0.513238344,0.428103876,0.397645699,based encryption,non-cs
0.169058905,0.30232679,0.271385522,0.266205451,0.390111613,based implementations,non-cs
0.104604529,0.486795241,0.249483711,0.392490097,0.426059711,based learning,non-cs
0.15275722,0.702070417,0.288948469,0.506305495,0.440770147,based learning algorithms,non-cs
0.292199171,0.858545,0.241780818,0.523587025,0.569348638,based machine learning systems inspired,non-cs
0.177701176,0.397060865,0.40510197,0.228715877,0.326000833,based sampling,non-cs
0.321946396,0.444532299,0.341031643,0.320804961,0.338706659,based sound recording,non-cs
0.3897635,0.399709962,0.433282156,0.178163622,0.576707245,basic building block,non-cs
0.217112329,0.103025833,0.376258177,0.160651204,0.590972215,basic form,non-cs
0.184295127,0.197890759,0.396292724,0.149037866,0.493178395,basic form uses,non-cs
0.259120832,0.522794207,0.455958559,0.270532662,0.658770607,basic numerical methods,non-cs
0.25106141,0.345007227,0.297152152,0.143856063,0.365357697,basic theory,non-cs
0.222827999,0.171340805,0.430644441,0.171837794,0.487204125,basic units,non-cs
0.241668654,0.346075644,0.318369769,0.101216213,0.193907898,basis set,non-cs
0.244057609,0.610530245,0.223697297,0.435524998,0.389938927,bayesian network could represent,non-cs
0.382411611,0.544929698,0.284016438,0.241914717,0.246952329,beam propagation method,non-cs
0.334001494,0.32075063,0.333127002,0.1842365,0.601603882,bearer-independent call control,non-cs
0.497715207,0.105269993,0.104602515,0.527626781,0.583268355,become common practice,non-cs
0.263414161,0.143686351,0.130140353,0.582882379,0.482965769,become useful,non-cs
0.354686541,0.216868332,0.268328361,0.679805354,0.142248946,becomes necessary,non-cs
0.546127226,0.229625537,0.236662159,0.817009146,0.167408474,becoming increasingly important,non-cs
0.459409223,0.592969247,0.403449679,0.36654589,0.433795887,bee colonies,non-cs
0.409217973,0.188243983,0.653896934,0.666111458,0.322226727,behaving unpredictably,non-cs
0.317014108,0.694963812,0.380202892,0.473337648,0.358021933,behavioral neuroscientists,non-cs
0.335076882,0.314322534,0.339148167,0.128378287,0.207937283,bellet et al,non-cs
0.096840877,0.39389436,0.278492752,0.188640959,0.333977856,benefit analysis,non-cs
0.329709905,0.052638411,0.303422417,0.417087463,0.629046498,best element,non-cs
0.276988368,0.086186286,0.261652048,0.331861252,0.556520201,best example,non-cs
0.274355282,0.130394246,0.189724519,0.417941124,0.623968506,best frameworks,non-cs
0.191387809,0.079394418,0.219677925,0.442944874,0.672770909,best possible solution,non-cs
0.463620387,0.394167695,0.454610119,0.197099956,0.218162803,betty holberton,non-cs
0.407337675,0.222314533,0.635236142,0.388879724,0.196759746,beyond compare,non-cs
0.419009305,0.279169558,0.503143793,0.269299612,0.250370505,beyond np,non-cs
0.233264095,0.436184593,0.404480435,0.292064895,0.371859145,biconjugate gradient stabilized method,non-cs
0.758549749,0.129287043,0.227061423,0.717969603,0.246477938,big number,non-cs
0.479621042,0.596640865,0.817599692,0.234054915,0.419149793,binary arithmetic terminate,non-cs
0.560999367,0.784343403,0.60626182,0.278614917,0.518128996,binary arithmetic using electronic relays,non-cs
0.403945081,0.630711455,0.607721434,0.402756554,0.372546107,binary space partitioning arose,non-cs
0.286053591,0.258616653,0.341937771,0.535580751,0.679524533,binary splitting lends well,non-cs
0.211301592,0.591617251,0.534462652,0.501037713,0.374719386,binary splitting may render,non-cs
0.334587728,0.66834096,0.517253432,0.345781324,0.248059293,biodiversity informatics contrasts,non-cs
0.309435506,0.54787327,0.291525535,0.547140213,0.448934251,biodiversity informatics may also,non-cs
0.357922526,0.56202761,0.290444621,0.267710078,0.411911844,biodiversity information,non-cs
0.458214198,0.388894508,0.337361958,0.534258476,0.330975916,bird flocking,non-cs
0.472162603,0.6821583,0.363709196,0.263405457,0.323785214,bit central processing unit,non-cs
0.290443979,0.837716448,0.321351753,0.340205712,0.387329722,bit instruction set architecture,non-cs
0.404330508,0.523945163,0.419356525,0.391592574,0.203740936,bit slicing made,non-cs
0.225860768,0.543867965,0.408701034,0.413395772,0.555666155,bitwise operation operates,non-cs
0.44733932,0.400392711,0.804895779,0.61085103,0.232481455,black box,non-cs
0.341579412,0.353836031,0.366469908,0.186588607,0.198684192,bloch representation,non-cs
0.374784004,0.568468981,0.430446076,0.295292143,0.129385021,block diagram,non-cs
0.381878841,0.611888738,0.426882911,0.340263662,0.199557281,block diagrams,non-cs
0.313749045,0.642685381,0.418604865,0.464260096,0.241979006,block diagrams rely,non-cs
0.561456617,0.310906461,0.470611561,0.34176566,0.237979386,block size,non-cs
0.516521384,0.398173671,0.33035526,0.451785866,0.208527237,blocks connected,non-cs
0.341013581,0.450353803,0.269990687,0.371421326,0.178838507,body systems,non-cs
0.541081462,0.785385999,0.330673522,0.305548581,0.413234316,book affective computing published,non-cs
0.487460047,0.351986418,0.38265526,0.226247803,0.172942122,book titled,non-cs
0.223204246,0.633463479,0.587192492,0.348919272,0.381080121,boolean function whose value,non-cs
0.421320335,0.47076065,0.394597293,0.287940154,0.263554784,border guard,non-cs
0.316889548,0.540071433,0.424846731,0.29079631,0.245989815,boson sampling task consists,non-cs
0.361051926,0.401635194,0.389006137,0.330500166,0.280052858,bounded treewidth may,non-cs
0.965083226,0.282239195,0.280525459,0.632226093,0.469827207,boundlessly increasing tree height,non-cs
0.437606931,0.440548446,0.364134952,0.36375467,0.228207636,bridge weather,non-cs
0.300638651,0.250568908,0.084603645,0.344359148,0.283116622,bring together,non-cs
0.484407329,0.168401665,0.17179024,0.465875003,0.397559921,broad applications,non-cs
0.527725735,0.640271577,0.34392811,0.331707363,0.450443549,broadband backbone network,non-cs
