tSNE Tuned 0,tSNE Tuned 1,tSNE Tuned 2,tSNE Tuned 3,tSNE Tuned 4,phrase,label
0.505729868,0.915638394,0.544934459,0.413676811,0.906315943,thus trees,cs
0.633107237,0.58987198,0.461405102,0.886237824,0.421073409,time complexity,cs
0.464059768,0.519812507,0.372008986,0.916688385,0.497133545,time delay neural network,cs
0.457573105,0.707822798,0.389035035,0.362461574,0.335397496,time delays,cs
0.552683414,0.605337368,0.490488279,0.916362221,0.391227308,timespace tradeoffs,cs
0.617693766,0.485127576,0.522805748,0.336229556,0.467802196,traditional artificial intelligence,cs
0.529576559,0.571753275,0.544566001,0.531877925,0.564106309,traditional computer networking,cs
0.420394148,0.541069435,0.809776778,0.503027773,0.731756403,traditional convolutional layers,cs
0.716011853,0.359427601,0.149644747,0.539947775,0.527386263,training set,cs
0.710799807,0.356677089,0.115033709,0.546641101,0.53630426,training time,cs
0.292834902,0.448905925,0.545412186,0.527019501,0.468483778,transformation rules,cs
0.53919713,0.777345727,0.664034989,0.427759096,0.891622098,tree contraction,cs
0.429660267,0.3469346,0.290842309,0.626939412,0.786704788,tree decomposition,cs
0.427606151,0.352508993,0.307694429,0.665309615,0.780803529,tree decompositions,cs
0.420648232,0.364477662,0.345765747,0.715790202,0.776907926,tree isomorphism,cs
0.801780326,0.383073324,0.474747183,0.723296688,0.446211627,tridiagonal matrix algorithm,cs
0.598254924,0.019085583,0.452247197,0.560446934,0.311740331,truth value,cs
0.57035623,0.013094172,0.433907519,0.574139808,0.311946968,truth value object,cs
0.872226055,0.325373109,0.719477761,0.608791914,0.405726506,undirected graph,cs
0.573036824,0.225729406,0.630970834,0.589800623,0.499306939,undirected graphical model,cs
0.645992649,0.271902171,0.370338273,0.395520823,0.511183724,unified modelling language,cs
0.533120011,0.09356314,0.410755331,0.470055419,0.414996681,uniform binary search,cs
0.671063662,0.234875956,0.403407971,0.710676555,0.443385702,universal approximation theorem,cs
0.517912837,0.491397436,0.580691308,0.537841654,0.123479399,unlabeled input data,cs
0.752158663,0.337964041,0.193463231,0.424743439,0.461664691,unsupervised feature learning,cs
0.797373647,0.335491024,0.159508199,0.417926478,0.484735816,unsupervised learning,cs
0.719959755,0.45170077,0.441478632,0.478533703,0.392993952,unsupervised learning algorithm,cs
0.607562656,0.51673333,0.857004102,0.735629859,0.55291841,user interface,cs
0.569357384,0.523712097,0.792182827,0.723127665,0.543647112,user interface structure,cs
0.03048424,0.670543005,0.495586277,0.496231393,0.495450381,user queries,cs
0.682217432,0.608923047,0.322842634,0.399747121,0.696246953,vague set,cs
0.533155501,0.524226692,0.673852553,0.684481329,0.784127865,vector field,cs
0.717422076,0.25804875,0.662034011,0.584169532,0.49079867,vector machine models,cs
0.701874172,0.320090838,0.743580565,0.653759191,0.42168261,vector optimization,cs
0.461934287,0.51007353,0.636964477,0.676349571,0.744797352,vector spaces,cs
0.863555677,0.53980506,0.512163162,0.775212088,0.467941358,vigenre cipher,cs
0.302628389,0.645313096,0.528758497,0.571681726,0.497603783,virtual address space,cs
0.64104326,0.42194003,0.378563901,0.531697782,0.655488579,virtual machine,cs
0.300369204,0.604947867,0.485673051,0.552243536,0.515910908,virtual memory addresses,cs
0.646768681,0.384646958,0.337841863,0.52974832,0.732547394,virtual reality,cs
0.518876743,0.39388827,0.520745721,0.352738081,0.826111141,visual objects,cs
0.439063491,0.217978061,0.406446287,0.535156928,0.55885973,visual programming languages,cs
0.472500547,0.617311938,0.38686661,0.567205731,0.509331737,web caching,cs
0.487176376,0.285510345,0.541138098,0.519586843,0.678622436,web design,cs
0.465816985,0.619086656,0.43196608,0.574659513,0.508812483,web servers,cs
0.365592901,0.803096065,0.624519136,0.420094373,0.870954399,weight-balanced tree,cs
0.54467492,0.635119249,0.637103933,0.445679876,0.563984111,wireless routing protocol,cs
0.668334036,0.657245719,0.433155733,0.584405192,0.587976845,world wide web,cs
0.470720281,0.548000541,0.291266474,0.43660508,0.648853118,zip files,cs
0.083712221,0.677296898,0.329613434,0.495685818,0.568315006,#NAME?,non-cs
0.858114986,0.528367437,0.495103542,0.451293061,0.226341188,0 - sparse graphs,non-cs
0.422934211,0.816574993,0.458706986,0.286083703,0.567799677,1  became important,non-cs
0.891513279,0.504482403,0.505233994,0.427075165,0.227428485,1 - sparse graphs,non-cs
0.848257382,0.551184728,0.467801181,0.748323402,0.333956177,1 - tight graphs,non-cs
0.696239974,0.183877521,0.593283944,0.436679208,0.554810439,1 architectural view model,non-cs
0.529917822,0.41202132,0.395969663,0.496144261,0.652043092,1 computer graphics system,non-cs
0.322857247,0.690406025,0.278320359,0.461060872,0.483232927,1973 nbs solicited private industry,non-cs
0.764151583,0.487659786,0.60849523,0.356215191,0.391058691,1975 distributed artificial intelligence emerged,non-cs
0.228687427,0.720258949,0.598416824,0.371181198,0.723420148,1987 ai magazine article,non-cs
0.513036221,0.118098889,0.465697695,0.538438799,0.408398967,1989 stochastic diffusion search,non-cs
0.5734771,0.853771008,0.37467897,0.392138651,0.666901084,1996 maiden flight,non-cs
0.224124711,0.701116424,0.388409186,0.30292125,0.345344393,1997 raised questions,non-cs
0.304391383,0.307656277,0.214317082,0.428071075,0.312720725,2 fuzzy ontology,non-cs
0.424666156,0.522447539,0.351995808,0.531733186,0.680141998,2000s era music reproduction technology,non-cs
0.442957156,0.531227878,0.175662584,0.219903134,0.417385791,2016  digital empathy,non-cs
0.460692247,0.409416323,0.673018946,0.368073003,0.780965313,250 million images,non-cs
0.537904685,0.51651187,0.368350503,0.446528759,0.550290537,257 zilog z8001 microprocessors,non-cs
0.594998058,0.524377924,0.613730457,0.887374529,0.700506743,264 decoders always support quarter,non-cs
0.861921944,0.547853461,0.464027898,0.775566151,0.323893539,3 - tight graphs,non-cs
0.728193107,0.611981162,0.609256394,0.48747203,0.548544076,3d coordinate system,non-cs
0.838942937,0.519938271,0.560752592,0.414381267,0.23978412,6 - sparse graph,non-cs
0.386574409,0.501075767,0.760482489,0.647585806,0.727321125,6th dimensions,non-cs
0.390802024,0.935173863,0.545554483,0.48268047,0.644219547,abbreviated 6nf,non-cs
0.895509691,0.487429236,0.411022815,0.392301628,0.533651202,absolute stability,non-cs
0.443961908,0.415693115,0.641796369,0.204167472,0.59260776,absolute value,non-cs
0.532526079,0.18332529,0.65073442,0.770763335,0.468033216,abstract data structures receive,non-cs
0.374569137,0.580961754,0.139185847,0.387723791,0.798011926,abstract family,non-cs
0.407179459,0.168616109,0.303353402,0.424943458,0.501636437,abstract family of languages,non-cs
0.276726415,0.283386826,0.32969771,0.532518521,0.341383199,abstract framework,non-cs
0.321393673,0.23758113,0.282574517,0.533333478,0.336643593,abstract interpretation consists,non-cs
0.375885266,0.218171241,0.247423541,0.445008317,0.236847109,abstract question,non-cs
0.212204711,0.743228287,0.303774591,0.445037522,0.722143633,ac  also known,non-cs
0.152164587,0.787417489,0.501710252,0.396369847,0.814898042,academic conference,non-cs
0.338458264,0.646584311,0.574650924,0.736212196,0.470844723,access control,non-cs
0.331358658,0.617694946,0.57316647,0.739231305,0.478145927,access control system,non-cs
0.344095011,0.603250671,0.628348635,0.767671061,0.496274088,access management describes,non-cs
0.617532942,0.491228721,0.708621999,0.571495117,0.72010121,accessing array elements,non-cs
0.451380764,0.701403973,0.483213696,0.098705849,0.686481079,accomplished today,non-cs
0.490990056,0.501353308,0.256898293,0.554595512,0.46755348,account dynamic behaviour,non-cs
0.723735516,0.34529357,0.647306212,0.740004063,0.251432999,accurate identification method,non-cs
0.440159695,0.119964953,0.423516454,0.467180091,0.275743575,accurately provide approximate answers,non-cs
0.593037926,0.474095242,0.286618186,0.270010222,0.523593437,achieve goals,non-cs
0.471314925,0.416840386,0.24740426,0.467852116,0.525480723,achieve polymorphic behavior,non-cs
0.556735106,0.679752989,0.645782421,0.681644613,0.330964112,achieve significant compression,non-cs
0.9145465,0.37194431,0.508051607,0.711239772,0.178225394,acm sigmetrics 2006,non-cs
0.609989992,0.395168238,0.553159391,0.348502372,0.855878924,across concrete examples,non-cs
0.498323832,0.568593104,0.694866447,0.494833238,0.885571288,acs comb,non-cs
0.41919126,0.29617764,0.354802456,0.355570669,0.374597535,acs combinatorial science,non-cs
0.362350331,0.26688428,0.356043227,0.332561183,0.388787496,acs combinatorial science publishes articles,non-cs
0.426219358,0.656727734,0.564873297,0.361195057,0.483930359,active networking allows,non-cs
0.357700115,0.660556741,0.536923672,0.336004682,0.490286071,active networking relates,non-cs
0.369861654,0.680257845,0.398298714,0.326550565,0.564214139,activities used,non-cs
0.552951435,0.291235786,0.431073894,0.775293121,0.281456655,actual word classification,non-cs
0.297090073,0.273751006,0.190956144,0.678836235,0.378752911,actually define,non-cs
0.869915463,0.585538859,0.389674102,0.652236055,0.674093503,actuated joints,non-cs
0.509835285,0.522917922,0.357607451,0.460584823,0.393140471,adaptive control,non-cs
0.430616096,0.47229719,0.41041937,0.450973871,0.340690283,adaptive methods,non-cs
0.461969027,0.497552099,0.409496579,0.514383937,0.377669377,adaptive systems,non-cs
0.978052805,0.18966177,0.42850909,0.586516729,0.348656918,add two numbers,non-cs
0.410815588,0.553854348,0.65811673,0.376706083,0.686325064,added together,non-cs
0.510198729,0.522624597,0.711848644,0.406456657,0.714142186,adding edges,non-cs
0.463095387,0.569442602,0.711681257,0.347177315,0.668244637,adding two n,non-cs
0.506747701,0.591014264,0.153590741,0.303805918,0.531532264,additional storage much less,non-cs
0.645173884,0.511113989,0.147980247,0.417090738,0.434167729,additionally requires,non-cs
0.282916794,0.483056347,0.456458694,0.574143497,0.170822129,additive guarantee,non-cs
0.484958887,0.716905716,0.379698548,0.749607961,0.345207184,address complex real,non-cs
0.517261819,0.421845812,0.703868622,0.63547828,0.579000018,address windowing extensions coding example,non-cs
0.553929158,0.088364501,0.456431236,0.750070623,0.226010144,addressing various design concerns,non-cs
0.480122106,0.650212661,0.700989418,0.458047846,0.810930832,adele cutler,non-cs
0.322803566,0.176169937,0.489297078,0.809014933,0.313129839,adjacency list describes,non-cs
0.338740609,0.220775462,0.513460593,0.793046143,0.291599294,adjacency list representation,non-cs
0.297327852,0.180294654,0.510485112,0.757759241,0.325585976,adjacency list uses,non-cs
0.426644196,0.589768708,0.723589,0.502979462,0.721202471,adjacent layers,non-cs
0.810794305,0.289142112,0.474034782,0.409392701,0.204711528,adjusted significance testing,non-cs
0.648321067,0.596543207,0.562491684,0.691666487,0.390701723,admit functional extension,non-cs
0.616886867,0.396943849,0.121939093,0.516416434,0.661085373,advantage made possible,non-cs
0.392726429,0.550228396,0.201657084,0.49958957,0.346777776,adversely affect,non-cs
0.370516981,0.478414036,0.440409602,0.333522504,0.618976773,advertising  proceedings,non-cs
0.737158393,0.49585386,0.568597481,0.675047085,0.55689485,affect digital circuits,non-cs
0.768129746,0.273896009,0.350805972,0.469289779,0.083284457,affected differently,non-cs
0.386138585,0.39640447,0.703938699,0.62477885,0.288554403,agile database modeling technique suited,non-cs
0.711967501,0.521170676,0.495378031,0.694844368,0.703557243,alarm signal used,non-cs
0.594670898,0.74761076,0.511237948,0.465902391,0.760203599,alexander stepanov,non-cs
0.458148209,0.418879885,0.580505789,0.543492832,0.340798535,algorithm design technique,non-cs
0.814693825,0.427906913,0.4443406,0.455834072,0.306777548,algorithm repeatedly,non-cs
0.91532874,0.4698019,0.59159201,0.687963994,0.31596402,algorithm still performs well,non-cs
0.566577401,0.436059198,0.578002269,0.598398426,0.355295622,algorithms based,non-cs
0.599412962,0.514894279,0.367386383,0.60477378,0.350751993,algorithms for recovery and isolation exploiting semantics,non-cs
0.314530966,0.541212552,0.72567824,0.635722728,0.535348981,algorithms run online,non-cs
0.498805682,0.688266053,0.371852111,0.400841416,0.669450226,allen newell,non-cs
0.501193815,0.65017455,0.290085547,0.775095761,0.45313777,allow reuse,non-cs
0.42946301,0.25450649,0.519322851,0.419948456,0.660677052,allowing designers,non-cs
0.43793267,0.578344582,0.390789555,0.435754378,0.869691106,allows elements,non-cs
0.384698174,0.301468348,0.327055829,0.172772764,0.552812266,allows self,non-cs
0.74776385,0.262317786,0.629546197,0.54017905,0.306425507,allows simple statistical association,non-cs
0.46648571,0.535621279,0.692131433,0.334609544,0.558058049,allows users,non-cs
0.662558152,0.598103863,0.586803517,0.301640284,0.440791559,almost lossless data compression,non-cs
0.545850504,0.335773461,0.192531078,0.758767457,0.539326,alphabet substitution ciphers,non-cs
0.212560472,0.785389049,0.329370594,0.529632909,0.672612939,also called,non-cs
0.543262762,0.35642932,0.130465891,0.572296982,0.247941012,also called alethic possibility,non-cs
0.648843998,0.709908035,0.228509694,0.667037437,0.492101227,also called crossing dependencies,non-cs
0.695451351,0.484341277,0.639269862,0.393781689,0.455874282,also called decentralized artificial intelligence,non-cs
0.522194482,0.295354589,0.422062643,0.536144285,0.247320842,also called latent semantic analysis,non-cs
0.410081509,0.605501137,0.522954088,0.206302964,0.531759102,also called mutual recursion,non-cs
0.530590914,0.411588071,0.658939775,0.504834573,0.875348897,also cluster objects,non-cs
0.495486799,0.655465968,0.240335388,0.481528323,0.304571385,also concerned,non-cs
0.235352245,0.652120659,0.386572809,0.339649098,0.591712516,also discussed,non-cs
0.228964949,0.720429683,0.340204117,0.519930438,0.398127184,also early work,non-cs
0.468845027,0.530784189,0.667065692,0.384213681,0.563810294,also enabled,non-cs
0.562591737,0.767860048,0.584933233,0.164680225,0.630461702,also extended,non-cs
0.675163474,0.265174297,0.228144955,0.804410248,0.492567497,also implement boolean logic,non-cs
0.204328623,0.714393459,0.323266572,0.430809149,0.711785258,also known,non-cs
0.715364247,0.405464824,0.732451615,0.644428762,0.342094152,also many approximation algorithms,non-cs
0.180582415,0.481210541,0.304115976,0.481538699,0.334075497,also pondered,non-cs
0.267231064,0.697314265,0.462481186,0.472845666,0.669827894,also reveal,non-cs
0.309467272,0.480800106,0.703574587,0.469294773,0.488003758,also software design specification,non-cs
0.228364312,0.712720891,0.56915442,0.178085997,0.403481594,also support,non-cs
0.676018268,0.254785562,0.320878199,0.768603676,0.485495267,also symmetric boolean functions,non-cs
0.598103894,0.795894349,0.624797971,0.483527733,0.64358852,also use,non-cs
0.616138812,0.818784627,0.612414024,0.49806406,0.641532318,also used,non-cs
0.605449467,0.84334942,0.589974833,0.591080608,0.644969238,also used extensively,non-cs
0.699351862,0.228399913,0.595814324,0.85199147,0.265433483,also verified,non-cs
0.474534992,0.340231327,0.520783744,0.338606097,0.842251751,also visually,non-cs
0.541342859,0.71664788,0.394443958,0.146262185,0.378954075,altered product,non-cs
0.771589783,0.314781417,0.417825073,0.440932949,0.744372367,alternative leisure actives,non-cs
0.392283617,0.331857155,0.141957404,0.587673771,0.211402465,alternative scenarios,non-cs
0.419672797,0.325522672,0.243769947,0.823902816,0.260728194,alternative terms,non-cs
0.451959476,0.504017369,0.554330268,0.572263327,0.284770443,alternatively spelled optimisation,non-cs
0.670680904,0.463237044,0.168138989,0.642221454,0.542408567,although efficient,non-cs
0.673475307,0.313844061,0.564377908,0.232339506,0.323002182,although imaging,non-cs
0.65472343,0.690350726,0.593582965,0.58050725,0.789782338,although many,non-cs
0.606264363,0.439216517,0.682700272,0.441236393,0.861003355,although objects,non-cs
0.519132408,0.599206105,0.368451171,0.502404288,0.754897527,although sequences,non-cs
0.462787595,0.59964323,0.177354892,0.615420365,0.644867213,although using,non-cs
0.646867718,0.549342549,0.652264771,0.86202568,0.703592278,always produces,non-cs
0.671163157,0.559886669,0.669171411,0.851193056,0.704760393,always show,non-cs
0.29079202,0.381255194,0.640259005,0.669251351,0.580236365,always simplified,non-cs
0.468285045,0.458983007,0.228184544,0.476250236,0.414958315,ambient intelligence environment,non-cs
0.685312942,0.484429944,0.614468652,0.257161728,0.48476808,ambient intelligence would allow devices,non-cs
0.982144218,0.333906937,0.511729285,0.433549629,0.390526494,american statistician,non-cs
0.871126788,0.723222537,0.645774016,0.464266663,0.5692677,amino acids occupying,non-cs
0.615959318,0.695766567,0.637261522,0.514475179,0.774929161,among others,non-cs
0.595984148,0.299916628,0.489277434,0.681756016,0.532123637,amplitude integrated electroencephalography,non-cs
0.196265925,0.656608462,0.396182119,0.251966294,0.745320264,analog sources,non-cs
0.260973029,0.628463786,0.410856873,0.203348555,0.731652038,analogous example,non-cs
0.642811252,0.395196814,0.560229394,0.514716058,0.139602628,analyze data requirements needed,non-cs
0.45892055,0.373008993,0.492650948,0.110800267,0.332581117,analyzing primary biodiversity data,non-cs
0.221334966,0.616538404,0.599254043,0.250317876,0.505957068,analyzing relationships,non-cs
0.719669486,0.216716794,0.432218029,0.3393236,0.528471942,anchor modeling,non-cs
0.274180263,0.617077704,0.369141337,0.252437999,0.770354037,ancient chinese figures,non-cs
0.385799486,0.665264887,0.3854949,0.439938744,0.75689199,andrea walker,non-cs
0.461343127,0.760177118,0.508107667,0.463065435,0.765751602,andreas zwinkau,non-cs
0.446367639,0.714036905,0.428503347,0.383294402,0.705894115,andrew colin,non-cs
0.423441809,0.687519131,0.450328752,0.353440206,0.692802914,andrew donald booth,non-cs
0.187733061,0.755690327,0.523612866,0.346446546,0.837155375,annual acm symposium,non-cs
0.625830613,0.405646545,0.557866009,0.324039857,0.553170512,another area within affective computing,non-cs
0.429542441,0.735526958,0.532048971,0.562740646,0.643731993,another challenge,non-cs
0.358599494,0.610673874,0.452864994,0.736650167,0.70578153,another direction,non-cs
0.680190689,0.417683254,0.177391261,0.464154785,0.500015141,another discipline,non-cs
0.295208143,0.63338623,0.436804498,0.186064521,0.687481875,another example,non-cs
0.340996365,0.68674745,0.495885288,0.50044467,0.635503618,another feature,non-cs
0.385656644,0.729582199,0.560440215,0.505189184,0.630210497,another form,non-cs
0.410093274,0.699423144,0.598081834,0.465196761,0.642231064,another function,non-cs
0.151340384,0.505450856,0.375525838,0.228026568,0.680500947,another possible distinction,non-cs
0.346982435,0.695832616,0.650089498,0.424790084,0.639751016,another reason,non-cs
0.26064885,0.654101895,0.495129563,0.221029377,0.659729502,another use case,non-cs
0.436986565,0.473894327,0.608652027,0.238277538,0.659202876,another value,non-cs
0.365271583,0.134649849,0.354690033,0.421098584,0.295521342,answer given,non-cs
0.312653419,0.151169715,0.351514593,0.394451394,0.282406161,answer returned,non-cs
0.827507794,0.449678739,0.257179381,0.496889252,0.289058695,apparent randomness,non-cs
0.41824869,0.671376254,0.49645254,0.726276087,0.575324081,applicable jurisdiction,non-cs
0.405576372,0.688548201,0.358627613,0.106594052,0.552420339,applications  school,non-cs
0.042720184,0.461679318,0.51023206,0.43557325,0.518272171,applications demanded,non-cs
0.265271923,0.724672726,0.418358015,0.41882188,0.578761131,applications including,non-cs
0.554985675,0.761279136,0.399458011,0.511244827,0.42116777,applications including industrial production lines,non-cs
0.043806577,0.473582794,0.503907975,0.443546745,0.496381955,applications requiring,non-cs
0.561972714,0.414676142,0.407622167,0.416015868,0.318894247,applying certain formal techniques,non-cs
0.319629193,0.435060215,0.250414916,0.341525597,0.412483206,appropriate convergence check,non-cs
0.376166428,0.255435277,0.358003599,0.662839091,0.637359535,appropriate format,non-cs
0.559773116,0.696213719,0.667068476,0.208770913,0.409611587,appropriately restricted resources,non-cs
0.67609172,0.338404937,0.45766028,0.470648205,0.323887386,approximate inference methods make,non-cs
0.469468988,0.134058561,0.434610797,0.559226506,0.199330706,approximate optimal solutions,non-cs
0.625258173,0.392365232,0.511483058,0.506883317,0.301317641,approximation algorithms crucially involves,non-cs
0.664134252,0.363557837,0.54396923,0.42651469,0.321265474,approximation algorithms naturally arise,non-cs
0.216140508,0.514785911,0.157475341,0.354735314,0.438732961,arbitrary item insertions,non-cs
0.524980966,0.785354277,0.383807934,0.736358122,0.589508663,area distinct,non-cs
0.172544549,0.437917574,0.337758449,0.505008438,0.302596038,areas draws ideas,non-cs
0.320726094,0.553546331,0.682171228,0.471771488,0.856127096,ariane 5 rocket,non-cs
0.622484201,0.268061836,0.642127731,0.612268078,0.727772182,armoured combat vehicles,non-cs
0.025453632,0.544424179,0.491755115,0.576453322,0.430178661,arranged listing,non-cs
0.679819541,0.214296344,0.637087071,0.541207769,0.508901942,array model used,non-cs
0.638505389,0.641329834,0.689241718,0.618774366,0.704865549,array whose size,non-cs
0.430734958,0.423855887,0.539976948,0.829329432,0.696595924,arrive continuously,non-cs
0.57212413,0.167849251,0.355464231,0.549035141,0.635963565,art work,non-cs
0.379825272,0.748781614,0.427321168,0.47599293,0.539284446,article deals,non-cs
0.189156324,0.711310573,0.568284617,0.432286945,0.71671173,article published,non-cs
0.354224855,0.432424816,0.345704232,0.632658388,0.436046413,artificial consciousness concepts,non-cs
0.598604449,0.443980787,0.565583971,0.203774556,0.435056213,artificial intelligence concerned,non-cs
0.592648466,0.383560479,0.527777545,0.262008776,0.393421747,artificial intelligence laboratory,non-cs
0.570820784,0.404582762,0.561375474,0.232688698,0.388312557,artificial intelligence research dedicated,non-cs
0.601883727,0.203892338,0.371254034,0.567217109,0.638286943,artistic purposes,non-cs
0.537251391,0.711966543,0.355196464,0.745599282,0.698553989,ary versions,non-cs
0.433862133,0.312996318,0.147250771,0.50902987,0.375363926,asimovs three laws,non-cs
0.494481319,0.449798389,0.167058453,0.502953348,0.411327912,aspect focus,non-cs
0.244038194,0.360148425,0.246623553,0.493759066,0.588382214,asr  computer speech recognition,non-cs
0.289431113,0.581154375,0.238918565,0.572765174,0.433549026,assessing current,non-cs
0.599607834,0.199596625,0.470306175,0.542814002,0.022430753,assigned exactly,non-cs
0.6866503,0.524025712,0.403553458,0.465233021,0.322130287,assigning local automatic variables,non-cs
0.548345153,0.374900026,0.69855895,0.638558313,0.116733346,associated data,non-cs
0.286051845,0.446125562,0.376583352,0.791217767,0.466322567,associated phenomenon,non-cs
0.515644834,0.412336249,0.436439621,0.30999518,0.793455842,associated view,non-cs
0.479275692,0.550892738,0.357529317,0.455780184,0.867015563,assuming elements,non-cs
0.430763376,0.454887937,0.378188992,0.266047545,0.230590666,asymptotic analysis,non-cs
0.505423613,0.460086498,0.603357973,0.3239362,0.573529693,asynchronous loading,non-cs
0.833326658,0.346598901,0.294302554,0.562126178,0.549162324,attack using,non-cs
0.284821978,0.411618934,0.216534763,0.285786226,0.539823133,attacks originally used words found,non-cs
0.416093787,0.577318147,0.508128653,0.893073264,0.614477762,audio every time,non-cs
0.485963762,0.461823567,0.414248133,0.652597917,0.720873234,audio normalization exist,non-cs
0.205969399,0.293019413,0.53990471,0.495797892,0.623337362,augmented reality alters one,non-cs
0.433588169,0.541653133,0.551820457,0.01540594,0.544096575,authors define,non-cs
0.434733579,0.572643262,0.499874659,0.069919057,0.585527277,authors later,non-cs
0.432217074,0.554794424,0.533446056,0.035445972,0.558321975,authors use,non-cs
0.387838737,0.412663793,0.16142123,0.338406564,0.222737632,automata theory differed,non-cs
0.355824366,0.4006447,0.162639379,0.361832,0.257813888,automata theory emerged,non-cs
0.492468864,0.354452368,0.523732911,0.576494005,0.526539123,automatic programming,non-cs
0.485078822,0.51723479,0.608402618,0.599259831,0.368632271,automatic solutions,non-cs
0.559458575,0.444825331,0.327309702,0.897575922,0.505559246,automatically analyzing time,non-cs
0.514325772,0.467444826,0.437125293,0.827557432,0.730382432,automatically keeps,non-cs
0.36824659,0.570599519,0.48495294,0.847140917,0.599044973,automatically updated whenever,non-cs
0.492379364,0.28927279,0.596954687,0.685406776,0.708050448,automobile adapted,non-cs
0.281978864,0.708358182,0.32107884,0.473568115,0.584878026,available alternatives,non-cs
0.709594864,0.27425782,0.409824196,0.461904976,0.23046211,average case analysis,non-cs
0.5967751,0.578114481,0.577392559,0.223094596,0.332246705,avoid circumventing,non-cs
0.627213353,0.582070573,0.514855363,0.216364425,0.336007081,avoid data anomalies,non-cs
0.500540607,0.353633128,0.432935177,0.59058507,0.036152089,avoiding problematic issues,non-cs
0.44068291,0.739737962,0.429496993,0.761849689,0.573439355,awe regions could therefore,non-cs
0.596779025,0.07692408,0.393724122,0.684811717,0.120892226,backward euler method follows,non-cs
0.313464986,0.412347117,0.594136293,0.263955092,0.34039165,bacterial growth,non-cs
0.402941197,0.815377777,0.309869737,0.344773103,0.375954532,bad behavior,non-cs
0.794896876,0.149524954,0.480849761,0.729730521,0.364439433,balance scale,non-cs
0.408335424,0.812299885,0.604912226,0.408399582,0.880043811,balanced tree,non-cs
0.386171624,0.806224631,0.57385908,0.372364982,0.900054473,balanced trees t1,non-cs
0.54092653,0.10527446,0.376408353,0.536092698,0.446224867,balancing binary search tree,non-cs
0.523226794,0.104965214,0.317563398,0.555793325,0.464848924,balancing binary search trees,non-cs
0.237448441,0.754827562,0.515885483,0.395028973,0.490309867,banking application may,non-cs
0.637437914,0.538624222,0.758517827,0.434728585,0.899237013,bar induction,non-cs
0.671491976,0.536822003,0.731994196,0.417590622,0.889317414,bar recursion,non-cs
0.602860345,0.916795843,0.466789696,0.411876754,0.747701061,base sixteen,non-cs
0.580325452,0.930355617,0.452963827,0.423349458,0.738330867,base ten,non-cs
0.544604897,0.951832214,0.435798936,0.446177666,0.721225102,base two,non-cs
0.56811009,0.062274535,0.386765071,0.500293453,0.428328105,based binary search tree,non-cs
0.663176771,0.246527061,0.561356733,0.571368695,0.319389786,based clustering produces complex models,non-cs
0.651506398,0.363936443,0.385400323,0.483759306,0.276969826,based conclusions,non-cs
0.542478976,0.539980426,0.839140703,0.434234396,0.482900614,based cryptography,non-cs
0.557598465,0.591113798,0.803752891,0.427925933,0.439263722,based encryption,non-cs
0.428275839,0.412665068,0.763547124,0.676083515,0.53440903,based implementations,non-cs
0.646003139,0.380448235,0.195119205,0.290029154,0.435945929,based learning,non-cs
0.642976386,0.421592313,0.530809688,0.464993112,0.391769905,based learning algorithms,non-cs
0.611482562,0.468284235,0.544798648,0.425013298,0.41146691,based machine learning systems inspired,non-cs
0.574289996,0.411461558,0.522473864,0.132963593,0.27919862,based sampling,non-cs
0.420052519,0.464668517,0.38522019,0.537249792,0.728369077,based sound recording,non-cs
0.275155221,0.18945148,0.699033632,0.529973319,0.486850011,basic building block,non-cs
0.256325563,0.200099891,0.649748322,0.48853931,0.45297282,basic form,non-cs
0.274546258,0.213646182,0.620651085,0.500917262,0.45739275,basic form uses,non-cs
0.473690184,0.330099311,0.460134113,0.501980901,0.342324658,basic numerical methods,non-cs
0.429605274,0.335831192,0.272608831,0.463671388,0.405140964,basic theory,non-cs
0.319819801,0.213265,0.676229563,0.57623722,0.519913906,basic units,non-cs
0.72538018,0.597782987,0.352982194,0.305484338,0.692525971,basis set,non-cs
0.400401547,0.192286203,0.437543985,0.723989464,0.45145606,bayesian network could represent,non-cs
0.680946575,0.384174935,0.816547334,0.56746062,0.620214513,beam propagation method,non-cs
0.466292401,0.340836085,0.751862749,0.732914133,0.690455569,bearer-independent call control,non-cs
0.266558277,0.679970598,0.24072073,0.348959883,0.648916863,become common practice,non-cs
0.412604231,0.838590022,0.290675758,0.404437036,0.585803775,become useful,non-cs
0.489424428,0.847798048,0.469842503,0.403119207,0.547507872,becomes necessary,non-cs
0.475165469,0.835568559,0.440261906,0.34893647,0.552548182,becoming increasingly important,non-cs
0.512715045,0.626793674,0.651150754,0.431000538,1,bee colonies,non-cs
0.265645492,0.527659792,0.131757927,0.368513226,0.557666404,behaving unpredictably,non-cs
0.418009958,0.417531733,0.357758584,0.281266972,0.320237441,behavioral neuroscientists,non-cs
0.357697969,0.659115436,0.513972979,0.317663242,0.794934623,bellet et al,non-cs
0.743454117,0.32922585,0.414290158,0.475405986,0.208107446,benefit analysis,non-cs
0.575664539,0.52261708,0.423362719,0.467875399,0.848054587,best element,non-cs
0.344384014,0.633900719,0.456224737,0.126070778,0.681170959,best example,non-cs
0.365611425,0.457507092,0.693524746,0.697642967,0.4641927,best frameworks,non-cs
0.406029243,0.159803432,0.418479596,0.567770662,0.17730092,best possible solution,non-cs
