tSNE Tuned 0,tSNE Tuned 1,phrase,label
0.156901134,0.572736654,access control system,non-cs
0.157568748,0.572668821,access management describes,non-cs
0.358693676,0.32074683,accessing array elements,non-cs
0.900394741,0.450648178,accomplished today,non-cs
0.752267574,0.511374727,account dynamic behaviour,non-cs
0.530862365,0.870347161,accurate identification method,non-cs
0.774765051,0.795870182,accurately provide approximate answers,non-cs
0.744829927,0.486767338,achieve goals,non-cs
0.775924795,0.484933892,achieve polymorphic behavior,non-cs
0.630712972,0.482093995,achieve significant compression,non-cs
0.406634464,0.768934092,acm sigmetrics 2006,non-cs
0.410423953,0.314018697,across concrete examples,non-cs
0.704360438,0.428082666,acs comb,non-cs
0.774129045,0.668225208,acs combinatorial science,non-cs
0.773210209,0.671247944,acs combinatorial science publishes articles,non-cs
0.613808577,0.389519938,active networking allows,non-cs
0.617728015,0.389563358,active networking relates,non-cs
0.628645751,0.403044697,activities used,non-cs
0.559100121,0.823518863,actual word classification,non-cs
0.711787128,0.68470172,actually define,non-cs
0.846287617,0.416436238,actuated joints,non-cs
0.745180441,0.519484797,adaptive control,non-cs
0.762117941,0.607703738,adaptive methods,non-cs
0.645532131,0.561299455,adaptive systems,non-cs
0.422194755,0.862660715,add two numbers,non-cs
0.468484071,0.279576981,added together,non-cs
0.404892601,0.287856343,adding edges,non-cs
0.50579746,0.185093704,adding two n,non-cs
0.086311568,0.428345542,additional storage much less,non-cs
0.825063578,0.542883697,additionally requires,non-cs
0.078805026,0.623094692,additive guarantee,non-cs
0.521072826,0.5816218,address complex real,non-cs
0.243532083,0.619813937,address windowing extensions coding example,non-cs
0.316670639,0.889812411,addressing various design concerns,non-cs
0.517038888,0.115762912,adele cutler,non-cs
0.461622596,0.932506673,adjacency list describes,non-cs
0.463152466,0.932473008,adjacency list representation,non-cs
0.460336343,0.931622664,adjacency list uses,non-cs
0.430778885,0.286341187,adjacent layers,non-cs
0.596239914,0.870452328,adjusted significance testing,non-cs
0.628310625,0.482866906,admit functional extension,non-cs
0.169197706,0.684187663,advantage made possible,non-cs
0.770835632,0.484299917,adversely affect,non-cs
0.235476635,0.457943937,advertising  proceedings,non-cs
0.450480765,0.515407192,affect digital circuits,non-cs
0.975739426,0.684981978,affected differently,non-cs
0.384644613,0.761201901,agile database modeling technique suited,non-cs
0.346787805,0.425923661,alarm signal used,non-cs
0.60628218,0.122990646,alexander stepanov,non-cs
0.452384303,0.699195511,algorithm design technique,non-cs
0.506735695,0.720262643,algorithm repeatedly,non-cs
0.443489704,0.753799263,algorithm still performs well,non-cs
0.458210415,0.705198964,algorithms based,non-cs
0.633618643,0.545110204,algorithms for recovery and isolation exploiting semantics,non-cs
0.198865589,0.545792918,algorithms run online,non-cs
0.627586011,0.166342601,allen newell,non-cs
0.227548402,0.673428991,allow reuse,non-cs
0.363884781,0.626098769,allowing designers,non-cs
0.472951854,0.239115115,allows elements,non-cs
0.844387965,0.489074185,allows self,non-cs
0.515747497,0.790081578,allows simple statistical association,non-cs
0.161478584,0.424729423,allows users,non-cs
0.0690684,0.514703546,almost lossless data compression,non-cs
0.639170552,0.664048531,alphabet substitution ciphers,non-cs
0.746379256,0.261942014,also called,non-cs
0.763071498,0.719737597,also called alethic possibility,non-cs
0.501161251,0.435626087,also called crossing dependencies,non-cs
0.444044509,0.576588812,also called decentralized artificial intelligence,non-cs
0.626149341,0.798532689,also called latent semantic analysis,non-cs
0.627972446,0.376768355,also called mutual recursion,non-cs
0.406819869,0.26961694,also cluster objects,non-cs
0.817424545,0.886461015,also concerned,non-cs
0.671211729,0.329681768,also discussed,non-cs
0.419519933,0.569712196,also early work,non-cs
0.158835293,0.422686938,also enabled,non-cs
0.6409346,0.273598632,also extended,non-cs
0.548529382,0.727423462,also implement boolean logic,non-cs
0.742765606,0.267893402,also known,non-cs
0.516209419,0.743371419,also many approximation algorithms,non-cs
0.750676918,0.760394002,also pondered,non-cs
0.578398075,0.27582449,also reveal,non-cs
0.303694286,0.656869178,also software design specification,non-cs
0.809493935,0.230677037,also support,non-cs
0.550924415,0.731106215,also symmetric boolean functions,non-cs
0.670900808,0.26186771,also use,non-cs
0.67527554,0.260544852,also used,non-cs
0.692141994,0.257310391,also used extensively,non-cs
0.535815868,0.908206772,also verified,non-cs
0.408596619,0.314116973,also visually,non-cs
0.431110327,0.434630332,altered product,non-cs
0.642248688,0.41008996,alternative leisure actives,non-cs
0.751095733,0.733060303,alternative scenarios,non-cs
0.709718386,0.702359269,alternative terms,non-cs
0.436122575,0.712331804,alternatively spelled optimisation,non-cs
0.353449076,0.668145777,although efficient,non-cs
0.636509924,0.603614684,although imaging,non-cs
0.400615413,0.190168804,although many,non-cs
0.410889336,0.268977865,although objects,non-cs
0.419532404,0.342378911,although sequences,non-cs
0.791133634,0.380287785,although using,non-cs
0.723471234,0.379538052,always produces,non-cs
0.723526821,0.379030109,always show,non-cs
0.23440273,0.598213161,always simplified,non-cs
0.695337625,0.566215996,ambient intelligence environment,non-cs
0.685920689,0.580435283,ambient intelligence would allow devices,non-cs
0.397410894,0.829330942,american statistician,non-cs
0.559998095,0.374085704,amino acids occupying,non-cs
0.638589658,0.205467786,among others,non-cs
0.602361536,0.576693299,amplitude integrated electroencephalography,non-cs
0.537131059,0.344644847,analog sources,non-cs
0.533344319,0.332606539,analogous example,non-cs
0.288361226,0.828662041,analyze data requirements needed,non-cs
0.341373924,0.845673395,analyzing primary biodiversity data,non-cs
0.64927144,0.388688772,analyzing relationships,non-cs
0.727948443,0.457180687,anchor modeling,non-cs
0.490292973,0.300852818,ancient chinese figures,non-cs
0.619595382,0.08938159,andrea walker,non-cs
0.615792145,0.115144447,andreas zwinkau,non-cs
0.63401582,0.120608604,andrew colin,non-cs
0.633390485,0.122387331,andrew donald booth,non-cs
0.908754432,0.28276028,annual acm symposium,non-cs
0.334056946,0.564935631,another area within affective computing,non-cs
0.557114876,0.325836667,another challenge,non-cs
0.391871224,0.231037743,another direction,non-cs
0.856184136,0.561133698,another discipline,non-cs
0.535971514,0.329531749,another example,non-cs
0.561784978,0.278515702,another feature,non-cs
0.549879694,0.327864125,another form,non-cs
0.547495962,0.346606573,another function,non-cs
0.679904525,0.422689864,another possible distinction,non-cs
0.559511952,0.335420622,another reason,non-cs
0.551071896,0.323192341,another use case,non-cs
0.538073563,0.41942121,another value,non-cs
0.775736218,0.793436855,answer given,non-cs
0.778304244,0.792761353,answer returned,non-cs
0.496596788,0.492618177,apparent randomness,non-cs
0.283315125,0.359188285,applicable jurisdiction,non-cs
0.918331783,0.59001737,applications  school,non-cs
0.491027047,0.965355339,applications demanded,non-cs
0.552668999,0.29649174,applications including,non-cs
0.27337647,0.43614666,applications including industrial production lines,non-cs
0.491844375,0.96411766,applications requiring,non-cs
0.788336558,0.606121429,applying certain formal techniques,non-cs
0.779501467,0.553649414,appropriate convergence check,non-cs
0.651523876,0.635186776,appropriate format,non-cs
0.407362382,0.414452107,appropriately restricted resources,non-cs
0.525567354,0.796055049,approximate inference methods make,non-cs
0.354489245,0.916624198,approximate optimal solutions,non-cs
0.509352427,0.777248841,approximation algorithms crucially involves,non-cs
0.512212847,0.777166567,approximation algorithms naturally arise,non-cs
0.481051933,0.453086367,arbitrary item insertions,non-cs
0.252019797,0.248382178,area distinct,non-cs
0.741897936,0.754014537,areas draws ideas,non-cs
0.381128971,0.250012505,ariane 5 rocket,non-cs
0.286026527,0.467582219,armoured combat vehicles,non-cs
0.20000896,0.812392044,arranged listing,non-cs
0.433978532,0.643176706,array model used,non-cs
0.248486712,0.292463785,array whose size,non-cs
0.737740917,0.393590908,arrive continuously,non-cs
0.402801579,0.600668364,art work,non-cs
0.538678775,0.297018136,article deals,non-cs
0.744925749,0.17908032,article published,non-cs
0.66500845,0.555188885,artificial consciousness concepts,non-cs
0.68520097,0.576449212,artificial intelligence concerned,non-cs
0.682846664,0.585341114,artificial intelligence laboratory,non-cs
0.684062709,0.585558489,artificial intelligence research dedicated,non-cs
0.401076043,0.60204048,artistic purposes,non-cs
0.509871911,0.268499331,ary versions,non-cs
0.68989967,0.729463456,asimovs three laws,non-cs
0.700131113,0.56063992,aspect focus,non-cs
0.790322739,0.53007699,asr  computer speech recognition,non-cs
0.594949086,0.900052233,assessing current,non-cs
0.565855553,0.977261394,assigned exactly,non-cs
0.470364833,0.759193621,assigning local automatic variables,non-cs
0.300767499,0.796853712,associated data,non-cs
0.664626435,0.501522104,associated phenomenon,non-cs
0.408695981,0.303903365,associated view,non-cs
0.471236445,0.243178437,assuming elements,non-cs
0.87447944,0.714841449,asymptotic analysis,non-cs
0.259827517,0.488613966,asynchronous loading,non-cs
0.866634599,0.453274369,attack using,non-cs
0.769093876,0.341715157,attacks originally used words found,non-cs
0.146059019,0.417032983,audio every time,non-cs
0.327042143,0.431024113,audio normalization exist,non-cs
0.701649606,0.48274735,augmented reality alters one,non-cs
0.702991416,0.79832414,authors define,non-cs
0.72713472,0.304783161,authors later,non-cs
0.702804158,0.798024787,authors use,non-cs
0.670993243,0.762665833,automata theory differed,non-cs
0.671326408,0.760279184,automata theory emerged,non-cs
0.572591272,0.628720429,automatic programming,non-cs
0.425301694,0.702276424,automatic solutions,non-cs
0.562151643,0.544851745,automatically analyzing time,non-cs
0.744509429,0.402685153,automatically keeps,non-cs
0.152365225,0.418038587,automatically updated whenever,non-cs
0.482609942,0.458977721,automobile adapted,non-cs
0.54440717,0.27953271,available alternatives,non-cs
0.566104545,0.854523568,average case analysis,non-cs
0.052055802,0.537183799,avoid circumventing,non-cs
0.053659291,0.533780068,avoid data anomalies,non-cs
0.749420639,0.886351967,avoiding problematic issues,non-cs
0.256531751,0.248944542,awe regions could therefore,non-cs
0.870825817,0.816597478,backward euler method follows,non-cs
0.681838934,0.48102516,bacterial growth,non-cs
0.98546108,0.529870925,bad behavior,non-cs
0.463719381,0.832438587,balance scale,non-cs
0.362131333,0.095336029,balanced tree,non-cs
0.361494293,0.09499448,balanced trees t1,non-cs
0.516437452,0.632699288,balancing binary search tree,non-cs
0.51765719,0.629681025,balancing binary search trees,non-cs
0.552749652,0.303528089,banking application may,non-cs
0.534417821,0.245253113,bar induction,non-cs
0.532197892,0.244778565,bar recursion,non-cs
0.54677299,0.183808475,base sixteen,non-cs
0.547398281,0.182770898,base ten,non-cs
0.546214477,0.181527408,base two,non-cs
0.515524053,0.634494599,based binary search tree,non-cs
0.506775485,0.792661168,based clustering produces complex models,non-cs
0.614005318,0.805911459,based conclusions,non-cs
0.093280635,0.57395049,based cryptography,non-cs
0.095887113,0.578703697,based encryption,non-cs
0.257966507,0.641644271,based implementations,non-cs
0.848050239,0.592385225,based learning,non-cs
0.488123078,0.678936807,based learning algorithms,non-cs
0.489725299,0.663994401,based machine learning systems inspired,non-cs
0.34973453,0.83709439,based sampling,non-cs
0.372568297,0.383100747,based sound recording,non-cs
0.613329874,0.619182883,basic building block,non-cs
0.617917187,0.621143374,basic form,non-cs
0.618061513,0.620697769,basic form uses,non-cs
0.554087247,0.696152643,basic numerical methods,non-cs
0.645135026,0.725571987,basic theory,non-cs
0.608281759,0.614416009,basic units,non-cs
0.36642575,0.180679348,basis set,non-cs
0.534120057,0.5986612,bayesian network could represent,non-cs
0.459881309,0.499194179,beam propagation method,non-cs
0.15198529,0.555657106,bearer-independent call control,non-cs
0.715645596,0.278863809,become common practice,non-cs
0.673328892,0.301532366,become useful,non-cs
0.674605728,0.292639603,becomes necessary,non-cs
0.675003808,0.299256052,becoming increasingly important,non-cs
0.412333218,0.102994558,bee colonies,non-cs
0.767779918,0.420118504,behaving unpredictably,non-cs
0.804485716,0.699153866,behavioral neuroscientists,non-cs
0.654311576,0.12351949,bellet et al,non-cs
0.567253429,0.861047739,benefit analysis,non-cs
0.49302667,0.24858365,best element,non-cs
0.533024385,0.330998005,best example,non-cs
0.25850902,0.642245863,best frameworks,non-cs
0.35506585,0.923468457,best possible solution,non-cs
0.63860722,0.122564706,betty holberton,non-cs
0.565007196,0.436852557,beyond compare,non-cs
0.565107111,0.441921675,beyond np,non-cs
0.558938283,0.564347095,biconjugate gradient stabilized method,non-cs
0.259367611,0.308479488,big number,non-cs
0.564618622,0.714821648,binary arithmetic terminate,non-cs
0.564710071,0.716509654,binary arithmetic using electronic relays,non-cs
0.528442564,0.505500583,binary space partitioning arose,non-cs
0.94948124,0.485970034,binary splitting lends well,non-cs
0.949570788,0.486519727,binary splitting may render,non-cs
0.818125501,0.681128419,biodiversity informatics contrasts,non-cs
0.816558776,0.678659641,biodiversity informatics may also,non-cs
0.337059793,0.851512103,biodiversity information,non-cs
0.406536979,0.102284022,bird flocking,non-cs
0.279987965,0.510765697,bit central processing unit,non-cs
0.281544186,0.606199033,bit instruction set architecture,non-cs
0.515170855,0.11845786,bit slicing made,non-cs
0.499842647,0.58833954,bitwise operation operates,non-cs
0.566034993,0.056903986,black box,non-cs
0.59205083,0.488523052,bloch representation,non-cs
0.401719963,0.63755981,block diagram,non-cs
0.401167254,0.638782545,block diagrams,non-cs
0.401303513,0.641354984,block diagrams rely,non-cs
0.238553261,0.29099564,block size,non-cs
0.305285417,0.375043685,blocks connected,non-cs
0.634678479,0.556194576,body systems,non-cs
0.786688247,0.649402728,book affective computing published,non-cs
0.768882983,0.183531682,book titled,non-cs
0.58774573,0.571975748,boolean function whose value,non-cs
0.73447664,0.580433062,border guard,non-cs
0.353529889,0.834124517,boson sampling task consists,non-cs
0.557123345,0.251962837,bounded treewidth may,non-cs
0.365822137,0.102010136,boundlessly increasing tree height,non-cs
0.462361469,0.236006556,bridge weather,non-cs
0.616772901,0.36142754,bring together,non-cs
0.232144888,0.368195939,broad applications,non-cs
0.213706827,0.400280904,broadband backbone network,non-cs
0.232167608,0.36557709,broadly applicable across application domains,non-cs
0.790929039,0.602075712,broadly applicable technique,non-cs
0.364657948,0.088001198,bruce irons,non-cs
0.745874529,0.262464548,bst  also called,non-cs
0.479431932,0.271801142,build three types,non-cs
0.330201603,0.603659708,built advanced,non-cs
0.320878564,0.646877869,built using,non-cs
0.265088931,0.420487086,business functions,non-cs
0.264039481,0.421454977,business processes within,non-cs
0.265042256,0.41442582,business stakeholders,non-cs
0.636120198,0.121180163,butler lampson,non-cs
0.493140473,0.331526248,byte addition,non-cs
0.134188368,0.506431551,c4 model relies,non-cs
0.408824421,0.639599981,c4 model uses 5 basic diagramming elements,non-cs
0.436218693,0.444980447,cache misses occur,non-cs
0.366016263,0.523635233,cache model used,non-cs
0.308475452,0.333306863,calculate solvent accessible surface area,non-cs
0.524323471,0.716614987,calculation twice,non-cs
0.196009861,0.403384108,call home  call routing,non-cs
0.651037009,0.228640156,call us,non-cs
0.733190678,0.581784257,called agents,non-cs
0.603927191,0.873451465,called compositeness tests instead,non-cs
0.601530483,0.778034034,called deep generative models,non-cs
0.534094024,0.596719829,called dynamic bayesian networks,non-cs
0.55844442,0.370699025,called maplite,non-cs
0.673413722,0.702293848,called multivalued logic,non-cs
0.448956224,0.573321455,called swarm robotics,non-cs
0.55299756,0.732206909,called symmetric binary b,non-cs
0.433931923,0.418116212,cannot compute,non-cs
0.435606851,0.412472552,cannot exhibit creativity,non-cs
0.431635278,0.415364332,cannot produce,non-cs
0.486676305,0.60901282,canonical tasks,non-cs
0.626086922,0.505173563,capture correlation,non-cs
0.496574863,0.32515936,carry adders,non-cs
0.551092522,0.563784513,case gradient descent,non-cs
0.480521222,0.408310393,case lower bound,non-cs
0.732592341,0.435500611,case performance,non-cs
0.573129662,0.263367465,category correspond,non-cs
0.358607171,0.640477867,centered design practices,non-cs
0.767188045,0.858598825,central embarrassment,non-cs
0.913257568,0.721080899,cerebral palsy,non-cs
0.375143714,0.444103931,certain amount,non-cs
0.682575408,0.77763161,certain assumptions,non-cs
0.351201833,0.553456014,certain computational resource,non-cs
0.547871922,0.842097988,certain measure,non-cs
0.702272779,0.767952243,certain point,non-cs
0.331963868,0.285296989,certain structure,non-cs
0.122698032,0.641431769,certificate authority uses id,non-cs
0.096728926,0.579789836,certificate-based encryption,non-cs
0.842332056,0.378098031,changing face,non-cs
0.640924,0.295580023,changing one term,non-cs
0.592168361,0.455554092,channel equalization,non-cs
0.731749292,0.575998361,checking authorized presence,non-cs
0.609019991,0.533078104,chemically connected,non-cs
0.31923213,0.243717244,choke openings,non-cs
0.068904182,0.570967742,choose short passwords,non-cs
0.395039228,0.732187129,chosen appropriately,non-cs
0.638556921,0.116693039,christoph mallon,non-cs
0.64390938,0.117639563,christopher terry,non-cs
0.505415095,0.93252776,cifs specification,non-cs
0.398543035,0.606020869,circuit design,non-cs
0.59161819,0.855699147,circuit evaluation,non-cs
0.564533376,0.860484773,circuit evaluation guarantees,non-cs
0.405038508,0.599729297,circuitry using,non-cs
0.506514647,0.923373564,circular review system,non-cs
0.688390255,0.721476308,clarify overall concepts without concern,non-cs
0.933211021,0.584847434,class fo,non-cs
0.92889853,0.586767292,class fpt,non-cs
0.926502897,0.587780268,class selected,non-cs
0.532243957,0.33194675,classical example,non-cs
0.727527489,0.880358508,classify boolean satisfiability problems,non-cs
0.84258663,0.7327898,classify patterns,non-cs
0.742858718,0.884734135,classify problems,non-cs
0.682408481,0.852626806,classifying computational problems according,non-cs
0.638934409,0.090524832,claude shannon produced,non-cs
0.647067367,0.474247069,clean separation,non-cs
0.332347642,0.282698263,clear structure,non-cs
0.682586494,0.716541222,clearly defined concepts produced,non-cs
0.345698655,0.392947723,client side object participating,non-cs
0.562698859,0.783876042,climate model run,non-cs
0.380121205,0.835762959,climate timescales,non-cs
0.528208887,0.503545403,closed control loop,non-cs
0.638071718,0.332933393,closely connected,non-cs
0.642233656,0.32906708,closely related,non-cs
0.554293325,0.302300851,closely related application,non-cs
0.724357061,0.720737212,closely related concepts,non-cs
0.835119253,0.349141767,closer look,non-cs
0.450693126,0.519006695,cmos transistors,non-cs
0.577179726,0.517552569,code modulation,non-cs
0.233155363,0.669093339,code reuse,non-cs
0.527333876,0.673672222,code stylometry attributes authorship,non-cs
0.356581289,0.204054746,coded character sets,non-cs
0.662442539,0.598818053,cognitive architecture refers,non-cs
0.686425225,0.549363409,cognitive dimensions of notations,non-cs
0.635603826,0.133232626,coined around 1992,non-cs
0.218841596,0.541806562,collect call  domotic appliance control,non-cs
0.206638468,0.763225395,collecting information,non-cs
0.719129084,0.504751341,collective behavior,non-cs
0.000325917,0.544105318,columns consisting,non-cs
0.760027216,0.666633278,combinatorial chemistry,non-cs
0.692498568,0.846221936,combinatorial optimization problem studied,non-cs
0.442748121,0.691029048,combine process,non-cs
0.437142057,0.541617856,combined using max pooling,non-cs
0.836300244,0.564930806,combines reinforcement learning,non-cs
0.286554663,0.428711353,commercial application,non-cs
0.223511017,0.485128737,commercial augmented reality experiences,non-cs
0.731261106,0.272395656,common among,non-cs
0.533422378,0.331624545,common example,non-cs
0.310927147,0.526450778,common industrial robots,non-cs
0.069285471,0.517292133,common lossless compression algorithms,non-cs
0.763874312,0.841943091,common objection,non-cs
0.731287509,0.272539636,common ones,non-cs
0.074393338,0.571752104,common passwords,non-cs
0.633328957,0.5332681,common subexpression elimination,non-cs
0.729092051,0.7880393,commonly accepted definition,non-cs
0.729175657,0.787644784,commonly considered,non-cs
0.737157171,0.269492492,commonly known,non-cs
0.305065731,0.787331151,commonly occurring data items,non-cs
0.747113198,0.254429352,commonly referred,non-cs
0.234634085,0.760632148,communicate data,non-cs
0.138428684,0.752407207,communicate information clearly,non-cs
0.205857352,0.428582816,communication protocol,non-cs
0.206241612,0.431387175,communication protocol developed,non-cs
0.129607472,0.585763053,communications security,non-cs
0.377006911,0.731741741,compact form,non-cs
0.377875388,0.733434583,compact representation,non-cs
0.266093132,0.218360028,comparatively small field,non-cs
0.747519466,0.876885445,compare new problem instances,non-cs
0.55391035,0.86286283,compare outcomes,non-cs
0.547601206,0.866480183,compare performance,non-cs
0.741072046,0.579201719,comparison operations,non-cs
0.710051825,0.358922576,comparison sort must,non-cs
0.504574689,0.698520415,competitive learning include vector quantization,non-cs
0.434458204,0.429528623,compiler fails,non-cs
0.293716751,0.715176812,complete overview,non-cs
0.496580058,0.492404719,completely random states,non-cs
0.488082219,0.545565986,complex extensions exist,non-cs
0.395236337,0.331888697,complex images,non-cs
0.172032212,0.303279566,complex plane,non-cs
0.490287626,0.548970227,complex schemes,non-cs
0.248567704,0.565916206,component parts,non-cs
0.23472166,0.405353482,compose network services,non-cs
0.540987266,0.516393627,composite pattern describes,non-cs
0.562045659,0.89542829,compositions uniformly,non-cs
0.581692665,0.869975268,compression rate,non-cs
0.652621855,0.745660664,computability theorists,non-cs
0.760066975,0.66950916,computational chemistry,non-cs
0.778562834,0.667318368,computational cognitive science,non-cs
0.647834367,0.73865744,computational complexity theory focuses,non-cs
0.643583238,0.741594934,computational complexity theory tries,non-cs
0.288666538,0.586916989,computational devices proposed,non-cs
0.568153657,0.687647298,computational electrodynamics modelling technique,non-cs
0.583293546,0.579853855,computational instantiation,non-cs
0.673776868,0.589066281,computational intelligence therefore provides solutions,non-cs
0.807832055,0.636366029,computational learning theory studies,non-cs
0.386635488,0.557068358,computational resources needed,non-cs
0.573726349,0.58346876,computational systems,non-cs
0.695928179,0.589678063,computationally intelligent,non-cs
0.542003112,0.90079137,computed independently,non-cs
0.289936934,0.537549578,computer graphics need,non-cs
0.30760493,0.565486645,computer intensive simulations,non-cs
0.296694823,0.533260225,computer monitor using,non-cs
0.49211363,0.654618237,computer program trained,non-cs
0.32192313,0.576921405,computer programming technique used,non-cs
0.78727822,0.669404377,computer science field focus,non-cs
0.337731803,0.581474936,computer science originated,non-cs
0.292807801,0.536337544,computer using,non-cs
0.311849429,0.555893781,computerized handling,non-cs
0.276954948,0.534575407,computers using,non-cs
0.461761498,0.603679934,computing examples,non-cs
0.726913585,0.720166359,concept extends,non-cs
0.724880253,0.719892597,concepts related,non-cs
0.803258146,0.707968464,concerned scientists states,non-cs
0.444855814,0.525207104,concurrency control,non-cs
0.500868121,0.439304367,conditional dependencies via,non-cs
0.224565529,0.565289877,configuring routers,non-cs
0.707533622,0.823591984,conflicting objectives,non-cs
0.296844592,0.456023176,connected components,non-cs
0.671356673,0.618959401,conquer recurrences provides,non-cs
0.507052649,0.412263951,considerable overlap,non-cs
0.360182926,0.927355463,considered feasible,non-cs
0.376493652,0.729705379,considered forms,non-cs
0.728830158,0.750418022,consistent idea,non-cs
0.517953764,0.945465726,consistent standards,non-cs
0.565305215,0.492933888,constant feedback loops,non-cs
0.456085724,0.611208484,constant initialization vector,non-cs
0.665821697,0.534636873,constitute animal brains,non-cs
0.582546848,0.64709554,constraint programming approach,non-cs
0.581407084,0.644285909,constraint programming takes,non-cs
0.59755831,0.534236227,construct subsets,non-cs
0.459913339,0.524514321,constructed using vacuum tubes,non-cs
0.471015716,0.703281052,constructing algorithms,non-cs
0.420232172,0.594187764,construction using mosfets,non-cs
0.217146467,0.505535948,consumer electronics,non-cs
0.759571802,0.572822083,contain precautionary measures,non-cs
0.506909297,0.412461634,containing significant overlap,non-cs
0,0.544080176,contains selected columns,non-cs
0.357854442,0.321337608,contiguously accessed array elements within,non-cs
0.739364203,0.395602395,continuous manner,non-cs
0.580799644,0.709338956,continuous mathematics,non-cs
0.808544466,0.415280346,control moving,non-cs
0.058297081,0.528176502,conveniently eliminates rounding errors,non-cs
0.212550362,0.492348779,conventional electronic adc,non-cs
0.396906488,0.621599067,conventionally drawing,non-cs
0.449524956,0.156430256,converts strings,non-cs
0.76615908,0.462495522,convincingly simulating emotions,non-cs
0.2912719,0.366850582,convolutional networks may include local,non-cs
0.329895055,0.23988665,conway berners,non-cs
0.494005006,0.687106042,core algorithm concepts,non-cs
0.840718205,0.549547328,core competency,non-cs
0.733726514,0.75069909,core ideas,non-cs
0.722854431,0.770935917,core principles,non-cs
0.272870104,0.506417038,core processor,non-cs
0.775945447,0.795822777,correct answer,non-cs
0.207145714,0.539448183,corresponding information systems,non-cs
0.428839206,0.81947146,coupled forecast system,non-cs
0.330916735,0.590288637,create computer algorithms,non-cs
0.396922399,0.334820691,create different visualizations,non-cs
0.459883941,0.406737257,create low,non-cs
0.601892837,0.334518888,created every year,non-cs
0.458326931,0.637209554,creating either static lookup tables,non-cs
0.397351469,0.601590392,creating object,non-cs
0.634925221,0.588617334,creative technologies defines cognitive architecture,non-cs
0.624562666,0.157196084,creators olle regardt,non-cs
0.128493499,0.648016099,credit card number  preparation,non-cs
0.712165863,0.581330873,crew greater situational awareness,non-cs
0.693798432,0.611143541,critical path,non-cs
0.293006051,0.281224161,cross section,non-cs
0.092328456,0.570384521,cryptographic hash function designed,non-cs
0.093445613,0.565040796,cryptographic mechanism often used,non-cs
0.100853624,0.585094422,cryptographically protected way,non-cs
0.619432139,0.169091471,current ceo,non-cs
0.200293168,0.317614258,current location estimates,non-cs
0.537837395,0.426112098,current value,non-cs
0.428295154,0.972206613,currently considered,non-cs
0.674273858,0.913826927,cut theorem,non-cs
0.674370999,0.913945232,cut theorem follows,non-cs
0.674431886,0.913958391,cut theorem refers,non-cs
0.308534984,0.787746776,data element representing,non-cs
0.297793681,0.795145408,data items,non-cs
0.431159503,0.796166152,data model explicitly determines,non-cs
0.428541445,0.795468194,data model may specify,non-cs
0.43181732,0.795274423,data modeling defines,non-cs
0.19041849,0.509520447,data processing industry,non-cs
0.304161796,0.783371854,data structure returns,non-cs
0.350688254,0.781540035,data visualization refers,non-cs
0.359772001,0.782105409,data visualization uses statistical graphics,non-cs
0.364147042,0.755449557,database schema design approach,non-cs
0.389784302,0.760814878,database tuning aims,non-cs
0.388716457,0.763368856,database tuning describes,non-cs
0.623603096,0.109607396,david bau,non-cs
0.628837501,0.103925142,david musser,non-cs
0.632110048,0.109852682,david rumelhart,non-cs
0.625112142,0.08406002,david wheeler,non-cs
0.523200353,0.387431802,dc magnetic,non-cs
0.599318151,0.114818381,de morgan,non-cs
0.915497325,0.724504481,deadlocks occur,non-cs
0.579105692,0.597332011,decentralized system composed,non-cs
0.463275297,0.313811933,deceptively simple singleton pattern,non-cs
0.482517522,0.800915291,decimal point,non-cs
0.591889387,0.626364405,declarative programming paradigm concerned,non-cs
0.45552935,0.6119068,defer initialization,non-cs
0.798706885,0.439486817,defined sixth normal form,non-cs
0.550559369,0.659012139,defined using,non-cs
0.484373977,0.54076353,defines extensions,non-cs
0.686008371,0.44761603,defining characteristic,non-cs
0.512989669,0.164342041,degree two,non-cs
0.575270829,0.292161443,delegated path discovery,non-cs
0.408354332,0.414874103,deliberately restricted,non-cs
0.329983711,0.806042176,denormal numbers,non-cs
0.680337992,0.680262457,denotational semantics,non-cs
0.259945083,0.254750208,density regions,non-cs
0.768571111,0.72102048,deontic possibility,non-cs
0.554255285,0.477493594,dependent choices,non-cs
0.575236042,0.114225569,dervi karaboa,non-cs
0.311029385,0.735599296,describe information systems rather,non-cs
0.629208037,0.688940974,describe material systems,non-cs
0.411437268,0.270403959,describe objects,non-cs
0.773236802,0.409182696,design higher flexibility,non-cs
0.312649011,0.887638877,design modifications must,non-cs
0.3834537,0.619989724,design pattern commonly used,non-cs
0.383806448,0.620023316,design pattern used,non-cs
0.364783417,0.643093145,design principle,non-cs
0.362353478,0.642379755,design principles,non-cs
0.264154029,0.642437922,designed frameworks,non-cs
0.384865594,0.692234016,designing many efficient parallel algorithms,non-cs
0.327802857,0.891943604,designs stakeholders,non-cs
0.328898661,0.636734414,designs tasks,non-cs
0.740957949,0.506495002,desired control task,non-cs
0.674283163,0.385907005,desired functionality,non-cs
0.676795055,0.382309919,desired input,non-cs
0.479359261,0.694031817,desired output algorithm,non-cs
0.62491438,0.43285176,desired positive impacts,non-cs
0.672676869,0.385796255,desired value,non-cs
0.690061975,0.641823763,determine macroscopic thermodynamic properties,non-cs
0.594681995,0.596124895,deterministic laws highly sensitive,non-cs
