tSNE Untuned 0,tSNE Untuned 1,tSNE Untuned 2,tSNE Untuned 3,phrase,label
0.903387824,0.478583029,0.37102192,0.528255611,real numbers,cs
0.472703334,0.446741558,0.632603873,0.48995059,recommendation systems,cs
0.571506795,0.974394893,0.606096813,0.515858786,recurrent neural network,cs
0.570078741,0.974260901,0.607308575,0.517651546,recurrent neural networks,cs
0.33835757,0.558167387,0.537424626,0.497240195,recursive relation,cs
0.737455792,0.197442824,0.292385834,0.397290248,reduction systems,cs
0.411796369,0.608777678,0.589505202,0.599202897,register allocation,cs
0.496458085,0.465702135,0.246328149,0.02799323,regression analysis,cs
0.496492025,0.465668053,0.246349211,0.028078388,regression tasks,cs
0.617765419,0.558370771,0.62160677,0.385682286,regularization methods,cs
0.179001291,0.325314665,0.727889343,0.513161218,regularized logistic regression,cs
0.236858764,0.867798154,0.630511664,0.479188331,reinforcement learning,cs
0.27206864,0.761816084,0.747402751,0.712779805,relational algebra,cs
0.305741171,0.791814891,0.72604612,0.690189527,relational database,cs
0.304064432,0.79167451,0.724554277,0.689462056,relational database domain,cs
0.297132289,0.792638301,0.724758357,0.690899121,relational database theory,cs
0.311402253,0.790881346,0.725604038,0.688944193,relational databases,cs
0.248616711,0.8212305,0.73201718,0.70023024,relational semantics,cs
0.284971906,0.811576123,0.622896192,0.479562846,representation learning,cs
0.382350135,0.588831681,0.552117297,0.688571095,resizable array,cs
0.752326662,0.494500896,0.628815156,0.470041815,resource allocation,cs
0.298132669,0.397837674,0.744074184,0.667713534,robbinsmonro optimization algorithm,cs
0.738141315,0.342370392,0.669229026,0.260234196,root node,cs
0.321798905,0.098921397,0.537850393,0.505488287,rooted tree,cs
0.492854086,0.448620059,0.766365247,0.562093311,router networks,cs
0.364779811,0.404708245,0.632578325,0.260856719,run time,cs
0.605510384,0.267230443,0.293832095,0.132033763,runtime error detection,cs
0.556875974,0.68792721,0.608657582,0.526640231,runtime framework,cs
0.433424488,0.276467107,0.726036994,0.523283548,sample space,cs
0.59071152,0.578326015,0.890988227,0.486834008,scalar processor,cs
0.592810422,0.579741863,0.891278493,0.486457334,scalar processors,cs
0.593631456,0.591861397,0.800821668,0.648291123,scientific computing,cs
0.471675473,0.489848129,0.765115784,0.89558608,scientific language,cs
0.470665449,0.489253174,0.764766217,0.896721337,scientific method,cs
0.502988895,0.509832699,0.7747661,0.857109229,scientific programming language,cs
0.504588901,0.510895919,0.775269112,0.855114774,scientific programming languages,cs
0.473182414,0.490945338,0.76567361,0.893377142,scientific study,cs
0.479890384,0.495119329,0.767730669,0.8851783,scientific visualization,cs
0.39014451,0.612251925,0.197555581,0.415460255,self-balancing binary search tree,cs
0.25066938,0.42889409,0.597825622,0.597065501,semantic analysis,cs
0.258218195,0.428609449,0.5970588,0.592866756,semantic predicate,cs
0.255520609,0.428839349,0.597685067,0.594447069,semantic predicates,cs
0.245743825,0.417183399,0.595106523,0.615231869,semantic resolution tree,cs
0.610574075,0.353313832,0.224101533,0.34767365,semi-structured model,cs
0.232114266,0.671858361,0.566810993,0.50150521,semiautomatic data processing systems,cs
0.667746014,0.80273606,0.52924592,0.525609315,sequence data,cs
0.632322007,0.806371341,0.537485678,0.519001831,sequence labeling,cs
0.623196909,0.808252335,0.539543494,0.517503298,sequence labeling algorithms,cs
0.62988133,0.806817605,0.538038323,0.518566649,sequence labeling task,cs
0.45721539,0.680573351,0.469620901,0.054410247,serial manipulator,cs
0.457215346,0.680572553,0.469620042,0.05441133,serial manipulators,cs
0.067818885,0.563836872,0.673835801,0.547210746,server message block,cs
0.43407689,0.67998994,0.558477168,0.289703315,shannon sampling theorem,cs
0.449819638,0.783518763,0.452305895,0.46469479,shift cipher,cs
0.976277367,0.549094713,0.480018578,0.596541146,sibling calls,cs
0.444819481,0.727681317,0.367005142,0.517973056,sigmoid curve,cs
0.448998981,0.738928937,0.361532991,0.517190668,sigmoid function,cs
0.448726491,0.738186312,0.361888665,0.517251304,sigmoid functions,cs
0.450635003,0.476162039,0.56900204,0.629584112,signal generation,cs
0.448487211,0.475723941,0.571483421,0.633208204,signal processing,cs
0.573106647,0.180493151,0.467931971,0.423410476,significant digits,cs
0.304793051,0.859118492,0.660595502,0.436808418,similarity learning,cs
0.553881043,0.995890994,0.658762526,0.557770839,simulated neurons,cs
0.435119285,0.514220505,0.061787631,0.486682842,single core cpu,cs
0.434313914,0.516048755,0.061831477,0.486416945,single core processors,cs
0.354499911,0.349654878,0.125210671,0.435963859,single nearest neighbor,cs
0.621550941,0.533987672,0.282354472,0.31117567,singleton pattern,cs
0.261356004,0.51288929,0.657676478,0.454488497,situ matrix transposition,cs
0.672075058,0.475609657,0.207800072,0.616902604,smoothness assumption,cs
0.654506272,0.407378718,0.145733605,0.422964833,soft computing,cs
0.591730517,0.744814898,0.723444508,0.449443673,software application,cs
0.613162875,0.790619497,0.719700943,0.475210349,software construction,cs
0.591948648,0.781858115,0.708200352,0.478280263,software design,cs
0.59771034,0.800363462,0.716649936,0.492395424,software engineering,cs
0.585589723,0.731895433,0.70148112,0.480144099,software frameworks,cs
0.563151738,0.789366591,0.703916874,0.459951264,software performance analysis,cs
0.603124952,0.77223856,0.718484464,0.460279454,software project,cs
0.588391502,0.748121119,0.725598814,0.448158654,software system,cs
0.588152111,0.748278053,0.725890786,0.450725473,software systems,cs
0.576268206,0.804682415,0.695787129,0.439612572,software verification method,cs
0.374686882,0.580729647,0.19331939,0.38265029,sorted binary tree,cs
0.128206659,0.656274592,0.628510956,0.423383372,sorting algorithm,cs
0.127688234,0.656663695,0.628415353,0.423312579,sorting algorithms,cs
0.561250676,0.674973526,0.589218108,0.530690093,source code,cs
0.564390218,0.66813692,0.57426196,0.532353307,source programs,cs
0.393820894,0.096949802,0.542137186,0.526959778,spanning tree generation,cs
0.519556384,0.356978073,0.100831685,0.289697139,sparse distributed memory,cs
0.465029986,0.376282455,0.100606926,0.286546517,sparse graph,cs
0.381086371,0.504836457,0.663467685,0.474612617,spatial relations,cs
0.433464194,0.780556852,0.670287221,0.824859517,special memory allocation libraries,cs
0.115562771,0.366594765,0.557454024,0.348533408,spectral method,cs
0.115559058,0.366818471,0.557631227,0.349049645,spectral methods,cs
0.555161502,0.264930762,0.723607846,0.386040713,speech recognition,cs
0.555302464,0.267925645,0.720863037,0.380746175,speech signals,cs
0.555626392,0.270921852,0.718390889,0.376398414,speech tagging,cs
0.757629321,0.305148875,0.297422278,0.205764957,sql dump,cs
0.389282325,0.80423689,0.76155642,0.702393476,sql statements,cs
0.389449811,0.804155249,0.761658829,0.702464134,sql systems,cs
0.546211551,0.540926729,0.220308898,0.473746155,standard sigmoid functions,cs
0.47395885,0.428376715,0.423665841,0.725641524,star network,cs
0.325741739,0.880576148,0.438669315,0.540152339,state machine,cs
0.324523456,0.881546696,0.438870135,0.539302463,state machines,cs
0.585993128,0.470709293,0.174878956,0.315976722,static arrays,cs
0.585942054,0.469976027,0.175077352,0.315660811,static compilation,cs
0.597613244,0.473955617,0.180775229,0.296307397,static hashing,cs
0.495848239,0.223677986,0.839648491,0.487042346,statistical computing,cs
0.49727518,0.240479761,0.864242251,0.476264699,statistical density functions,cs
0.494032497,0.250365333,0.847667423,0.490028951,statistical inference,cs
0.501492576,0.261583993,0.834090447,0.471750454,statistical language model,cs
0.4951747,0.208806557,0.848418514,0.487669904,statistical mechanics,cs
0.498293832,0.244494407,0.846371226,0.47880087,statistical model,cs
0.49824814,0.242597365,0.842429357,0.479773208,statistical modeling,cs
0.501860808,0.262438174,0.823210731,0.475726129,statistical pattern recognition,cs
0.497495604,0.245744236,0.852272938,0.479707318,statistical properties,cs
0.274974119,0.575932354,0.611173338,0.367377193,stochastic control,cs
0.306369122,0.729048116,0.501945552,0.341258554,stochastic gradient descent,cs
0.336976819,0.707131556,0.51412343,0.357196915,stochastic gradient langevin dynamics,cs
0.277773407,0.584551904,0.599988585,0.361279146,stochastic optimal control,cs
0.314301669,0.69302883,0.522767009,0.363525689,stochastic weights,cs
0.581076685,0.380993598,0.583102975,0.347354597,strategy pattern,cs
0.433816596,0.326104012,0.75212355,0.762948647,streaming algorithm,cs
0.455152699,0.313479086,0.758312885,0.754916618,streaming data,cs
0.482560474,0.297850717,0.76577227,0.745912948,streaming media,cs
0.467185446,0.304923348,0.761657108,0.749014672,streaming text,cs
0.25539327,0.556023628,0.521275738,0.808664833,string kernel,cs
0.255493515,0.555804741,0.521230199,0.808579152,string kernels,cs
0.611171596,0.60143644,0.550663477,0.769459825,structural analysis,cs
0.618142253,0.603499191,0.552529233,0.765803763,structural induction,cs
0.592587486,0.601165485,0.547841227,0.77409076,structural pattern recognition,cs
0.620224307,0.602060877,0.551014353,0.767580268,structural recursion,cs
0.482564193,0.414279223,0.650528468,0.587929824,subject-oriented programming,cs
0.291018929,0.576893329,0.512909261,0.502219374,subrecursive hierarchies,cs
0.259091307,0.572022184,0.488217683,0.464444454,successive parabolic interpolation,cs
0.616459769,0.583633336,0.895744882,0.475911759,superscalar processor,cs
0.258006591,0.808340871,0.612610467,0.412111175,supervised feature learning,cs
0.244375293,0.79952564,0.606810941,0.400602979,supervised learning,cs
0.258754855,0.772566062,0.615945556,0.399119985,supervised learning algorithm,cs
0.251223311,0.7916504,0.61203982,0.403088229,supervised learning model,cs
0.253012914,0.791635423,0.61310181,0.403147583,supervised learning models,cs
0.424919693,0.735542399,0.82549894,0.457066015,supervised machine learning,cs
0.222783673,0.8048256,0.593531413,0.383973893,supervised method,cs
0.389306164,0.273430761,0.746033396,0.61328904,support-vector machine,cs
0.503858003,0.951308764,0.635355472,0.711193262,swarm intelligence algorithms,cs
0.490115834,0.440313297,0.75591136,0.586388695,synchronous optical networking,cs
0.553502314,0.451240088,0.291705781,0.13227396,synthetic consciousness,cs
0.440927117,0.54556779,0.629963286,0.524535572,system matrix,cs
0.7057965,0.515342829,0.624569501,0.577507788,system performance,cs
0.731135645,0.518557887,0.623623455,0.566506846,system usability scale,cs
0.592806721,0.5339753,0.673161109,0.694988701,systems architecture,cs
0.601721748,0.541059344,0.669530615,0.701642838,systems engineering,cs
0.584919016,0.537806097,0.671874806,0.694192251,systems theory,cs
0.281945927,0.438860224,0.590843977,0.881986218,table structure,cs
0.27012625,0.712672098,0.654763999,0.654461508,taxonomic databases,cs
0.439609377,0.397380781,0.760849051,0.452483302,telecommunications network,cs
0.433110823,0.159140722,0.749118478,0.406398189,temporal database,cs
0.433088171,0.15912703,0.749138204,0.406398703,temporal databases,cs
0.382258585,0.224780715,0.724978722,0.544811768,tensor product,cs
0.590871657,0.39860589,0.751832116,0.479267864,terminal node,cs
0.436881894,0.360248906,0.741112958,0.478912277,terrestrial networks,cs
0.313897071,0.309450066,0.620157574,0.658620788,text mining,cs
0.319993641,0.312467191,0.618920524,0.660902172,text processing,cs
0.48543394,0.700209472,0.82393377,0.647907462,theoretical computer science,cs
0.365892584,0.115760059,0.543776547,0.510643083,thus trees,cs
0.6291075,0.229889736,0.37792129,0.317418356,time complexity,cs
0.596614256,0.941837107,0.59310835,0.444250513,time delay neural network,cs
0.628207529,0.233172176,0.374359145,0.316137955,time delays,cs
0.629538498,0.63511724,0.60507969,0.243653413,timespace tradeoffs,cs
0.566099003,0.923307026,0.782021712,0.485496025,traditional artificial intelligence,cs
0.500773345,0.600776363,0.940896387,0.570844085,traditional computer networking,cs
0.614254183,0.638875889,0.415966043,0.127183307,traditional convolutional layers,cs
0.24812639,0.930748622,0.456347308,0.656664108,training set,cs
0.248131466,0.930744026,0.456318323,0.656690427,training time,cs
0.387122421,0.608204657,0.521429098,0.445117553,transformation rules,cs
0.397847241,0.069576854,0.574972785,0.530639409,tree contraction,cs
0.498122364,0.31431086,0.483138214,0.027636709,tree decomposition,cs
0.498118508,0.314306907,0.483142504,0.027644004,tree decompositions,cs
0.395843919,0.149173955,0.556195251,0.577676523,tree isomorphism,cs
0.370386036,0.971884914,0.511532818,0.482847043,tridiagonal matrix algorithm,cs
0.870533607,0.347483814,0.319086643,0.559545533,truth value,cs
0.876678196,0.348522926,0.31997895,0.558710545,truth value object,cs
0.546327751,0.39123353,0.213333321,0.215649601,undirected graph,cs
0.545933219,0.385526676,0.216987106,0.218332993,undirected graphical model,cs
0.825808275,0.424521609,0.434282759,0.657628905,unified modelling language,cs
0.457269624,0.60694287,0.191214522,0.456781429,uniform binary search,cs
0.936535678,0.456390173,0.488815458,0.47754751,universal approximation theorem,cs
0.543529056,0.344934192,0.237529489,0.233339386,unlabeled input data,cs
0.439188071,0.175754167,0.162556943,0.277798483,unsupervised feature learning,cs
0.439202676,0.175848877,0.162497335,0.278166255,unsupervised learning,cs
0.439093766,0.175762016,0.162563641,0.277308736,unsupervised learning algorithm,cs
0.568782561,0.610046301,0.706647088,0.45209532,user interface,cs
0.568559953,0.611335061,0.705846851,0.453274858,user interface structure,cs
0.609947486,0.601273809,0.692178066,0.471553157,user queries,cs
0.436621436,0.303400373,0.244794457,0.31838178,vague set,cs
0.401017619,0.233627478,0.727743534,0.565012056,vector field,cs
0.376476567,0.278230722,0.740857028,0.595684088,vector machine models,cs
0.354825695,0.294009112,0.737574379,0.584953742,vector optimization,cs
0.386967542,0.236455864,0.725222624,0.550662048,vector spaces,cs
0.446552165,0.789847872,0.451823608,0.464145752,vigenre cipher,cs
0.396023707,0.840005857,0.629967756,0.762902149,virtual address space,cs
0.725452497,0.517201432,0.834642036,0.457504819,virtual machine,cs
0.394745151,0.832936907,0.629349278,0.766680332,virtual memory addresses,cs
0.724705667,0.516269056,0.83356436,0.45726259,virtual reality,cs
0.663400815,0.324199627,0.583449361,0.678024347,visual objects,cs
0.477817635,0.62477994,0.71298294,0.479553563,visual programming languages,cs
0.565513595,0.445239374,0.963146447,0.529588454,web caching,cs
0.56566153,0.44291061,0.961887182,0.529741342,web design,cs
0.562588349,0.441656935,0.961602324,0.531572023,web servers,cs
0.339903281,0.193486702,0.516782885,0.521940596,weight-balanced tree,cs
0.561938132,0.350648388,0.91481928,0.669690275,wireless routing protocol,cs
0.554178881,0.489500449,0.988091617,0.533642186,world wide web,cs
0.316800423,0.682816885,0.582966667,0.679163233,zip files,cs
0.131843812,0.639342905,0.476405876,0.35865527,#NAME?,non-cs
0.445292584,0.382806224,0.103591473,0.281669697,0 - sparse graphs,non-cs
0.603414654,0.210445956,0.509948819,0.404113346,1  became important,non-cs
0.4373793,0.385902731,0.104298472,0.27947385,1 - sparse graphs,non-cs
0.49707087,0.414229307,0.111833382,0.183355865,1 - tight graphs,non-cs
0.4240852,0.482392576,0.022545764,0.537899422,1 architectural view model,non-cs
0.42468167,0.484647911,0.024400924,0.535035972,1 computer graphics system,non-cs
0.593051388,0.586774627,0.805825358,0.316658888,1973 nbs solicited private industry,non-cs
0.521565182,0.850718656,0.80850741,0.558274007,1975 distributed artificial intelligence emerged,non-cs
0.76741682,0.710077458,0.680412589,0.687168718,1987 ai magazine article,non-cs
0.767950684,0.71382188,0.678774491,0.692537687,1989 stochastic diffusion search,non-cs
0.144593186,0.544689926,0.472590017,0.522035945,1996 maiden flight,non-cs
0.343822346,0.671955544,0.509849244,0.480451176,1997 raised questions,non-cs
0.226661474,0.322562574,0.265247014,0.449050111,2 fuzzy ontology,non-cs
0.829671601,0.753030494,0.660852385,0.44312033,2000s era music reproduction technology,non-cs
0.732113044,0.841253192,0.605622092,0.618969071,2016  digital empathy,non-cs
0.471533941,0.843454327,0.597328664,0.851525253,250 million images,non-cs
0.53523966,0.644782845,0.874857571,0.676773036,257 zilog z8001 microprocessors,non-cs
0.643006646,0.587740813,0.254716773,0.429034873,264 decoders always support quarter,non-cs
0.497244623,0.414396471,0.111833597,0.182860484,3 - tight graphs,non-cs
0.629891576,0.587079518,0.83495805,0.759397335,3d coordinate system,non-cs
0.444126362,0.383404836,0.10438558,0.277000228,6 - sparse graph,non-cs
0.527588613,0.810447394,0.290289062,0.544018831,6th dimensions,non-cs
0.525202337,0.811311761,0.290522255,0.543560313,abbreviated 6nf,non-cs
0.596635769,0.397799327,0.223448457,0.631653126,absolute stability,non-cs
0.638663655,0.452887385,0.319748399,0.563913957,absolute value,non-cs
0.478899009,0.384620612,0.244567209,0.27292067,abstract data structures receive,non-cs
0.43467548,0.36514831,0.239604922,0.357200111,abstract family,non-cs
0.448210728,0.439287529,0.240264374,0.30674992,abstract family of languages,non-cs
0.447876678,0.352587294,0.244374436,0.314033856,abstract framework,non-cs
0.432466105,0.350434789,0.25913165,0.310687403,abstract interpretation consists,non-cs
0.436127972,0.324216113,0.251283799,0.31269226,abstract question,non-cs
0.486817129,0.460655055,0.418961635,0.57991299,ac  also known,non-cs
0.145692048,0.667523614,0.638990192,0.59992849,academic conference,non-cs
0.701871443,0.618850081,0.628894183,0.446334017,access control,non-cs
0.703319636,0.618016728,0.626990876,0.446486366,access control system,non-cs
0.693695393,0.621528602,0.634704685,0.451288397,access management describes,non-cs
0.372486771,0.589650086,0.555062668,0.688423965,accessing array elements,non-cs
0.734994718,0.500959023,0.333648196,0.586057002,accomplished today,non-cs
0.49977611,0.363730076,0.534528669,0.848182285,account dynamic behaviour,non-cs
0.68657149,0.263698013,0.271247094,0.64081095,accurate identification method,non-cs
0.736047971,0.26532339,0.282200244,0.631879401,accurately provide approximate answers,non-cs
0.688437604,0.27810232,0.400922556,0.729758189,achieve goals,non-cs
0.491177537,0.544888587,0.363451853,0.129169889,achieve polymorphic behavior,non-cs
0.565046979,0.143690321,0.391873105,0.459206178,achieve significant compression,non-cs
0.629176256,0.890645045,0.458700088,0.403339207,acm sigmetrics 2006,non-cs
0.679198009,0.581605924,0.545516551,0.783525635,across concrete examples,non-cs
0.45656475,0.471901412,0.40705929,0.602560031,acs comb,non-cs
0.335492838,0.619873768,0.728647348,0.637471846,acs combinatorial science,non-cs
0.327274549,0.626693196,0.722530279,0.636617469,acs combinatorial science publishes articles,non-cs
0.60954357,0.400713635,0.84467839,0.401050374,active networking allows,non-cs
0.606930249,0.400312456,0.844137986,0.401686845,active networking relates,non-cs
0.679866508,0.433314618,0.583765537,0.611058188,activities used,non-cs
0.622246405,0.557124492,0.351024197,0.55304388,actual word classification,non-cs
0.61170432,0.432063295,0.449077616,0.539381382,actually define,non-cs
0.686736567,0.529277673,0.577803887,0.659701765,actuated joints,non-cs
0.466725529,0.232635798,0.567402771,0.61901704,adaptive control,non-cs
0.466571112,0.231111636,0.567399015,0.618873756,adaptive methods,non-cs
0.466728381,0.231296771,0.567397149,0.618901411,adaptive systems,non-cs
0.160585101,0.684369598,0.435723874,0.533060874,add two numbers,non-cs
0.573638619,0.418596954,0.521711671,0.678946637,added together,non-cs
0.557458797,0.418851992,0.531815949,0.679638048,adding edges,non-cs
0.160895799,0.683313552,0.435276615,0.533302218,adding two n,non-cs
0.600749895,0.226086965,0.145772135,0.443593298,additional storage much less,non-cs
0.493874468,0.279077542,0.529786981,0.289375595,additionally requires,non-cs
0.168255098,0.393623189,0.523493147,0.495495063,additive guarantee,non-cs
0.459215457,0.140163481,0.494320554,0.205966006,address complex real,non-cs
0.438843682,0.798326214,0.58264503,0.515800152,address windowing extensions coding example,non-cs
0.496934539,0.373323514,0.686039197,0.668912569,addressing various design concerns,non-cs
0.383519024,0.515341154,0.374201944,0.703930181,adele cutler,non-cs
0.389562581,0.67629927,0.541372137,0.550402909,adjacency list describes,non-cs
0.390373128,0.676791283,0.545232898,0.553307953,adjacency list representation,non-cs
0.389186005,0.677628852,0.540791547,0.547621777,adjacency list uses,non-cs
0.182644929,0.418559415,0.458038345,0.333231617,adjacent layers,non-cs
0.659128508,0.497904143,0.604694758,0.401130358,adjusted significance testing,non-cs
0.773170605,0.320384343,0.529651696,0.621120688,admit functional extension,non-cs
0.554727725,0.187611121,0.364431936,0.662108358,advantage made possible,non-cs
0.476241018,0.147157995,0.357048612,0.236843876,adversely affect,non-cs
0.363623846,0.705246179,0.555442815,0.554686919,advertising  proceedings,non-cs
0.777149779,0.78393075,0.622509892,0.483752312,affect digital circuits,non-cs
0.389254115,0.326851788,0.365229262,0.240799525,affected differently,non-cs
0.618754003,0.135626985,0.23780917,0.608477596,agile database modeling technique suited,non-cs
0.63758486,0.427802555,0.735384094,0.361937773,alarm signal used,non-cs
0.224446266,0.684378031,0.48207065,0.719817387,alexander stepanov,non-cs
0.331259163,0.633606282,0.764750577,0.515964305,algorithm design technique,non-cs
0.462548483,0.572626912,0.327392246,0.3224392,algorithm repeatedly,non-cs
0.527426029,0.281366375,0.247313232,0.594580115,algorithm still performs well,non-cs
0.316494272,0.632888674,0.760598882,0.489028038,algorithms based,non-cs
0.600079388,0.406360669,0.484047795,0.097394034,algorithms for recovery and isolation exploiting semantics,non-cs
0.506094302,0.3910196,0.960575961,0.54500001,algorithms run online,non-cs
0.555791264,0.639210889,0.420971891,0.749719517,allen newell,non-cs
0.768253016,0.510311974,0.543983992,0.215656391,allow reuse,non-cs
0.580467033,0.386457465,0.700413646,0.730952114,allowing designers,non-cs
0.635222633,0.360868182,0.467086713,0.677163072,allows elements,non-cs
0.649095625,0.379418517,0.455248175,0.700165036,allows self,non-cs
0.665799276,0.483143129,0.145086705,0.548289538,allows simple statistical association,non-cs
0.614203932,0.353564941,0.46622965,0.686848094,allows users,non-cs
0.596586011,0.426964353,0.038819234,0.385045679,almost lossless data compression,non-cs
0.471626123,0.797999608,0.452540567,0.46360608,alphabet substitution ciphers,non-cs
0.538224467,0.450989157,0.440468274,0.559619085,also called,non-cs
0.317386441,0.49805506,0.467286206,0.553290176,also called alethic possibility,non-cs
0.633495337,0.250601047,0.646124529,0.447763557,also called crossing dependencies,non-cs
0.517829699,0.896873465,0.794169541,0.53093234,also called decentralized artificial intelligence,non-cs
0.214900591,0.456919839,0.572935068,0.559418297,also called latent semantic analysis,non-cs
0.387948536,0.612673202,0.477127868,0.491945916,also called mutual recursion,non-cs
0.567371831,0.700775141,0.551630317,0.699272395,also cluster objects,non-cs
0.395899717,0.230244328,0.461065009,0.274036335,also concerned,non-cs
0.550599538,0.451577148,0.462233811,0.477643936,also discussed,non-cs
0.489166763,0.663285952,0.432169611,0.322419175,also early work,non-cs
0.627781817,0.329248438,0.445659537,0.63136375,also enabled,non-cs
0.614647807,0.245158409,0.525412601,0.54653072,also extended,non-cs
0.234819184,0.663498645,0.602761624,0.232993952,also implement boolean logic,non-cs
0.537384432,0.44144959,0.432339662,0.555064906,also known,non-cs
0.709422867,0.388923546,0.345242899,0.378079721,also many approximation algorithms,non-cs
0.54636143,0.450267487,0.462795426,0.46820676,also pondered,non-cs
0.581963944,0.430097002,0.455775437,0.494720774,also reveal,non-cs
0.590211723,0.778857331,0.683175802,0.483988929,also software design specification,non-cs
0.632914429,0.314759832,0.433418951,0.646984259,also support,non-cs
0.398941592,0.756368188,0.271509799,0.3760763,also symmetric boolean functions,non-cs
0.522599246,0.465401806,0.434832005,0.524751595,also use,non-cs
0.519519419,0.464863664,0.429802882,0.525840077,also used,non-cs
0.480901159,0.195512322,0.408298682,0.449552508,also used extensively,non-cs
0.682499156,0.404924571,0.344731531,0.623693109,also verified,non-cs
0.560105075,0.302497698,0.490165762,0.611437607,also visually,non-cs
0.576282705,0.342686549,0.319874083,0.188333264,altered product,non-cs
0.245220207,0.322391033,0.419006856,0.566415666,alternative leisure actives,non-cs
0.226000601,0.518725966,0.395952296,0.48254407,alternative scenarios,non-cs
0.224987273,0.528922399,0.38965499,0.47752137,alternative terms,non-cs
0.229686772,0.547717168,0.380519484,0.47756538,alternatively spelled optimisation,non-cs
0.58232084,0.271203509,0.274947152,0.592900216,although efficient,non-cs
0.429967628,0.532796947,0.376990745,0.447751617,although imaging,non-cs
0.476459889,0.321018245,0.398359529,0.391686625,although many,non-cs
0.455281635,0.541136423,0.377928449,0.418038013,although objects,non-cs
0.429075241,0.532527819,0.375963821,0.446479978,although sequences,non-cs
0.427806254,0.527972067,0.380287043,0.469949225,although using,non-cs
0.638427119,0.545023631,0.289755739,0.440133139,always produces,non-cs
0.636235409,0.543787245,0.289903008,0.440355166,always show,non-cs
0.591999593,0.406965178,0.168731131,0.535174952,always simplified,non-cs
0.622695262,0.539781207,0.738263451,0.526596033,ambient intelligence environment,non-cs
0.659279968,0.530221788,0.739455871,0.529152549,ambient intelligence would allow devices,non-cs
0.572117916,0.540727124,0.682703087,0.221654401,american statistician,non-cs
0.487333265,0.36266884,0.955436708,0.448773583,amino acids occupying,non-cs
0.244088094,0.475654001,0.390959997,0.383087365,among others,non-cs
0.613353519,0.52996117,0.629076264,0.887263078,amplitude integrated electroencephalography,non-cs
0.531284945,0.584235697,0.086783375,0.367925897,analog sources,non-cs
0.624110357,0.368635079,0.437871474,0.585130243,analogous example,non-cs
0.900528332,0.514185432,0.626877559,0.539830422,analyze data requirements needed,non-cs
0.484446735,0.630521685,0.513531233,0.969627226,analyzing primary biodiversity data,non-cs
0.711365962,0.402246838,0.65366927,0.388331893,analyzing relationships,non-cs
0.097434297,0.569039697,0.565862143,0.58556209,anchor modeling,non-cs
0.352747425,0.523276616,0.352054847,0.593668867,ancient chinese figures,non-cs
0.4135549,0.547591721,0.36976042,0.686211054,andrea walker,non-cs
0.366482751,0.669460464,0.421351731,0.748790113,andreas zwinkau,non-cs
0.513901878,0.686619909,0.398559208,0.802206779,andrew colin,non-cs
0.506252415,0.679692294,0.396534672,0.794590933,andrew donald booth,non-cs
0.621182884,0.897889275,0.496407605,0.3501009,annual acm symposium,non-cs
0.649275025,0.551508551,0.821606539,0.547147157,another area within affective computing,non-cs
0.153000215,0.53379648,0.398048392,0.403566168,another challenge,non-cs
0.167105549,0.530986606,0.352692944,0.378393564,another direction,non-cs
0.174338967,0.534057707,0.37188039,0.389500222,another discipline,non-cs
0.208172791,0.502235689,0.385238246,0.397720181,another example,non-cs
0.177677312,0.506119535,0.382520714,0.411560818,another feature,non-cs
0.176416732,0.525096364,0.367626762,0.391599806,another form,non-cs
0.175556145,0.52092007,0.376028821,0.401880581,another function,non-cs
0.19071076,0.479822278,0.38976899,0.466407684,another possible distinction,non-cs
0.165685132,0.508936228,0.385422086,0.421632346,another reason,non-cs
0.191752615,0.526637689,0.380237367,0.398451688,another use case,non-cs
0.166925809,0.520214551,0.37822748,0.409737103,another value,non-cs
0.772338944,0.471314381,0.44561788,0.432472931,answer given,non-cs
0.774894999,0.471052092,0.445444829,0.431440338,answer returned,non-cs
0.38459709,0.287691902,0.204979509,0.27693654,apparent randomness,non-cs
0.5730617,0.429529969,0.495943399,0.573625992,applicable jurisdiction,non-cs
0.281472596,0.82787605,0.457099154,0.698616431,applications  school,non-cs
0.481609417,0.256511139,0.575823581,0.284328495,applications demanded,non-cs
0.356544485,0.329228564,0.536112759,0.535311943,applications including,non-cs
0.837295753,0.632667489,0.60934832,0.578398812,applications including industrial production lines,non-cs
0.49310727,0.25483495,0.568932638,0.285816915,applications requiring,non-cs
0.744965764,0.588928144,0.329594392,0.745009979,applying certain formal techniques,non-cs
0.78548824,0.393518692,0.52150468,0.527677584,appropriate convergence check,non-cs
0.650630527,0.328682584,0.381540055,0.593265044,appropriate format,non-cs
0.564839398,0.33859068,0.16682936,0.339473075,appropriately restricted resources,non-cs
0.517837005,0.877983125,0.522194481,0.438003891,approximate inference methods make,non-cs
0.764738197,0.24823622,0.331222289,0.602453863,approximate optimal solutions,non-cs
0.616187057,0.231761655,0.562465772,0.282016955,approximation algorithms crucially involves,non-cs
0.721129305,0.395500434,0.329004765,0.405973239,approximation algorithms naturally arise,non-cs
0.5216078,0.304232625,0.251495454,0.193511386,arbitrary item insertions,non-cs
0.509094468,0.352860624,0.493576259,0.47578021,area distinct,non-cs
0.547983562,0.434963746,0.597455446,0.672511606,areas draws ideas,non-cs
0.643036642,0.715243776,0.295294058,0.601243669,ariane 5 rocket,non-cs
