PCA Untuned 0,PCA Untuned 1,phrase,label
0.150164057,0.188987573,accomplished today,non-cs
0.456612766,0.223294961,account dynamic behaviour,non-cs
0.154609441,0.145481463,accurate identification method,non-cs
0.202831902,0.268126683,accurately provide approximate answers,non-cs
0.24130659,0.018291674,achieve goals,non-cs
0.427129015,0.456431455,achieve polymorphic behavior,non-cs
0.242507567,0.164925242,achieve significant compression,non-cs
0.522749785,0.481408472,acm sigmetrics 2006,non-cs
0.473043975,0.366185621,across concrete examples,non-cs
0.454476497,0.364276505,acs comb,non-cs
0.729701019,0.326157066,acs combinatorial science,non-cs
0.789681889,0.298900659,acs combinatorial science publishes articles,non-cs
0.377146416,0.029185326,active networking allows,non-cs
0.44378174,0.047459495,active networking relates,non-cs
0.354083834,0.1924858,activities used,non-cs
0.293811716,0.34181933,actual word classification,non-cs
0.191344803,0.189154918,actually define,non-cs
0.386724258,0.335844668,actuated joints,non-cs
0.356160247,0.293027042,adaptive control,non-cs
0.352299028,0.337483778,adaptive methods,non-cs
0.313929939,0.278805602,adaptive systems,non-cs
0.463951354,0.413334235,add two numbers,non-cs
0.284346601,0.259032349,added together,non-cs
0.362384818,0.287867597,adding edges,non-cs
0.330045035,0.452622315,adding two n,non-cs
0.22965164,0.823480765,additional storage much less,non-cs
0.297573617,0.374251276,additionally requires,non-cs
0.315613132,0.481105868,additive guarantee,non-cs
0.470206097,0.378125812,address complex real,non-cs
0.757902378,0.264620414,address windowing extensions coding example,non-cs
0.576493619,0.244244047,addressing various design concerns,non-cs
0.418199543,0.444220462,adele cutler,non-cs
0.472314685,0.346409274,adjacency list describes,non-cs
0.50075375,0.352321415,adjacency list representation,non-cs
0.496797387,0.38331191,adjacency list uses,non-cs
0.215259666,0.241948732,adjacent layers,non-cs
0.46674045,0.316753749,adjusted significance testing,non-cs
0.363590203,0.1366822,admit functional extension,non-cs
0.122095522,0.160196167,advantage made possible,non-cs
0.299755813,0.62686471,adversely affect,non-cs
0.588278709,0.310957763,advertising  proceedings,non-cs
0.719846436,0.570276781,affect digital circuits,non-cs
0.324081408,0.689749016,affected differently,non-cs
0.523525388,0.197041756,agile database modeling technique suited,non-cs
0.496094584,0.363787866,alarm signal used,non-cs
0.397093746,0.446916631,alexander stepanov,non-cs
0.855533422,0.295545536,algorithm design technique,non-cs
0.479608198,0.297114213,algorithm repeatedly,non-cs
0.175158761,0.224981021,algorithm still performs well,non-cs
0.671178125,0.337148896,algorithms based,non-cs
0.692387634,0.381865083,algorithms for recovery and isolation exploiting semantics,non-cs
0.811967235,0.297456406,algorithms run online,non-cs
0.372414996,0.40835705,allen newell,non-cs
0.300665352,0.248152,allow reuse,non-cs
0.414463569,0.063590696,allowing designers,non-cs
0.239083349,0.178753208,allows elements,non-cs
0.185743674,0.322209926,allows self,non-cs
0.220687058,0.436815441,allows simple statistical association,non-cs
0.280150779,0.120423084,allows users,non-cs
0.305100882,0.785823413,almost lossless data compression,non-cs
0.630715595,0.536089897,alphabet substitution ciphers,non-cs
0.196283694,0.307982404,also called,non-cs
0.366885649,0.408274736,also called alethic possibility,non-cs
0.396144655,0.32377991,also called crossing dependencies,non-cs
0.629579729,0.498943942,also called decentralized artificial intelligence,non-cs
0.485093995,0.442827273,also called latent semantic analysis,non-cs
0.31690705,0.381920358,also called mutual recursion,non-cs
0.452096219,0.398245663,also cluster objects,non-cs
0.218427678,0.442111954,also concerned,non-cs
0.270904083,0.199177168,also discussed,non-cs
0.28144295,0.275326525,also early work,non-cs
0.24153016,0.069297941,also enabled,non-cs
0.122568141,0.185923725,also extended,non-cs
0.755552446,0.474159816,also implement boolean logic,non-cs
0.137992768,0.257802653,also known,non-cs
0.592039405,0.274933523,also many approximation algorithms,non-cs
0.281544097,0.316072702,also pondered,non-cs
0.28249375,0.20723942,also reveal,non-cs
0.818511177,0.228189709,also software design specification,non-cs
0.079615487,0.099933328,also support,non-cs
0.493243764,0.554699735,also symmetric boolean functions,non-cs
0.200612913,0.234091988,also use,non-cs
0.160716883,0.25272864,also used,non-cs
0.183609795,0.141724752,also used extensively,non-cs
0.146292419,0.161373784,also verified,non-cs
0.176068124,0.193230439,also visually,non-cs
0.470614667,0.635165712,altered product,non-cs
0.315411138,0.374808959,alternative leisure actives,non-cs
0.269905536,0.443260745,alternative scenarios,non-cs
0.269149207,0.505961366,alternative terms,non-cs
0.389672421,0.535331778,alternatively spelled optimisation,non-cs
0.027623633,0.328209802,although efficient,non-cs
0.234663857,0.469586259,although imaging,non-cs
0.138423783,0.426960483,although many,non-cs
0.211104972,0.479737455,although objects,non-cs
0.186708895,0.540405823,although sequences,non-cs
0.194822904,0.405876314,although using,non-cs
0.11818335,0.186813355,always produces,non-cs
0.071458295,0.121192835,always show,non-cs
0.148065016,0.623768501,always simplified,non-cs
0.652125162,0.296082226,ambient intelligence environment,non-cs
0.50081415,0.175912827,ambient intelligence would allow devices,non-cs
0.554689374,0.478102664,american statistician,non-cs
0.576244326,0.42568201,amino acids occupying,non-cs
0.215295879,0.337153798,among others,non-cs
0.649774292,0.391098373,amplitude integrated electroencephalography,non-cs
0.439996545,0.771208448,analog sources,non-cs
0.187696302,0.11766278,analogous example,non-cs
0.670879665,0.214120026,analyze data requirements needed,non-cs
0.647541157,0.27804471,analyzing primary biodiversity data,non-cs
0.548813382,0.371255933,analyzing relationships,non-cs
0.452385111,0.271590504,anchor modeling,non-cs
0.469265781,0.524816124,ancient chinese figures,non-cs
0.421917446,0.43761839,andrea walker,non-cs
0.421636772,0.48408845,andreas zwinkau,non-cs
0.375012884,0.442341682,andrew colin,non-cs
0.431272208,0.466170702,andrew donald booth,non-cs
0.591294822,0.336084276,annual acm symposium,non-cs
0.68612807,0.34386947,another area within affective computing,non-cs
0.279497917,0.418257713,another challenge,non-cs
0.26424332,0.575817492,another direction,non-cs
0.329166073,0.525472285,another discipline,non-cs
0.290850796,0.389102079,another example,non-cs
0.284953783,0.399712839,another feature,non-cs
0.291346433,0.531971101,another form,non-cs
0.34014836,0.482736738,another function,non-cs
0.254472556,0.341330822,another possible distinction,non-cs
0.269282316,0.391621924,another reason,non-cs
0.36200808,0.48215042,another use case,non-cs
0.264092557,0.482141866,another value,non-cs
0.230097463,0.192500085,answer given,non-cs
0.219835787,0.167288316,answer returned,non-cs
0.263273959,0.916532573,apparent randomness,non-cs
0.250878566,0.187435439,applicable jurisdiction,non-cs
0.629921183,0.316984029,applications  school,non-cs
0.412508714,0.330033181,applications demanded,non-cs
0.420683678,0.121059359,applications including,non-cs
0.751520101,0.198844863,applications including industrial production lines,non-cs
0.399544892,0.322517347,applications requiring,non-cs
0.395755524,0.206625938,applying certain formal techniques,non-cs
0.328376923,0.175513181,appropriate convergence check,non-cs
0.108890194,0.105209178,appropriate format,non-cs
0.163963896,0.73282728,appropriately restricted resources,non-cs
0.480011699,0.479441744,approximate inference methods make,non-cs
0.272270789,0.263346364,approximate optimal solutions,non-cs
0.550520021,0.309587438,approximation algorithms crucially involves,non-cs
0.531623601,0.235864929,approximation algorithms naturally arise,non-cs
0.402913171,0.737027229,arbitrary item insertions,non-cs
0.129118811,0.35718143,area distinct,non-cs
0.456925004,0.199332948,areas draws ideas,non-cs
0.556406068,0.481456784,ariane 5 rocket,non-cs
0.566087992,0.387606659,armoured combat vehicles,non-cs
0.396571408,0.301286885,arranged listing,non-cs
0.601310834,0.332401968,array model used,non-cs
0.362562437,0.335573844,array whose size,non-cs
0.201091825,0.165648944,arrive continuously,non-cs
0.437896142,0.300461533,art work,non-cs
0.444387704,0.290540068,article deals,non-cs
0.432217559,0.269881914,article published,non-cs
0.587034111,0.690529121,artificial consciousness concepts,non-cs
0.78566637,0.526357482,artificial intelligence concerned,non-cs
0.916777783,0.373375064,artificial intelligence laboratory,non-cs
0.901645929,0.343761531,artificial intelligence research dedicated,non-cs
0.335723236,0.260195841,artistic purposes,non-cs
0.303803593,0.503810924,ary versions,non-cs
0.558935979,0.430816545,asimovs three laws,non-cs
0.306012955,0.278627842,aspect focus,non-cs
0.809207433,0.347121005,asr  computer speech recognition,non-cs
0.374359181,0.298548666,assessing current,non-cs
0.168225641,0.113655216,assigned exactly,non-cs
0.527257152,0.310093677,assigning local automatic variables,non-cs
0.39554628,0.208278858,associated data,non-cs
0.285548892,0.281138027,associated phenomenon,non-cs
0.284293022,0.26180224,associated view,non-cs
0.389487783,0.305413905,assuming elements,non-cs
0.459372324,0.417939918,asymptotic analysis,non-cs
0.459741181,0.431616166,asynchronous loading,non-cs
0.469960782,0.373100957,attack using,non-cs
0.550615149,0.447862887,attacks originally used words found,non-cs
0.278306137,0.148463674,audio every time,non-cs
0.453758657,0.265641288,audio normalization exist,non-cs
0.584831649,0.583325989,augmented reality alters one,non-cs
0.479192711,0.238586828,authors define,non-cs
0.352628382,0.458932543,authors later,non-cs
0.438782945,0.278146734,authors use,non-cs
0.612362634,0.714957581,automata theory differed,non-cs
0.727461122,0.235461254,automata theory emerged,non-cs
0.433555326,0.371919782,automatic programming,non-cs
0.283883259,0.320076341,automatic solutions,non-cs
0.445455697,0.269048971,automatically analyzing time,non-cs
0.093877821,0.317127369,automatically keeps,non-cs
0.320300962,0.139017958,automatically updated whenever,non-cs
0.535748311,0.318028762,automobile adapted,non-cs
0.186540388,0.231617912,available alternatives,non-cs
0.208226108,0.637855265,average case analysis,non-cs
0.346503732,0.828041057,avoid circumventing,non-cs
0.499967747,0.825476919,avoid data anomalies,non-cs
0.266335703,0.574225745,avoiding problematic issues,non-cs
0.278318194,0.210008834,awe regions could therefore,non-cs
0.381609249,0.538028263,backward euler method follows,non-cs
0.617427461,0.341240623,bacterial growth,non-cs
0.319792215,0.829726121,bad behavior,non-cs
0.377393766,0.349952056,balance scale,non-cs
0.255770122,0.332282121,balanced tree,non-cs
0.401029232,0.378092667,balanced trees t1,non-cs
0.714226093,0.480442982,balancing binary search tree,non-cs
0.715468167,0.556594716,balancing binary search trees,non-cs
0.63662742,0.405685493,banking application may,non-cs
0.522004378,0.333672022,bar induction,non-cs
0.519623582,0.438999157,bar recursion,non-cs
0.495289689,0.400452148,base sixteen,non-cs
0.343433751,0.445346755,base ten,non-cs
0.338801797,0.455655866,base two,non-cs
0.644935619,0.563373365,based binary search tree,non-cs
0.642973761,0.436737414,based clustering produces complex models,non-cs
0.25460018,0.324280846,based conclusions,non-cs
0.737802657,0.57287009,based cryptography,non-cs
0.500125063,0.513241626,based encryption,non-cs
0.302326877,0.271385044,based implementations,non-cs
0.486794866,0.24948465,based learning,non-cs
0.70207034,0.288951587,based learning algorithms,non-cs
0.858544991,0.24178225,based machine learning systems inspired,non-cs
0.397060797,0.405104107,based sampling,non-cs
0.444532323,0.341026407,based sound recording,non-cs
0.39970975,0.433280233,basic building block,non-cs
0.103025832,0.376253258,basic form,non-cs
0.197890657,0.396288457,basic form uses,non-cs
0.52279382,0.455948938,basic numerical methods,non-cs
0.345007193,0.297145084,basic theory,non-cs
0.171340868,0.430640762,basic units,non-cs
0.346075457,0.318370001,basis set,non-cs
0.610530047,0.223699143,bayesian network could represent,non-cs
0.544929545,0.28401641,beam propagation method,non-cs
0.320750213,0.333128072,bearer-independent call control,non-cs
0.105269607,0.104600562,become common practice,non-cs
0.14368645,0.130140081,become useful,non-cs
0.21686816,0.268328059,becomes necessary,non-cs
0.229625201,0.236660488,becoming increasingly important,non-cs
0.592969106,0.403450337,bee colonies,non-cs
0.188243812,0.653896555,behaving unpredictably,non-cs
0.694963768,0.38020154,behavioral neuroscientists,non-cs
0.31432264,0.339143679,bellet et al,non-cs
0.393894214,0.278490134,benefit analysis,non-cs
0.052638722,0.303421146,best element,non-cs
0.086186553,0.261649196,best example,non-cs
0.13039459,0.189723997,best frameworks,non-cs
0.079394513,0.219674926,best possible solution,non-cs
0.394167922,0.454605862,betty holberton,non-cs
0.222314599,0.635237385,beyond compare,non-cs
0.279169619,0.503147738,beyond np,non-cs
0.436184206,0.404476838,biconjugate gradient stabilized method,non-cs
0.129287069,0.227060684,big number,non-cs
0.596640744,0.817600506,binary arithmetic terminate,non-cs
0.784343009,0.606262711,binary arithmetic using electronic relays,non-cs
0.630711805,0.60772653,binary space partitioning arose,non-cs
0.258616897,0.341936978,binary splitting lends well,non-cs
0.591617678,0.534462367,binary splitting may render,non-cs
0.668340905,0.517250887,biodiversity informatics contrasts,non-cs
0.547873553,0.291518606,biodiversity informatics may also,non-cs
0.562027777,0.290443953,biodiversity information,non-cs
0.388893942,0.337360672,bird flocking,non-cs
0.682158357,0.363708088,bit central processing unit,non-cs
0.837716556,0.321350821,bit instruction set architecture,non-cs
0.523945165,0.419352285,bit slicing made,non-cs
0.543867928,0.408702395,bitwise operation operates,non-cs
0.400393133,0.80489065,black box,non-cs
0.353836041,0.366468162,bloch representation,non-cs
0.568468791,0.430447338,block diagram,non-cs
0.611888632,0.426883599,block diagrams,non-cs
0.642685231,0.418607666,block diagrams rely,non-cs
0.31090653,0.470613134,block size,non-cs
0.398173451,0.330358791,blocks connected,non-cs
0.450353819,0.269984666,body systems,non-cs
0.78538563,0.330672976,book affective computing published,non-cs
0.351986293,0.382650908,book titled,non-cs
0.633463611,0.587192476,boolean function whose value,non-cs
0.470760157,0.394595412,border guard,non-cs
0.540071437,0.42484505,boson sampling task consists,non-cs
0.401634968,0.389013447,bounded treewidth may,non-cs
0.282238457,0.280535113,boundlessly increasing tree height,non-cs
0.440547839,0.364133037,bridge weather,non-cs
0.25056885,0.084604081,bring together,non-cs
0.168401681,0.171790699,broad applications,non-cs
0.640271129,0.343931663,broadband backbone network,non-cs
0.382429387,0.038041884,broadly applicable across application domains,non-cs
0.122301197,0.081785811,broadly applicable technique,non-cs
0.493127415,0.501964809,bruce irons,non-cs
0.400168609,0.409446719,bst  also called,non-cs
0.485655216,0.402039914,build three types,non-cs
0.364207462,0.278858244,built advanced,non-cs
0.447608351,0.293026599,built using,non-cs
0.668023382,0.277747008,business functions,non-cs
0.805367724,0.229828364,business processes within,non-cs
0.662589713,0.201687482,business stakeholders,non-cs
0.391588849,0.421976068,butler lampson,non-cs
0.37370572,0.46226162,byte addition,non-cs
0.55873094,0.444115778,c4 model relies,non-cs
0.675305848,0.462310389,c4 model uses 5 basic diagramming elements,non-cs
0.605884607,0.735867002,cache misses occur,non-cs
0.791695863,0.359479616,cache model used,non-cs
0.491377548,0.315034469,calculate solvent accessible surface area,non-cs
0.456575399,0.483524281,calculation twice,non-cs
0.636228489,0.299791997,call home  call routing,non-cs
0.379413934,0.237707643,call us,non-cs
0.4876831,0.365253647,called agents,non-cs
0.530048528,0.689297937,called compositeness tests instead,non-cs
0.505262256,0.393351482,called deep generative models,non-cs
0.615552553,0.304101577,called dynamic bayesian networks,non-cs
0.457287012,0.382170171,called maplite,non-cs
0.650061138,0.368798227,called multivalued logic,non-cs
0.729595509,0.344373474,called swarm robotics,non-cs
0.357003091,0.55595834,called symmetric binary b,non-cs
0.367131675,0.949608195,cannot compute,non-cs
0.32124012,0.924434231,cannot exhibit creativity,non-cs
0.295600218,0.966138911,cannot produce,non-cs
0.206054614,0.237705784,canonical tasks,non-cs
0.385167431,0.168670316,capture correlation,non-cs
0.382236742,0.357305988,carry adders,non-cs
0.443422315,0.405706405,case gradient descent,non-cs
0.2707564,0.780565571,case lower bound,non-cs
0.421915966,0.299859027,case performance,non-cs
0.381624293,0.219559464,category correspond,non-cs
0.393884814,0.330062221,centered design practices,non-cs
0.293709552,0.66852735,central embarrassment,non-cs
0.435182964,0.561870256,cerebral palsy,non-cs
0.123093331,0.256543951,certain amount,non-cs
0.273811379,0.415951447,certain assumptions,non-cs
0.599780315,0.273220312,certain computational resource,non-cs
0.179554339,0.307361516,certain measure,non-cs
0.122920849,0.23410294,certain point,non-cs
0.276169265,0.252367271,certain structure,non-cs
0.621071195,0.339461352,certificate authority uses id,non-cs
0.589727286,0.45190375,certificate-based encryption,non-cs
0.367488379,0.474200103,changing face,non-cs
0.33928752,0.507183254,changing one term,non-cs
0.394611332,0.274436746,channel equalization,non-cs
0.423558176,0.230797662,checking authorized presence,non-cs
0.421520558,0.320646898,chemically connected,non-cs
0.362315666,0.415335511,choke openings,non-cs
0.411555307,0.669017676,choose short passwords,non-cs
0.083996632,0.195788755,chosen appropriately,non-cs
0.410378091,0.469442615,christoph mallon,non-cs
0.334954249,0.443366838,christopher terry,non-cs
0.515807071,0.26447529,cifs specification,non-cs
0.764573567,0.35840202,circuit design,non-cs
0.651110129,0.406336908,circuit evaluation,non-cs
0.524275322,0.245211101,circuit evaluation guarantees,non-cs
0.600624364,0.302203684,circuitry using,non-cs
0.519471504,0.417775092,circular review system,non-cs
0.233572001,0.565417002,clarify overall concepts without concern,non-cs
0.351191722,0.406592158,class fo,non-cs
0.397738144,0.440250804,class fpt,non-cs
0.484622862,0.338464169,class selected,non-cs
0.208685529,0.275259647,classical example,non-cs
0.706657314,0.498131305,classify boolean satisfiability problems,non-cs
0.484887484,0.400783177,classify patterns,non-cs
0.551483669,0.467486937,classify problems,non-cs
0.826805555,0.332493363,classifying computational problems according,non-cs
0.366362575,0.414904302,claude shannon produced,non-cs
0.091773787,0.474451581,clean separation,non-cs
0.032805038,0.278889622,clear structure,non-cs
0.190114955,0.026682005,clearly defined concepts produced,non-cs
0.516794836,0.23856936,client side object participating,non-cs
0.643943106,0.33256913,climate model run,non-cs
0.519740983,0.376506256,climate timescales,non-cs
0.370685198,0.890662882,closed control loop,non-cs
0.081780002,0.080751314,closely connected,non-cs
0.110512324,0.135729221,closely related,non-cs
0.19740694,0.102656289,closely related application,non-cs
0.196272319,0.10589652,closely related concepts,non-cs
0.15422507,0.144148714,closer look,non-cs
0.794145552,0.375467572,cmos transistors,non-cs
0.47344086,0.432006275,code modulation,non-cs
0.708681331,0.35527707,code reuse,non-cs
0.651627384,0.303265363,code stylometry attributes authorship,non-cs
0.534703728,0.418951277,coded character sets,non-cs
0.717909809,0.227308993,cognitive architecture refers,non-cs
0.638336756,0.231387289,cognitive dimensions of notations,non-cs
0.533843234,0.482465181,coined around 1992,non-cs
0.707728619,0.352574094,collect call  domotic appliance control,non-cs
0.485117539,0.16802281,collecting information,non-cs
0.364915214,0.267515316,collective behavior,non-cs
0.398171061,0.36750736,columns consisting,non-cs
0.786760275,0.363891649,combinatorial chemistry,non-cs
0.796180762,0.369965846,combinatorial optimization problem studied,non-cs
0.567820702,0.378377127,combine process,non-cs
0.448692855,0.392490481,combined using max pooling,non-cs
0.581643769,0.227965621,combines reinforcement learning,non-cs
0.483646921,0.29559101,commercial application,non-cs
0.663328921,0.296795799,commercial augmented reality experiences,non-cs
0.033530347,0.194604122,common among,non-cs
0.120855865,0.180414712,common example,non-cs
0.736291488,0.370656874,common industrial robots,non-cs
0.310823088,0.69036313,common lossless compression algorithms,non-cs
0.228988969,0.588492929,common objection,non-cs
0.080816747,0.32785758,common ones,non-cs
0.421090684,0.250923242,common passwords,non-cs
0.370463505,0.63867333,common subexpression elimination,non-cs
0.095903188,0.16407473,commonly accepted definition,non-cs
0.101200302,0.232654763,commonly considered,non-cs
0.091591498,0.183084897,commonly known,non-cs
0.40037268,0.148774252,commonly occurring data items,non-cs
0.131318368,0.184582639,commonly referred,non-cs
0.586143007,0.140770632,communicate data,non-cs
0.225724154,0,communicate information clearly,non-cs
0.450345639,0.206010773,communication protocol,non-cs
0.577357623,0.205450841,communication protocol developed,non-cs
0.482197431,0.269944631,communications security,non-cs
0.110473907,0.675092006,compact form,non-cs
0.12462723,0.631857653,compact representation,non-cs
0.139402318,0.733260895,comparatively small field,non-cs
0.566100822,0.317133895,compare new problem instances,non-cs
0.456032321,0.264355366,compare outcomes,non-cs
0.440154466,0.242451463,compare performance,non-cs
0.527752428,0.333929979,comparison operations,non-cs
0.361303059,0.3500696,comparison sort must,non-cs
0.754111141,0.259698064,competitive learning include vector quantization,non-cs
0.549680121,0.913529379,compiler fails,non-cs
0.139802838,0.117780621,complete overview,non-cs
0.264975613,0.993527706,completely random states,non-cs
0.41400487,0.25869874,complex extensions exist,non-cs
0.304999277,0.438222674,complex images,non-cs
0.394725987,0.463678633,complex plane,non-cs
0.341844127,0.480435218,complex schemes,non-cs
0.407267553,0.348327706,component parts,non-cs
0.614299735,0.22999057,compose network services,non-cs
0.438389499,0.470104918,composite pattern describes,non-cs
0.094125171,0.346951475,compositions uniformly,non-cs
0.373421716,0.44271042,compression rate,non-cs
0.668409997,0.229599954,computability theorists,non-cs
0.892002405,0.374271436,computational chemistry,non-cs
0.900377697,0.323241031,computational cognitive science,non-cs
0.853882157,0.412445556,computational complexity theory focuses,non-cs
0.855868747,0.411160621,computational complexity theory tries,non-cs
0.775898516,0.251838738,computational devices proposed,non-cs
0.817722526,0.311451857,computational electrodynamics modelling technique,non-cs
0.695831214,0.273339158,computational instantiation,non-cs
0.661589772,0.154155203,computational intelligence therefore provides solutions,non-cs
0.927080255,0.308364504,computational learning theory studies,non-cs
0.582218485,0.364527127,computational resources needed,non-cs
0.757479253,0.304673792,computational systems,non-cs
0.430504503,0.222445325,computationally intelligent,non-cs
0.199979359,0.750080217,computed independently,non-cs
0.750390704,0.448105899,computer graphics need,non-cs
0.705175607,0.419604281,computer intensive simulations,non-cs
0.808480321,0.285031523,computer monitor using,non-cs
0.837996709,0.321489882,computer program trained,non-cs
0.942771985,0.31113548,computer programming technique used,non-cs
0.914760316,0.307650009,computer science field focus,non-cs
0.896780374,0.29827107,computer science originated,non-cs
0.759690043,0.319737272,computer using,non-cs
0.674907717,0.30150075,computerized handling,non-cs
0.793875511,0.345926272,computers using,non-cs
0.752851328,0.245524686,computing examples,non-cs
0.25588924,0.103758749,concept extends,non-cs
0.296426988,0.160610492,concepts related,non-cs
0.498509299,0.462465025,concerned scientists states,non-cs
0.639545135,0.309778791,concurrency control,non-cs
0.459472472,0.445113388,conditional dependencies via,non-cs
0.778985044,0.272908276,configuring routers,non-cs
0.310360957,0.679258152,conflicting objectives,non-cs
0.375830525,0.206705086,connected components,non-cs
0.502636198,0.290259778,conquer recurrences provides,non-cs
0.227135025,0.455632914,considerable overlap,non-cs
0.04222548,0.183161595,considered feasible,non-cs
0.339317438,0.270417453,considered forms,non-cs
0.007665623,0.230707944,consistent idea,non-cs
0.070504716,0.210133585,consistent standards,non-cs
0.267917164,0.282965778,constant feedback loops,non-cs
0.220121825,0.263305104,constant initialization vector,non-cs
0.496390322,0.291900471,constitute animal brains,non-cs
0.76980643,0.373589388,constraint programming approach,non-cs
0.730499294,0.400119504,constraint programming takes,non-cs
0.49366064,0.275132649,construct subsets,non-cs
0.48269733,0.562551153,constructed using vacuum tubes,non-cs
0.830047085,0.305638612,constructing algorithms,non-cs
0.50178422,0.378141928,construction using mosfets,non-cs
0.670511162,0.326022494,consumer electronics,non-cs
0.353467276,0.307366281,contain precautionary measures,non-cs
0.235255139,0.310474709,containing significant overlap,non-cs
0.424295508,0.365120588,contains selected columns,non-cs
0.452682232,0.169532507,contiguously accessed array elements within,non-cs
0.116245116,0.298670175,continuous manner,non-cs
0.512546568,0.348921465,continuous mathematics,non-cs
0.274604558,0.232230109,control moving,non-cs
0.252674435,0.502504737,conveniently eliminates rounding errors,non-cs
0.385309999,0.633373713,conventional electronic adc,non-cs
0.226073317,0.471130819,conventionally drawing,non-cs
0.407666401,0.323383514,converts strings,non-cs
0.236796312,0.158771081,convincingly simulating emotions,non-cs
0.496124711,0.352919144,convolutional networks may include local,non-cs
0.36901142,0.496608603,conway berners,non-cs
0.553355905,0.201221436,core algorithm concepts,non-cs
0.214112212,0.20266067,core competency,non-cs
0.284559346,0.177929943,core ideas,non-cs
0.24536994,0.173864689,core principles,non-cs
0.675280901,0.3097583,core processor,non-cs
0.050533547,0.179847604,correct answer,non-cs
0.508358397,0.119522217,corresponding information systems,non-cs
0.492793018,0.265805767,coupled forecast system,non-cs
0.98690777,0.290525726,create computer algorithms,non-cs
0.541698326,0.551464479,create different visualizations,non-cs
0.221396133,0.78408152,create low,non-cs
0.350363651,0.324930804,created every year,non-cs
0.676202653,0.531986291,creating either static lookup tables,non-cs
0.518900655,0.182990444,creating object,non-cs
0.781193199,0.183268989,creative technologies defines cognitive architecture,non-cs
0.419921447,0.302716397,creators olle regardt,non-cs
0.710701609,0.401677086,credit card number  preparation,non-cs
0.302623437,0.092387312,crew greater situational awareness,non-cs
0.322438818,0.290854564,critical path,non-cs
0.39478613,0.332364183,cross section,non-cs
0.814404719,0.53820918,cryptographic hash function designed,non-cs
0.632031011,0.423742763,cryptographic mechanism often used,non-cs
0.565645745,0.50870869,cryptographically protected way,non-cs
0.419829854,0.285451139,current ceo,non-cs
0.353433753,0.324232681,current location estimates,non-cs
0.261406777,0.304377684,current value,non-cs
0.210936303,0.346038139,currently considered,non-cs
0.508729588,0.470141788,cut theorem,non-cs
0.487958868,0.288571487,cut theorem follows,non-cs
0.559061042,0.445107987,cut theorem refers,non-cs
0.643815242,0.241461309,data element representing,non-cs
0.557776801,0.254247946,data items,non-cs
0.447874718,0.071897172,data model explicitly determines,non-cs
0.606253125,0.226498343,data model may specify,non-cs
0.776309642,0.201707172,data modeling defines,non-cs
0.850993177,0.271781821,data processing industry,non-cs
0.634150483,0.2346144,data structure returns,non-cs
0.680040108,0.235465975,data visualization refers,non-cs
0.719069514,0.417654662,data visualization uses statistical graphics,non-cs
0.939985419,0.26996145,database schema design approach,non-cs
0.732792726,0.255591067,database tuning aims,non-cs
0.839411915,0.300081644,database tuning describes,non-cs
0.393729153,0.503187935,david bau,non-cs
0.407485032,0.440172332,david musser,non-cs
0.402222751,0.441289359,david rumelhart,non-cs
0.416396361,0.42057968,david wheeler,non-cs
0.4811248,0.4424559,dc magnetic,non-cs
0.374818429,0.430360236,de morgan,non-cs
0.519567004,0.662489289,deadlocks occur,non-cs
0.311440261,0.393756922,decentralized system composed,non-cs
0.12440442,0.542153972,deceptively simple singleton pattern,non-cs
0.395783485,0.6815989,decimal point,non-cs
0.745694724,0.41526195,declarative programming paradigm concerned,non-cs
0.418726398,0.75930563,defer initialization,non-cs
0.351484831,0.416851415,defined sixth normal form,non-cs
0.337207607,0.23460999,defined using,non-cs
0.503585501,0.21607084,defines extensions,non-cs
0.351218038,0.214440799,defining characteristic,non-cs
0.311211678,0.432116729,degree two,non-cs
0.433188849,0.2405975,delegated path discovery,non-cs
0.267196755,0.855321177,deliberately restricted,non-cs
0.404914448,0.838060799,denormal numbers,non-cs
0.501403365,0.365072739,denotational semantics,non-cs
0.358832704,0.425351915,density regions,non-cs
0.297790395,0.447685185,deontic possibility,non-cs
0.264094534,0.694513422,dependent choices,non-cs
0.319387611,0.460517429,dervi karaboa,non-cs
0.491292455,0.575038389,describe information systems rather,non-cs
0.579993722,0.249965787,describe material systems,non-cs
0.409897968,0.192071553,describe objects,non-cs
0.218508891,0.183249226,design higher flexibility,non-cs
0.481707323,0.376820517,design modifications must,non-cs
0.431068846,0.137441105,design pattern commonly used,non-cs
0.516618543,0.208245533,design pattern used,non-cs
0.529489826,0.19843873,design principle,non-cs
0.581677615,0.180958167,design principles,non-cs
0.535515039,0.133390542,designed frameworks,non-cs
0.604139786,0.173050803,designing many efficient parallel algorithms,non-cs
0.518907197,0.122606817,designs stakeholders,non-cs
0.544349519,0.15917615,designs tasks,non-cs
0.340632621,0.202690433,desired control task,non-cs
0.219179585,0.103906261,desired functionality,non-cs
0.227888012,0.136169499,desired input,non-cs
0.445721546,0.210027948,desired output algorithm,non-cs
0.085783699,0.159985795,desired positive impacts,non-cs
0.13310596,0.172343116,desired value,non-cs
0.714627061,0.415398566,determine macroscopic thermodynamic properties,non-cs
0.406450564,0.45594609,deterministic laws highly sensitive,non-cs
1,0.343341456,develop computer algorithms,non-cs
0.167185598,0.154571767,developed greatly since,non-cs
0.605293685,0.19260741,developers worked,non-cs
