PCA Tuned 0,PCA Tuned 1,PCA Tuned 2,PCA Tuned 3,PCA Tuned 4,phrase,label
0.274937269,0.352888014,0.380715394,0.390867653,0.455553031,physical memory,cs
0.193105003,0.458763647,0.233227563,0.300106906,0.284405394,physical qualities,cs
0.496584911,0.639530102,0.114874241,0.657346465,0.370110748,plane tree,cs
0.652163259,0.099587192,0.459391793,0.613390332,0.37575563,point distribution model,cs
0.510054407,0.1138115,0.253621536,0.603304229,0.144219974,polygonal approximations,cs
0.39208717,0.233125458,0.283465823,0.524640797,0.259866742,polymorphic association,cs
0.583104311,0.334115811,0.459146989,0.573815849,0.457437157,pool-based sampling,cs
0.42324831,0.524651351,0.194174863,0.558015034,0.501662547,pooling layers,cs
0.568901749,0.265219984,0.198159656,0.596904847,0.637455686,portable distributed objects,cs
0.445691308,0.065563348,0.477222274,0.541136391,0.251855523,predictive model,cs
0.560105593,0.524356034,0.551276956,0.565892725,0.524721825,priority queue,cs
0.597433444,0.56753298,0.581143342,0.580809369,0.532287575,priority queues,cs
0.406582711,0.132732232,0.464085005,0.599719872,0.712143747,probabilistic encryption scheme,cs
0.425709674,0.035523064,0.300712572,0.578606907,0.478350859,probabilistic graphical model,cs
0.368634581,0.023747764,0.420001893,0.530828437,0.31294125,probabilistic methods,cs
0.45813576,0.019644213,0.392931971,0.586112513,0.256987485,probabilistic models,cs
0.44341314,0.02837009,0.429026005,0.464221008,0.354688738,probabilistic relational model,cs
0.360329303,0.194415757,0.414155871,0.393454673,0.240613174,probabilistic relationships,cs
0.370464268,0.109892329,0.486349687,0.50710187,0.240406084,probabilistic tests,cs
0.601369853,0.152822649,0.557277996,0.617232894,0.311853518,probability distribution,cs
0.640805633,0.11688897,0.552001637,0.663270073,0.222779485,probability distributions,cs
0.509998869,0.387118442,0.5489112,0.61891566,0.335984026,problem space,cs
0.328494374,0.273382902,0.365851518,0.528009493,0.744820392,processing power,cs
0.335837155,0.30848667,0.415924687,0.519036033,0.707818002,processing unit,cs
0.288916689,0.224291367,0.362601699,0.494279781,0.694405956,processor time,cs
0.242164093,0.404789942,0.68465837,0.829597622,0.555980388,program errors,cs
0.433931101,0.25388247,0.40580617,0.379927302,0.629236887,program text,cs
0.305051003,0.164656078,0.366729194,0.200068258,0.475015841,programming language,cs
0.337218057,0.103855125,0.39053,0.326278287,0.407851261,programming language semantics,cs
0.394843965,0.192467441,0.398370372,0.202840396,0.497428159,programming languages,cs
0.344889254,0.084054806,0.370069688,0.368513159,0.430665678,programming paradigm,cs
0.671484257,0.434365254,0.435994238,0.226185298,0.567301261,progressive networks,cs
0.356315823,0.318949786,0.294106774,0.196219857,0.268611483,pronunciation model,cs
0.47290913,0.060976179,0.411687514,0.430608414,0.203673687,propositional logic,cs
0.41881288,0.071892256,0.458821132,0.526281497,0.344176393,prototype-based supervised classification algorithm,cs
0.476861834,0.277413019,0.351676567,0.594312653,0.691319476,proxy object,cs
0.544377313,0.231401067,0.350226477,0.592434487,0.438610786,proxy pattern,cs
0.567534135,0.163163884,0.387926687,0.58888034,0.41049599,pseudorandom number generators,cs
0.405424284,0.17670376,0.229935488,0.493525586,0.408322257,quadratic function,cs
0.375622614,0.191723051,0.351449033,0.527383436,0.676730167,quantum computer,cs
0.672523097,0.105614582,0.409593168,0.625161644,0.440910468,quantum data,cs
0.687854584,0.128147314,0.481966279,0.551071789,0.363774852,quantum information,cs
0.427001101,0.06458549,0.289916042,0.524515427,0.313248444,quantum mechanics,cs
0.442986182,0.072195575,0.342701403,0.500042439,0.392286142,quantum neural networks,cs
0.521482382,0.135748393,0.470285586,0.4632462,0.525812359,query optimization,cs
0.371045031,0.338949267,0.302178858,0.47226184,0.628349597,ram usage,cs
0.499361438,0.357542274,0.355391741,0.475725675,0.58740176,random access,cs
0.643162673,0.281716121,0.34262593,0.511175809,0.213528093,random decision forests,cs
0.676816034,0.540309767,0.088825625,0.647936752,0.267394588,random forest,cs
0.775216236,0.493319958,0.131918089,0.646093733,0.255909012,random forests,cs
0.606033079,0.172890572,0.448408901,0.605639618,0.367005319,random indexing,cs
0.625557664,0.258161752,0.388724692,0.640496577,0.270733326,random subset,cs
0.643859354,0.217215279,0.244317311,0.704542162,0.353608989,random vectors,cs
0.446306871,0.11741115,0.379781594,0.600658743,0.390271323,randomization function,cs
0.467967118,0.103015604,0.379849735,0.606766717,0.400965558,randomization functions,cs
0.433785102,0.084598447,0.424727605,0.590485804,0.451867133,randomized algorithm,cs
0.470764852,0.073877421,0.416169576,0.587553701,0.470317789,randomized algorithms,cs
0.431536358,0.118630761,0.374948446,0.567033668,0.410633453,randomizing function,cs
0.302910954,0.529751393,0.29761913,0.567765745,0.482799631,raspberry pi,cs
0.729000014,0.202962765,0.368174336,0.600678625,0.574012114,raw data,cs
0.419061083,0.502326336,0.295945865,0.442551987,0.232702162,rayleigh quotient,cs
0.639311509,0.422101838,0.449373898,0.445507968,0.670828594,rbf networks,cs
0.318682967,0.208442586,0.372763492,0.338239599,0.484621235,reactive programming,cs
0.755086291,0.315575332,0.373098537,0.660107848,0.440366122,real numbers,cs
0.581695337,0.217222647,0.721879375,0.289819931,0.442420219,recommendation systems,cs
0.354620239,0.150629095,0.313554616,0.453744417,0.435895257,recurrent neural network,cs
0.390267472,0.141910371,0.305277394,0.453608333,0.424696193,recurrent neural networks,cs
0.511699833,0.163673286,0.337026817,0.468715527,0.135730674,recursive relation,cs
0.295685624,0.305964838,0.669439654,0.567278942,0.397814184,reduction systems,cs
0.549746674,0.380394437,0.635666429,0.480628393,0.594171615,register allocation,cs
0.385448539,0.194573301,0.65516264,0.523529831,0.140424383,regression analysis,cs
0.202561058,0.23302731,0.569169823,0.388304237,0.2849372,regression tasks,cs
0.478438689,0.12403475,0.554796222,0.435350072,0.469389424,regularization methods,cs
0.485748291,0.06981402,0.488888045,0.621735243,0.241872106,regularized logistic regression,cs
0.141297828,0.248802121,0.433873091,0.166447012,0.315135434,reinforcement learning,cs
0.478791459,0.052693019,0.366723178,0.526321623,0.30446468,relational algebra,cs
0.695711,0.150271121,0.489405118,0.515071953,0.53263992,relational database,cs
0.647641732,0.143743347,0.470704353,0.514793878,0.597968405,relational database domain,cs
0.581042673,0.047747634,0.450991552,0.559613611,0.358499526,relational database theory,cs
0.721899774,0.156939962,0.478933404,0.540814771,0.540873348,relational databases,cs
0.467977121,0.082952273,0.404362049,0.456882228,0.261967703,relational semantics,cs
0.39962524,0.219466379,0.414885477,0.132076224,0.302755136,representation learning,cs
0.613663731,0.230774862,0.246845797,0.600819922,0.580175487,resizable array,cs
0.565797859,0.245670258,0.47792018,0.616265732,0.499716718,resource allocation,cs
0.396429572,0.211018552,0.370383492,0.558330724,0.438045507,robbinsmonro optimization algorithm,cs
0.50760205,0.348943854,0.392041686,0.472208759,0.741703797,root node,cs
0.558138075,0.68910818,0.174998085,0.588163531,0.30527819,rooted tree,cs
0.624230299,0.416800302,0.346223168,0.362872238,0.658412656,router networks,cs
0.294738799,0.504852645,0.220059271,0.487089669,0.567543908,run time,cs
0.308275507,0.375605407,0.730149768,0.635675881,0.586952126,runtime error detection,cs
0.462394974,0.187952012,0.414470214,0.406182795,0.68149888,runtime framework,cs
0.514609077,0.432926455,0.381746466,0.483549148,0.528409678,sample space,cs
0.351115115,0.259807437,0.269579161,0.607682025,0.677389619,scalar processor,cs
0.42133729,0.315136236,0.230375204,0.661757184,0.677360162,scalar processors,cs
0.421276792,0.121405541,0.36577434,0.465591429,0.529138252,scientific computing,cs
0.452360559,0.129033383,0.366328454,0.29694964,0.297926319,scientific language,cs
0.417132218,0.075209429,0.450049869,0.445072928,0.281487084,scientific method,cs
0.381542626,0.101832157,0.397775083,0.375257927,0.41539667,scientific programming language,cs
0.443300227,0.107395384,0.409932675,0.375971085,0.425758404,scientific programming languages,cs
0.50169667,0.185017227,0.469105585,0.438424395,0.237846597,scientific study,cs
0.457370508,0.126802847,0.276664076,0.430040262,0.341346878,scientific visualization,cs
0.558439082,0.171089709,0.432217445,0.525684767,0.262057219,self-balancing binary search tree,cs
0.525346646,0.097433494,0.481806714,0.394954949,0.176938815,semantic analysis,cs
0.523417816,0.096063089,0.393514353,0.51749931,0.15527643,semantic predicate,cs
0.559387538,0.131774691,0.446197662,0.551232319,0.122664604,semantic predicates,cs
0.520718534,0.140771525,0.347773751,0.403102415,0.258042522,semantic resolution tree,cs
0.459061522,0.104495563,0.246025013,0.498772105,0.34390658,semi-structured model,cs
0.438727817,0.158784614,0.404517484,0.52958264,0.638211118,semiautomatic data processing systems,cs
0.676965521,0.11057723,0.371861736,0.576694221,0.359813984,sequence data,cs
0.549934047,0.231542377,0.5855131,0.485175365,0.279193214,sequence labeling,cs
0.485906514,0.090156938,0.538569718,0.536393378,0.352442619,sequence labeling algorithms,cs
0.45523819,0.151637088,0.594338231,0.419837163,0.339228856,sequence labeling task,cs
0.251796296,0.282184357,0.286067216,0.402680365,0.493645248,serial manipulator,cs
0.314346191,0.319549283,0.388097742,0.487552814,0.499902076,serial manipulators,cs
0.447143639,0.41048047,0.534565978,0.571787407,0.782335753,server message block,cs
0.394955,0.185031127,0.401906907,0.509810546,0.26255548,shannon sampling theorem,cs
0.392568174,0.18683219,0.331327069,0.674340006,0.424296004,shift cipher,cs
0.28169402,0.836247242,0.58084221,0.363032526,0.436096742,sibling calls,cs
0.402435428,0.274892864,0.167559586,0.572363508,0.15078102,sigmoid curve,cs
0.275164842,0.212212983,0.347242189,0.479394963,0.262348653,sigmoid function,cs
0.302534245,0.204050385,0.314355265,0.480255231,0.283875363,sigmoid functions,cs
0.523866358,0.396417474,0.437349293,0.263784356,0.432913073,signal generation,cs
0.352615262,0.169187342,0.391194665,0.451368018,0.397636018,signal processing,cs
0.612934328,0.379503392,0.292123282,0.584554288,0.451873582,significant digits,cs
0.240019317,0.404017261,0.317153446,0.108386563,0.305275748,similarity learning,cs
0.355732202,0.144587886,0.322602132,0.506494507,0.366760849,simulated neurons,cs
0.357560245,0.279174417,0.373738586,0.632061401,0.845130348,single core cpu,cs
0.407525252,0.26321633,0.360836476,0.654758526,0.817046212,single core processors,cs
0.407037704,0.854188456,0.399928815,0.54688317,0.41473286,single nearest neighbor,cs
0.499185103,0.381040176,0.049705853,0.599386518,0.202813746,singleton pattern,cs
0.447964593,0.11553278,0.285185277,0.587948767,0.360641322,situ matrix transposition,cs
0.274027205,0.224645156,0.410427832,0.479872472,0.299531316,smoothness assumption,cs
0.337636304,0.176356411,0.314796724,0.413593164,0.696993824,soft computing,cs
0.417622599,0.20791756,0.419254133,0.382608249,0.837287806,software application,cs
0.421684021,0.234660116,0.455439352,0.361653894,0.87093456,software construction,cs
0.424014179,0.151544483,0.456237656,0.329849049,0.703385336,software design,cs
0.377181056,0.207844037,0.470961442,0.306175863,0.744999733,software engineering,cs
0.468406219,0.169310836,0.445633762,0.378672892,0.724119174,software frameworks,cs
0.439907546,0.141979099,0.581519706,0.445018464,0.682909851,software performance analysis,cs
0.458107083,0.210642136,0.457987833,0.34598539,0.780202651,software project,cs
0.401029011,0.177868462,0.44644604,0.41209084,0.832855127,software system,cs
0.442075812,0.180682729,0.473658887,0.416095753,0.830684668,software systems,cs
0.408510801,0.103037522,0.646564016,0.452173558,0.654865279,software verification method,cs
0.664159772,0.179657881,0.293724907,0.689591203,0.218028185,sorted binary tree,cs
0.420195415,0.108952292,0.433960649,0.558557011,0.384148814,sorting algorithm,cs
0.457270653,0.094159333,0.444869179,0.541323487,0.429209258,sorting algorithms,cs
0.506109917,0.26986909,0.473086826,0.406532001,0.687507173,source code,cs
0.643593348,0.303869491,0.601048221,0.314597632,0.715001275,source programs,cs
0.630103169,0.585441594,0.250740817,0.452819573,0.340252601,spanning tree generation,cs
0.482730425,0.186472143,0.38708831,0.582374916,0.58538862,sparse distributed memory,cs
0.696246071,0.169797861,0.321427316,0.606665238,0.421299144,sparse graph,cs
0.590145388,0.246555159,0.324884128,0.408855732,0.455150655,spatial relations,cs
0.432114164,0.255067508,0.450933748,0.540158248,0.598005288,special memory allocation libraries,cs
0.46526521,0.090391057,0.347336103,0.502623952,0.337761078,spectral method,cs
0.522393063,0.078898799,0.412059859,0.48336301,0.346069516,spectral methods,cs
0.338612495,0.39764595,0.38453225,0.108267942,0.311393625,speech recognition,cs
0.357037882,0.346240391,0.326185696,0.273129102,0.414052176,speech signals,cs
0.487909318,0.42700776,0.445689891,0.168007632,0.461251074,speech tagging,cs
0.633777813,0.30782232,0.490129214,0.690470821,0.630822114,sql dump,cs
0.674476695,0.19999948,0.486772215,0.493769216,0.374050714,sql statements,cs
0.579806146,0.19116967,0.486134306,0.522691711,0.702550314,sql systems,cs
0.321457551,0.141706625,0.38599416,0.46890059,0.326762305,standard sigmoid functions,cs
0.691491789,0.571395606,0.399505214,0.302868763,0.689451778,star network,cs
0.40553405,0.326938229,0.31776682,0.559440623,0.702003567,state machine,cs
0.535206637,0.363740257,0.454983891,0.552320682,0.739785451,state machines,cs
0.471788783,0.179020462,0.258116298,0.66107729,0.62270565,static arrays,cs
0.571805207,0.379895981,0.169720358,0.514662982,0.592709797,static compilation,cs
0.323633065,0.245893325,0.311749194,0.63680297,0.599798256,static hashing,cs
0.498535767,0.066775421,0.390385074,0.546016419,0.500689205,statistical computing,cs
0.570106238,0.076886406,0.359892786,0.658485073,0.354419746,statistical density functions,cs
0.478841933,0.072565356,0.45077612,0.564960255,0.196031332,statistical inference,cs
0.453348662,0.042690143,0.427946078,0.438504377,0.267299733,statistical language model,cs
0.453081016,0.095964992,0.348834296,0.51036647,0.345326213,statistical mechanics,cs
0.516927202,0.039411862,0.457573923,0.562252953,0.290650705,statistical model,cs
0.493266161,0.059661698,0.440150266,0.552456627,0.312591673,statistical modeling,cs
0.479840502,0.137898881,0.439353187,0.516848331,0.237134227,statistical pattern recognition,cs
0.639707515,0.104726116,0.373335279,0.541371617,0.333043461,statistical properties,cs
0.268864298,0.311782528,0.302493305,0.314610088,0.476188168,stochastic control,cs
0.345169924,0.224877197,0.178957779,0.590674414,0.334684644,stochastic gradient descent,cs
0.379555715,0.162326136,0.203719475,0.66102947,0.32297495,stochastic gradient langevin dynamics,cs
0.192724349,0.191222293,0.347419376,0.409004562,0.471854289,stochastic optimal control,cs
0.262708055,0.500428882,0.123323862,0.496164098,0.416986176,stochastic weights,cs
0.50218274,0.115887485,0.420555843,0.464851522,0.31593256,strategy pattern,cs
0.482853636,0.170493679,0.393772052,0.484616276,0.717424319,streaming algorithm,cs
0.637790089,0.339486149,0.409835918,0.515575614,0.785432535,streaming data,cs
0.684137434,0.575673063,0.377059133,0.307286893,0.780475762,streaming media,cs
0.518801294,0.552506844,0.355732439,0.356400407,0.784142945,streaming text,cs
0.408185417,0.249875408,0.375178188,0.579520312,0.675425277,string kernel,cs
0.485623143,0.41714554,0.20766319,0.669798224,0.451621091,string kernels,cs
0.552241085,0.056513972,0.472244801,0.435499461,0.230479539,structural analysis,cs
0.385288595,0.085033244,0.369854341,0.419927247,0.229075944,structural induction,cs
0.451023226,0.10835204,0.356093019,0.468731266,0.273718178,structural pattern recognition,cs
0.479494877,0.162268877,0.227699881,0.325902448,0.25830561,structural recursion,cs
0.375076871,0.148533897,0.395800953,0.269660194,0.310037891,subject-oriented programming,cs
0.586228896,0.091957958,0.399901657,0.516954045,0.222872766,subrecursive hierarchies,cs
0.335328346,0.213710633,0.251631503,0.559255116,0.453922472,successive parabolic interpolation,cs
0.320627795,0.247471306,0.349544904,0.58398678,0.721873189,superscalar processor,cs
0.185615334,0.258887029,0.364326279,0.148477701,0.497020852,supervised feature learning,cs
0.102516484,0.405103793,0.338225146,0.040495652,0.505890513,supervised learning,cs
0.304582296,0.082930363,0.414661343,0.386145472,0.474759597,supervised learning algorithm,cs
0.226545652,0.158163037,0.372878098,0.21818771,0.393684215,supervised learning model,cs
0.279932568,0.152732498,0.37031542,0.222051503,0.364514752,supervised learning models,cs
0.258508203,0.115155731,0.378389849,0.337748586,0.564458243,supervised machine learning,cs
0.178246524,0.175775537,0.406996464,0.266461786,0.487483084,supervised method,cs
0.341209783,0.171346758,0.342565913,0.518664893,0.681165086,support-vector machine,cs
0.427316354,0.190091789,0.437839865,0.440721922,0.522714338,swarm intelligence algorithms,cs
0.441718307,0.248038226,0.294504972,0.524834086,0.79993707,synchronous optical networking,cs
0.293591889,0.183658853,0.318303242,0.326025449,0.28721663,synthetic consciousness,cs
0.576098275,0.073147361,0.415247334,0.537448633,0.536776485,system matrix,cs
0.372058987,0.238290798,0.316868163,0.4009014,0.713983984,system performance,cs
0.541985168,0.187425177,0.524679255,0.392500192,0.726832683,system usability scale,cs
0.571214826,0.180523846,0.2869606,0.449077553,0.548103393,systems architecture,cs
0.410557,0.161204139,0.425259762,0.413302461,0.686858461,systems engineering,cs
0.523929492,0.074340712,0.413990616,0.53494963,0.263611142,systems theory,cs
0.564713963,0.350042765,0.313900375,0.476456887,0.494616302,table structure,cs
0.744391169,0.141325023,0.503973977,0.517398706,0.380139083,taxonomic databases,cs
0.625355174,0.464727979,0.465563826,0.390918831,0.918264232,telecommunications network,cs
0.698926101,0.124823377,0.403790033,0.519015122,0.468612505,temporal database,cs
0.724713255,0.136603585,0.403250934,0.532060807,0.479238316,temporal databases,cs
0.385600269,0.169349807,0.442735788,0.464887986,0.570111274,tensor product,cs
0.445285203,0.265423992,0.354996495,0.625647322,0.406509013,terminal node,cs
0.57637573,0.321128402,0.282226072,0.526428126,0.537025048,terrestrial networks,cs
0.541994789,0.320372928,0.415513026,0.532954453,0.642533694,text mining,cs
0.422709924,0.191825039,0.377799545,0.422839021,0.658414117,text processing,cs
0.418477884,0.141972832,0.421356669,0.459264404,0.530066569,theoretical computer science,cs
0.629092914,0.74089423,0.118710836,0.582052984,0.243301265,thus trees,cs
0.4950706,0.293344502,0.291332672,0.541707314,0.504573041,time complexity,cs
0.230584304,0.180750424,0.381741683,0.632800116,0.407450947,time delay neural network,cs
0.363036649,0.739063789,0.688268761,0.826094457,0.520003324,time delays,cs
0.578757447,0.453385608,0.403084156,0.603267768,0.454215536,timespace tradeoffs,cs
0.361372459,0.136927046,0.406739904,0.366701936,0.428894508,traditional artificial intelligence,cs
0.443455269,0.262132021,0.45044948,0.369399028,0.830808398,traditional computer networking,cs
0.544261085,0.227038303,0.245200761,0.521118245,0.279737297,traditional convolutional layers,cs
0.248916808,0.393468247,0.341913871,0.166385072,0.514743817,training set,cs
0.156995957,0.494952513,0.34926247,0.236917977,0.523444892,training time,cs
0.401916571,0.280459973,0.621535901,0.329657402,0.407668368,transformation rules,cs
0.434145008,0.555437239,0.128659235,0.686740998,0.322081954,tree contraction,cs
0.542627558,0.443001804,0.30028526,0.765325709,0.242443032,tree decomposition,cs
0.619283022,0.281391904,0.298994201,0.654770644,0.153024898,tree decompositions,cs
0.611093109,0.311425692,0.151667212,0.613790483,0.160993723,tree isomorphism,cs
0.473416967,0.038864144,0.303112378,0.639742043,0.44730405,tridiagonal matrix algorithm,cs
0.599935594,0.246795767,0.4924989,0.380957799,0.28066634,truth value,cs
0.549476534,0.208444017,0.448884395,0.437094392,0.322560173,truth value object,cs
0.596363857,0.153977879,0.278671519,0.643400371,0.391117895,undirected graph,cs
0.41077921,0.08681239,0.277647395,0.546628839,0.531437896,undirected graphical model,cs
0.369173807,0.136901614,0.33407141,0.278051813,0.384312527,unified modelling language,cs
0.613228044,0.143683194,0.39783337,0.628329431,0.358028827,uniform binary search,cs
0.485837066,0.062387076,0.395160807,0.633278761,0.326694217,universal approximation theorem,cs
0.507009239,0.304652704,0.653887263,0.826702474,0.3325256,unlabeled input data,cs
0.110066049,0.290709905,0.384801972,0.258873923,0.467573041,unsupervised feature learning,cs
0,0.444552419,0.393548639,0.283617803,0.464846719,unsupervised learning,cs
0.276435885,0.100572832,0.427371783,0.43926992,0.454100307,unsupervised learning algorithm,cs
0.406627764,0.3662177,0.448947254,0.248197593,0.876784624,user interface,cs
0.448275548,0.220559168,0.489672411,0.273708241,0.734342667,user interface structure,cs
0.591881531,0.441180352,0.65710087,0.361209634,0.546313582,user queries,cs
0.534818594,0.619966141,0,0.544167365,0.420935671,vague set,cs
0.573619107,0.240287533,0.177934273,0.640478739,0.406625402,vector field,cs
0.479922927,0.093051254,0.259054795,0.579023437,0.519688042,vector machine models,cs
0.48397944,0.112054848,0.376585655,0.582115963,0.53099015,vector optimization,cs
0.664764891,0.306172441,0.170269066,0.527168705,0.511122741,vector spaces,cs
0.41740041,0.307014516,0.350414856,0.54765898,0.464925914,vigenre cipher,cs
0.578320527,0.317170394,0.423927564,0.425270935,0.766607553,virtual address space,cs
0.312373739,0.23692681,0.262958074,0.464603417,0.860893412,virtual machine,cs
0.426808669,0.23401997,0.402988797,0.563825844,0.696113517,virtual memory addresses,cs
0.372695758,0.309673832,0.180515036,0.409493978,0.676053007,virtual reality,cs
0.586528255,0.352353497,0.080917259,0.420360367,0.435206967,visual objects,cs
0.443206469,0.159098891,0.325758482,0.304849514,0.50705302,visual programming languages,cs
0.558131224,0.341487769,0.443668348,0.540959112,0.919814471,web caching,cs
0.547403328,0.312225197,0.285981392,0.42291487,0.657207604,web design,cs
0.557131621,0.407312972,0.45457491,0.484080629,1,web servers,cs
0.443414756,0.577975556,0.204246724,0.556576555,0.213084802,weight-balanced tree,cs
0.413683247,0.311440187,0.442168588,0.648733623,0.890729958,wireless routing protocol,cs
0.768496545,0.453080516,0.307907729,0.378551081,0.798541805,world wide web,cs
0.632929668,0.451360065,0.401245727,0.584848096,0.821512273,zip files,cs
0.608621718,0.562519023,0.592540625,0.434127182,0.321845261,#NAME?,non-cs
0.587388357,0.29803883,0.419055252,0.873511743,0.351682337,0 - sparse graphs,non-cs
0.451242406,0.634413175,0.484109483,0.266750838,0.389970473,1  became important,non-cs
0.617486911,0.283471622,0.404527969,0.828902483,0.32465667,1 - sparse graphs,non-cs
0.475271668,0.277536409,0.306691993,0.544612081,0.489643674,1 - tight graphs,non-cs
0.574231917,0.356899763,0.202392312,0.503777918,0.437269865,1 architectural view model,non-cs
0.3148402,0.276022628,0.346805817,0.513746971,0.834785643,1 computer graphics system,non-cs
0.586190517,0.652393141,0.643911239,0.460100899,0.488187293,1973 nbs solicited private industry,non-cs
0.465260232,0.277951954,0.510482094,0.457886208,0.445850109,1975 distributed artificial intelligence emerged,non-cs
0.603425416,0.654273708,0.523238085,0.329826485,0.400547466,1987 ai magazine article,non-cs
0.600996825,0.183509092,0.407803781,0.528352311,0.284445667,1989 stochastic diffusion search,non-cs
0.424455639,0.759945896,0.382622009,0.511327588,0.557574519,1996 maiden flight,non-cs
0.568420428,0.660718516,0.727193104,0.516478649,0.218772651,1997 raised questions,non-cs
0.537640514,0.243572906,0.26231126,0.518282679,0.074044575,2 fuzzy ontology,non-cs
0.488428903,0.433308289,0.342016217,0.446748459,0.831402588,2000s era music reproduction technology,non-cs
0.457901045,0.394341804,0.456410009,0.214550577,0.547619769,2016  digital empathy,non-cs
0.830013952,0.527685452,0.308990176,0.484155937,0.681512272,250 million images,non-cs
0.511288055,0.306057134,0.391840129,0.60233725,0.719484718,257 zilog z8001 microprocessors,non-cs
0.53312038,0.588754231,0.471386454,0.371309818,0.551452461,264 decoders always support quarter,non-cs
0.508211261,0.288821265,0.291722671,0.55809739,0.487937955,3 - tight graphs,non-cs
0.475239931,0.178307633,0.307680266,0.573591776,0.61876664,3d coordinate system,non-cs
0.611251028,0.294587028,0.346547574,0.763362593,0.345950713,6 - sparse graph,non-cs
0.624762432,0.405906862,0.180034783,0.554303348,0.397593785,6th dimensions,non-cs
0.456459262,0.569481548,0.598296649,0.735014911,0.412743049,abbreviated 6nf,non-cs
0.431641128,0.404433744,0.378787292,0.491029751,0.457540971,absolute stability,non-cs
0.624841025,0.32479151,0.408489752,0.468991287,0.429533768,absolute value,non-cs
0.669298356,0.118882979,0.399109208,0.509972889,0.438601798,abstract data structures receive,non-cs
0.60603251,0.421539097,0.245827826,0.420290405,0.161660739,abstract family,non-cs
0.685498389,0.295537804,0.293869409,0.350782953,0.242144995,abstract family of languages,non-cs
0.573180197,0.093722606,0.342799714,0.446930165,0.32329781,abstract framework,non-cs
0.651822912,0.106870322,0.392715134,0.487074264,0.179608579,abstract interpretation consists,non-cs
0.567057805,0.265657185,0.476762119,0.466006898,0.130103063,abstract question,non-cs
0.631700985,0.737489756,0.431941247,0.203800421,0.386409287,ac  also known,non-cs
0.601161191,0.430501263,0.550979835,0.203391265,0.400830556,academic conference,non-cs
0.404318444,0.365644663,0.618791433,0.488326065,0.829928705,access control,non-cs
0.418496718,0.303874221,0.614826427,0.472069357,0.814577469,access control system,non-cs
0.56200102,0.328287551,0.674906242,0.369778904,0.750804332,access management describes,non-cs
0.614498246,0.243311596,0.225833967,0.549826682,0.584094646,accessing array elements,non-cs
0.411347681,0.725783092,0.496387398,0.160234289,0.566709589,accomplished today,non-cs
0.358123636,0.209019537,0.418297264,0.295560507,0.427575879,account dynamic behaviour,non-cs
0.423936745,0.26834309,0.648128494,0.463005059,0.407233178,accurate identification method,non-cs
0.458359299,0.237078976,0.58425444,0.413795641,0.161457509,accurately provide approximate answers,non-cs
0.288946725,0.410425944,0.527604453,0.239324605,0.369311789,achieve goals,non-cs
0.253759175,0.295754798,0.370546967,0.425932126,0.227160377,achieve polymorphic behavior,non-cs
0.176061397,0.374971093,0.453972423,0.61307516,0.407035452,achieve significant compression,non-cs
0.550596921,0.342236031,0.537083322,0.349707254,0.436822031,acm sigmetrics 2006,non-cs
0.704674151,0.479187682,0.143970054,0.414334093,0.326053036,across concrete examples,non-cs
0.366096334,0.448297856,0.303126763,0.403854616,0.365930532,acs comb,non-cs
0.434015662,0.116273251,0.398038423,0.36182977,0.209893167,acs combinatorial science,non-cs
0.58956975,0.213964146,0.491277847,0.328940991,0.257493008,acs combinatorial science publishes articles,non-cs
0.412176065,0.370954647,0.435593221,0.264905666,0.710671114,active networking allows,non-cs
0.409597826,0.387792876,0.425908614,0.210294159,0.5648724,active networking relates,non-cs
0.450892106,0.32347633,0.34458362,0.288134926,0.488125554,activities used,non-cs
0.583214251,0.254801641,0.54442313,0.44954695,0.195108214,actual word classification,non-cs
0.493678813,0.209462148,0.494853669,0.251534223,0.183645092,actually define,non-cs
0.232779494,0.416226793,0.171853116,0.421609638,0.407221424,actuated joints,non-cs
0.145413587,0.262101341,0.473042636,0.319982251,0.392041884,adaptive control,non-cs
0.300637063,0.128360149,0.509472319,0.314063104,0.306659005,adaptive methods,non-cs
0.339796052,0.135355337,0.462168574,0.370125517,0.410262298,adaptive systems,non-cs
0.448327254,0.475716734,0.278698028,0.673799942,0.417497371,add two numbers,non-cs
0.453651704,0.540175494,0.2365852,0.473148242,0.480774408,added together,non-cs
0.449817888,0.595441202,0.280886878,0.505599473,0.51424502,adding edges,non-cs
0.29564689,0.716563024,0.170743746,0.493679493,0.517748111,adding two n,non-cs
0.377072813,0.635732303,0.575081227,0.921654973,0.768984841,additional storage much less,non-cs
0.167550113,0.405844341,0.50214056,0.274406416,0.343999103,additionally requires,non-cs
0.421474163,0.532766231,0.750216112,0.49549097,0.542179433,additive guarantee,non-cs
0.527910722,0.326078629,0.422533324,0.309103861,0.369410438,address complex real,non-cs
0.447464069,0.162224345,0.438134105,0.46710215,0.723747317,address windowing extensions coding example,non-cs
0.552633597,0.378038701,0.647662826,0.383517743,0.345826068,addressing various design concerns,non-cs
0.273509785,0.705659426,0.327217993,0.485425914,0.420090616,adele cutler,non-cs
0.543717155,0.412104937,0.67024568,0.249932964,0.2503286,adjacency list describes,non-cs
0.540137337,0.363534657,0.736640938,0.280411414,0.276535049,adjacency list representation,non-cs
0.554418347,0.275607071,0.61400423,0.325895068,0.287891637,adjacency list uses,non-cs
