PCA Tuned 0,PCA Tuned 1,PCA Tuned 2,PCA Tuned 3,phrase,label
0.117411098,0.379819936,0.601359259,0.390276967,randomization function,cs
0.103015545,0.379891937,0.607497978,0.400977961,randomization functions,cs
0.084598425,0.424747985,0.590997782,0.451842114,randomized algorithm,cs
0.073877396,0.416194116,0.588092215,0.470301201,randomized algorithms,cs
0.118630707,0.374989003,0.567731493,0.410643894,randomizing function,cs
0.529751351,0.297655333,0.568345069,0.48279179,raspberry pi,cs
0.202962761,0.36819892,0.601046732,0.574025841,raw data,cs
0.502326324,0.295986151,0.443055027,0.232744286,rayleigh quotient,cs
0.422101829,0.449396298,0.445967494,0.670815639,rbf networks,cs
0.208442554,0.372802428,0.338753959,0.484637229,reactive programming,cs
0.31557538,0.373100924,0.660263055,0.440352959,real numbers,cs
0.21722269,0.721867855,0.289990877,0.442412175,recommendation systems,cs
0.15062907,0.313593646,0.454326302,0.435931568,recurrent neural network,cs
0.141910342,0.305318697,0.454200678,0.424734874,recurrent neural networks,cs
0.163673266,0.337062614,0.469207238,0.135786939,recursive relation,cs
0.305964835,0.669448733,0.567713427,0.397824948,reduction systems,cs
0.380394407,0.635681399,0.481189888,0.594152879,register allocation,cs
0.194573287,0.655166924,0.523828436,0.140429674,regression analysis,cs
0.23302725,0.5692076,0.388958312,0.28499003,regression tasks,cs
0.124034689,0.554834073,0.436007064,0.469416143,regularization methods,cs
0.069814011,0.488899324,0.622084857,0.241866901,regularized logistic regression,cs
0.248802063,0.433929213,0.167151753,0.315225965,reinforcement learning,cs
0.052692992,0.366767369,0.526891421,0.304535886,relational algebra,cs
0.150271085,0.489436762,0.515616155,0.532674303,relational database,cs
0.143743322,0.470735304,0.515322211,0.598004476,relational database domain,cs
0.047747619,0.451019895,0.560098021,0.358539646,relational database theory,cs
0.156939922,0.478969142,0.541386395,0.540914993,relational databases,cs
0.082952292,0.404390415,0.457310388,0.26202879,relational semantics,cs
0.219466402,0.414893499,0.132207555,0.302759415,representation learning,cs
0.230774827,0.246894512,0.601478347,0.580202275,resizable array,cs
0.245670227,0.477947527,0.616873244,0.499733618,resource allocation,cs
0.211018505,0.370427708,0.558992303,0.438057012,robbinsmonro optimization algorithm,cs
0.348943797,0.3920866,0.472923346,0.741728451,root node,cs
0.689108167,0.175042028,0.588748994,0.305357867,rooted tree,cs
0.416800288,0.346264977,0.363383713,0.658428966,router networks,cs
0.50485263,0.220101865,0.487646705,0.567572915,run time,cs
0.375605424,0.730171007,0.636210944,0.5869938,runtime error detection,cs
0.18795202,0.414500374,0.406652047,0.68152393,runtime framework,cs
0.432926404,0.381794346,0.4842207,0.528448216,sample space,cs
0.259807435,0.2696233,0.608325693,0.677420872,scalar processor,cs
0.315136216,0.230427037,0.662451202,0.677399896,scalar processors,cs
0.121405513,0.365815622,0.466186407,0.529175905,scientific computing,cs
0.129033363,0.366374584,0.297527794,0.298015915,scientific language,cs
0.075209383,0.450094592,0.445781409,0.281557941,scientific method,cs
0.101832109,0.397827773,0.37597932,0.415476644,scientific programming language,cs
0.107395324,0.409990552,0.376747876,0.425846575,scientific programming languages,cs
0.185017183,0.469137741,0.438979131,0.237889183,scientific study,cs
0.126802875,0.276687586,0.430296616,0.341370853,scientific visualization,cs
0.171089672,0.43226283,0.52633615,0.262120287,self-balancing binary search tree,cs
0.097433498,0.481825792,0.395234766,0.176979711,semantic analysis,cs
0.096063076,0.393546872,0.518034816,0.155333991,semantic predicate,cs
0.131774653,0.446235235,0.551874928,0.122715038,semantic predicates,cs
0.140771549,0.347792385,0.403350478,0.258072261,semantic resolution tree,cs
0.104495638,0.246018563,0.498807738,0.343882946,semi-structured model,cs
0.158784618,0.40453836,0.529995625,0.638205991,semiautomatic data processing systems,cs
0.110577205,0.371894283,0.577207669,0.359838847,sequence data,cs
0.231542356,0.585541725,0.485756434,0.279243876,sequence labeling,cs
0.090156912,0.538599223,0.536961316,0.352478153,sequence labeling algorithms,cs
0.15163704,0.594371525,0.420448827,0.339277712,sequence labeling task,cs
0.282184336,0.286111295,0.403267472,0.493651912,serial manipulator,cs
0.319549256,0.388129571,0.488116567,0.499880035,serial manipulators,cs
0.410480474,0.534582808,0.572218603,0.782331856,server message block,cs
0.185031074,0.401958934,0.510526906,0.262625188,shannon sampling theorem,cs
0.186832181,0.331375193,0.674997119,0.424349606,shift cipher,cs
0.836247152,0.580884504,0.363711561,0.436154331,sibling calls,cs
0.274892899,0.167591128,0.572741101,0.150826368,sigmoid curve,cs
0.212212955,0.347283828,0.480087695,0.262405609,sigmoid function,cs
0.204050351,0.314399396,0.480945711,0.283926765,sigmoid functions,cs
0.396417462,0.437371862,0.264299754,0.432918181,signal generation,cs
0.169187368,0.391215054,0.451736384,0.397666106,signal processing,cs
0.379503374,0.292185802,0.585321994,0.451971496,significant digits,cs
0.404017148,0.317235101,0.109246059,0.305388262,similarity learning,cs
0.144587862,0.322630791,0.506988972,0.366767172,simulated neurons,cs
0.279174363,0.373774637,0.632748579,0.845130913,single core cpu,cs
0.26321628,0.360878418,0.65547527,0.817064071,single core processors,cs
0.854188409,0.399967288,0.547466779,0.414808634,single nearest neighbor,cs
0.381040165,0.049752281,0.599952682,0.202852311,singleton pattern,cs
0.115532781,0.285215524,0.58837682,0.360654639,situ matrix transposition,cs
0.224645184,0.410460307,0.480354371,0.29960454,smoothness assumption,cs
0.176356406,0.314837921,0.414091344,0.697037036,soft computing,cs
0.207917544,0.419293416,0.38316647,0.837315129,software application,cs
0.234660099,0.455466411,0.362122988,0.870932728,software construction,cs
0.151544508,0.456252642,0.330149556,0.70338299,software design,cs
0.207844014,0.47099659,0.306714469,0.745026563,software engineering,cs
0.16931081,0.445678157,0.379291998,0.724165107,software frameworks,cs
0.141979102,0.58153484,0.445361417,0.682906318,software performance analysis,cs
0.210642113,0.458014451,0.346457469,0.78019687,software project,cs
0.17786847,0.446468147,0.412552566,0.832853441,software system,cs
0.18068273,0.473681985,0.416567928,0.830689033,software systems,cs
0.103037496,0.646588652,0.452710316,0.654890049,software verification method,cs
0.179657857,0.293761348,0.690151128,0.218065893,sorted binary tree,cs
0.108952273,0.433988534,0.559068224,0.384158766,sorting algorithm,cs
0.09415932,0.444896444,0.541808523,0.42922184,sorting algorithms,cs
0.26986903,0.47313285,0.407190863,0.687542065,source code,cs
0.303869437,0.601077509,0.315163019,0.715004005,source programs,cs
0.585441518,0.250800365,0.453580331,0.340334161,spanning tree generation,cs
0.186472106,0.387131313,0.583018772,0.585422592,sparse distributed memory,cs
0.169797857,0.321470594,0.607150012,0.421361834,sparse graph,cs
0.246555213,0.324890411,0.408988371,0.455150496,spatial relations,cs
0.255067455,0.450985167,0.540928561,0.598061084,special memory allocation libraries,cs
0.09039106,0.34736768,0.503086845,0.337795865,spectral method,cs
0.07889879,0.412093171,0.483871972,0.346109039,spectral methods,cs
0.397645995,0.384553049,0.108574704,0.311440229,speech recognition,cs
0.346240436,0.32620963,0.273467081,0.414083019,speech signals,cs
0.427007802,0.445694806,0.16810805,0.461242378,speech tagging,cs
0.307822227,0.490189284,0.691296412,0.630881104,sql dump,cs
0.199999452,0.486811382,0.494280973,0.374123549,sql statements,cs
0.191169631,0.486175079,0.523323271,0.702592291,sql systems,cs
0.141706608,0.38603206,0.469551631,0.326806237,standard sigmoid functions,cs
0.571395697,0.399488414,0.302877679,0.689369162,star network,cs
0.326938256,0.317773502,0.55978274,0.701956328,state machine,cs
0.363740288,0.454980124,0.552665044,0.739727594,state machines,cs
0.179020444,0.258153707,0.661583279,0.622719909,static arrays,cs
0.379895989,0.169734076,0.514851745,0.592630282,static compilation,cs
0.245893266,0.311799107,0.637444762,0.599811973,static hashing,cs
0.066775418,0.390406685,0.546409956,0.500686024,statistical computing,cs
0.076886392,0.35992121,0.658969688,0.354444892,statistical density functions,cs
0.072565362,0.450794689,0.565361413,0.19605534,statistical inference,cs
0.042690154,0.427964749,0.438865411,0.267333881,statistical language model,cs
0.095964988,0.348867974,0.510854248,0.345350907,statistical mechanics,cs
0.039411885,0.457577063,0.562491827,0.290639393,statistical model,cs
0.059661714,0.440159351,0.552691324,0.312586352,statistical modeling,cs
0.137898851,0.43939678,0.517526912,0.237201612,statistical pattern recognition,cs
0.104726119,0.373361439,0.541798995,0.333066669,statistical properties,cs
0.311782553,0.302504837,0.314895747,0.476168696,stochastic control,cs
0.224877161,0.179016725,0.591342771,0.334746719,stochastic gradient descent,cs
0.162326112,0.203765649,0.661610962,0.323009314,stochastic gradient langevin dynamics,cs
0.191222295,0.34745509,0.409539933,0.471900503,stochastic optimal control,cs
0.500428812,0.123398306,0.496922838,0.417098285,stochastic weights,cs
0.115887514,0.420580554,0.465297322,0.315974721,strategy pattern,cs
0.170493698,0.393787618,0.484897145,0.717388653,streaming algorithm,cs
0.339486179,0.409841094,0.515691397,0.785381364,streaming data,cs
0.575673131,0.377054257,0.307266176,0.780387832,streaming media,cs
0.552506866,0.355757075,0.356601434,0.784129465,streaming text,cs
0.249875362,0.375234127,0.5803441,0.675489065,string kernel,cs
0.417145417,0.207753395,0.67092694,0.451716921,string kernels,cs
0.056514,0.472251901,0.435667249,0.230504253,structural analysis,cs
0.085033233,0.369884677,0.420400623,0.229119094,structural induction,cs
0.108352034,0.356135217,0.469336991,0.273796054,structural pattern recognition,cs
0.162268898,0.227720862,0.326101985,0.258310788,structural recursion,cs
0.148533914,0.395818783,0.269937844,0.310060286,subject-oriented programming,cs
0.091957951,0.399923872,0.517404138,0.222909605,subrecursive hierarchies,cs
0.213710567,0.251697244,0.560088586,0.453950579,successive parabolic interpolation,cs
0.247471279,0.349587086,0.584691929,0.721892667,superscalar processor,cs
0.258887013,0.364358601,0.148907669,0.497044295,supervised feature learning,cs
0.405103758,0.33826327,0.040928467,0.505929014,supervised learning,cs
0.082930343,0.414692683,0.386666967,0.474781004,supervised learning algorithm,cs
0.158163033,0.372899741,0.218529807,0.393695694,supervised learning model,cs
0.152732501,0.370335452,0.22234853,0.36452413,supervised learning models,cs
0.115155708,0.378420207,0.338242455,0.564461786,supervised machine learning,cs
0.175775504,0.407032995,0.26702231,0.487512282,supervised method,cs
0.171346731,0.342613346,0.519317524,0.681201465,support-vector machine,cs
0.190091802,0.437869166,0.441222073,0.522747327,swarm intelligence algorithms,cs
0.24803827,0.294521153,0.525098931,0.799919259,synchronous optical networking,cs
0.183658857,0.318332395,0.326486228,0.287258189,synthetic consciousness,cs
0.073147382,0.415258076,0.537736749,0.536772719,system matrix,cs
0.238290828,0.316886703,0.401220921,0.713961548,system performance,cs
0.187425194,0.524702618,0.392874081,0.726864084,system usability scale,cs
0.180523908,0.286964348,0.449207926,0.548091252,systems architecture,cs
0.161204131,0.425286667,0.413771064,0.686870754,systems engineering,cs
0.074340733,0.414002722,0.535274096,0.263627098,systems theory,cs
0.350042799,0.313904672,0.476564509,0.494602518,table structure,cs
0.141324983,0.504012926,0.518022515,0.380209516,taxonomic databases,cs
0.464728012,0.465579542,0.391273523,0.91827035,telecommunications network,cs
0.12482336,0.403819888,0.519493733,0.468643767,temporal database,cs
0.136603566,0.403283689,0.532561838,0.479274537,temporal databases,cs
0.169349818,0.442761276,0.465357193,0.570138561,tensor product,cs
0.265423965,0.355036582,0.626301359,0.40655762,terminal node,cs
0.321128388,0.282266619,0.527029591,0.537057288,terrestrial networks,cs
0.320372871,0.415564506,0.533642432,0.642576555,text mining,cs
0.191825018,0.377840741,0.423375472,0.658452354,text processing,cs
0.141972815,0.42139377,0.459818482,0.530112427,theoretical computer science,cs
0.740894169,0.118788083,0.58288479,0.24344501,thus trees,cs
0.293344498,0.291372324,0.542171746,0.504607373,time complexity,cs
0.180750419,0.381767392,0.633327203,0.407452548,time delay neural network,cs
0.739063804,0.688281472,0.826575328,0.520009402,time delays,cs
0.453385666,0.403098763,0.603514343,0.454189689,timespace tradeoffs,cs
0.13692707,0.406756322,0.367086466,0.428901229,traditional artificial intelligence,cs
0.262132015,0.450474233,0.369809639,0.830805762,traditional computer networking,cs
0.227038278,0.245241094,0.521647015,0.279791779,traditional convolutional layers,cs
0.393468227,0.341950261,0.166906317,0.514785302,training set,cs
0.494952435,0.349325829,0.237725403,0.523515492,training time,cs
0.28046002,0.62153102,0.329828827,0.407653329,transformation rules,cs
0.555437183,0.12872631,0.687505224,0.322176724,tree contraction,cs
0.443001748,0.300326298,0.765967909,0.242484918,tree decomposition,cs
0.281391849,0.299037822,0.655408769,0.153061031,tree decompositions,cs
0.31142566,0.151719297,0.61440316,0.161065779,tree isomorphism,cs
0.038864154,0.303138526,0.640134045,0.447317523,tridiagonal matrix algorithm,cs
0.246795802,0.492512295,0.381196464,0.280699038,truth value,cs
0.208444039,0.448903948,0.437421675,0.322593646,truth value object,cs
0.153977927,0.278683703,0.643586844,0.391128715,undirected graph,cs
0.086812462,0.277649233,0.546764749,0.531410929,undirected graphical model,cs
0.136901674,0.334081284,0.278173777,0.384333618,unified modelling language,cs
0.143683139,0.397889221,0.629103758,0.358103236,uniform binary search,cs
0.062387044,0.395210988,0.633986022,0.326783744,universal approximation theorem,cs
0.304652748,0.653879218,0.827022338,0.332537193,unlabeled input data,cs
0.290709895,0.384833944,0.259371285,0.467608158,unsupervised feature learning,cs
0.444552409,0.393573668,0.284063939,0.464879303,unsupervised learning,cs
0.100572815,0.42740116,0.439813381,0.454121243,unsupervised learning algorithm,cs
0.366217716,0.448975961,0.248536948,0.876815423,user interface,cs
0.220559195,0.489685661,0.273943646,0.734358752,user interface structure,cs
0.441180272,0.657150008,0.361926032,0.546365506,user queries,cs
0.619966248,0,0.544063984,0.420883967,vague set,cs
0.240287526,0.177987166,0.641072711,0.406696551,vector field,cs
0.093051255,0.259086137,0.5794526,0.519692254,vector machine models,cs
0.112054817,0.376637359,0.582753287,0.531042969,vector optimization,cs
0.306172476,0.170305207,0.527506655,0.511165625,vector spaces,cs
0.307014513,0.350454427,0.548213521,0.464959751,vigenre cipher,cs
0.317170434,0.423934621,0.425500085,0.766583089,virtual address space,cs
0.236926841,0.262971569,0.464882492,0.860845116,virtual machine,cs
0.234019962,0.403015442,0.564294487,0.696111331,virtual memory addresses,cs
0.30967396,0.180493928,0.409262494,0.675964552,virtual reality,cs
0.352353626,0.080907411,0.420136553,0.435169266,visual objects,cs
0.159098901,0.325793231,0.305245868,0.507102001,visual programming languages,cs
0.341487719,0.443720818,0.541637455,0.919843291,web caching,cs
0.31222525,0.285995454,0.423033211,0.6571994,web design,cs
0.407312942,0.454609662,0.484617829,1,web servers,cs
0.577975508,0.204318678,0.55739538,0.213242058,weight-balanced tree,cs
0.31144028,0.442166313,0.648903408,0.890718905,wireless routing protocol,cs
0.45308053,0.307946497,0.378950592,0.798584199,world wide web,cs
0.451360007,0.401298532,0.585541058,0.821543986,zip files,cs
0.562518967,0.592586066,0.435025367,0.321909952,#NAME?,non-cs
0.298038865,0.41906617,0.873837056,0.351709535,0 - sparse graphs,non-cs
0.634413151,0.484144317,0.267237988,0.389992321,1  became important,non-cs
0.283471653,0.404539592,0.829210157,0.324682376,1 - sparse graphs,non-cs
0.277536466,0.306705234,0.544699229,0.489665146,1 - tight graphs,non-cs
0.356899899,0.202359287,0.503415249,0.437196841,1 architectural view model,non-cs
0.276022653,0.346815111,0.514031264,0.834736203,1 computer graphics system,non-cs
0.652393179,0.643893164,0.46022796,0.488120017,1973 nbs solicited private industry,non-cs
0.277952023,0.510464386,0.457940262,0.445792126,1975 distributed artificial intelligence emerged,non-cs
0.654273762,0.523226099,0.329876927,0.400495619,1987 ai magazine article,non-cs
0.183509061,0.407843867,0.528935719,0.284492821,1989 stochastic diffusion search,non-cs
0.759945942,0.382626085,0.51153011,0.557550163,1996 maiden flight,non-cs
0.660718548,0.727192752,0.516736779,0.218761485,1997 raised questions,non-cs
0.24357291,0.262344264,0.518667196,0.074092926,2 fuzzy ontology,non-cs
0.433308356,0.342015832,0.446900606,0.831305247,2000s era music reproduction technology,non-cs
0.394341859,0.456407785,0.214623909,0.547583742,2016  digital empathy,non-cs
0.527685507,0.3089896,0.48417402,0.68147626,250 million images,non-cs
0.306057105,0.391878192,0.602918542,0.719499454,257 zilog z8001 microprocessors,non-cs
0.588754274,0.471397691,0.371493654,0.551458228,264 decoders always support quarter,non-cs
0.288821336,0.291732323,0.558102258,0.487952598,3 - tight graphs,non-cs
0.178307681,0.307687007,0.573804267,0.618747473,3d coordinate system,non-cs
0.294587081,0.346559046,0.763589457,0.345981448,6 - sparse graph,non-cs
0.405906912,0.180061895,0.554699567,0.397641517,6th dimensions,non-cs
0.569481529,0.598325453,0.735764324,0.412781372,abbreviated 6nf,non-cs
0.404433848,0.378777808,0.491049067,0.457561993,absolute stability,non-cs
0.324791561,0.408497777,0.469202548,0.429559389,absolute value,non-cs
0.118882965,0.399140906,0.510372881,0.438640508,abstract data structures receive,non-cs
0.421539077,0.245847134,0.420619848,0.161682553,abstract family,non-cs
0.29553776,0.293925441,0.351500421,0.242252345,abstract family of languages,non-cs
0.093722627,0.342828027,0.447283164,0.323356869,abstract framework,non-cs
0.106870352,0.392739275,0.487369951,0.179664374,abstract interpretation consists,non-cs
0.265657191,0.476791311,0.466459787,0.130171202,abstract question,non-cs
0.737489726,0.431991682,0.20453214,0.386459691,ac  also known,non-cs
0.430501263,0.550980092,0.203615433,0.40082265,academic conference,non-cs
0.36564472,0.618788002,0.488569465,0.829916232,access control,non-cs
0.303874275,0.614821461,0.472307515,0.814555643,access control system,non-cs
0.328287596,0.674899823,0.369862773,0.750786801,access management describes,non-cs
0.243311582,0.22588158,0.550323575,0.584129995,accessing array elements,non-cs
0.725783053,0.496427199,0.160749729,0.566760521,accomplished today,non-cs
0.20901956,0.418312525,0.295824539,0.427573881,account dynamic behaviour,non-cs
0.268343095,0.648156233,0.463588365,0.407309067,accurate identification method,non-cs
0.237078967,0.584281792,0.4142546,0.16151276,accurately provide approximate answers,non-cs
0.410425921,0.527640476,0.239871381,0.369366587,achieve goals,non-cs
0.295754688,0.370628088,0.426990847,0.227255426,achieve polymorphic behavior,non-cs
0.374971042,0.454036451,0.613872409,0.407144822,achieve significant compression,non-cs
0.342236064,0.537091215,0.350025663,0.436825789,acm sigmetrics 2006,non-cs
0.47918774,0.143986662,0.4143742,0.326069809,across concrete examples,non-cs
0.44829778,0.303196428,0.404619198,0.366030028,acs comb,non-cs
0.116273211,0.398080225,0.362390849,0.209956767,acs combinatorial science,non-cs
0.213964112,0.491310674,0.329394986,0.257537062,acs combinatorial science publishes articles,non-cs
0.370954634,0.435628327,0.265283854,0.710688321,active networking allows,non-cs
0.387792854,0.42594238,0.210656805,0.564890579,active networking relates,non-cs
0.323476277,0.344629513,0.288734191,0.488131253,activities used,non-cs
0.254801687,0.544431879,0.449865134,0.195157979,actual word classification,non-cs
0.209462212,0.494854367,0.25167877,0.183665511,actually define,non-cs
0.416226741,0.171920851,0.422388718,0.407307539,actuated joints,non-cs
0.262101334,0.473069622,0.320510463,0.392077703,adaptive control,non-cs
0.128360086,0.509525484,0.314854056,0.306736402,adaptive methods,non-cs
0.135355326,0.462195917,0.370650417,0.410292072,adaptive systems,non-cs
0.475716679,0.278752707,0.674372549,0.417541076,add two numbers,non-cs
0.5401754,0.236650824,0.47389865,0.480835781,added together,non-cs
0.595441208,0.280942972,0.506103757,0.514356892,adding edges,non-cs
0.716562939,0.170816733,0.494387692,0.517834398,adding two n,non-cs
0.63573233,0.57508236,0.921927107,0.768995763,additional storage much less,non-cs
0.405844226,0.502219393,0.275444869,0.344135007,additionally requires,non-cs
0.532766249,0.750228192,0.49592967,0.542233909,additive guarantee,non-cs
0.326078702,0.422537184,0.309115271,0.369426866,address complex real,non-cs
0.162224334,0.438172371,0.467603906,0.723770226,address windowing extensions coding example,non-cs
0.378038797,0.64764771,0.383429842,0.345834652,addressing various design concerns,non-cs
0.705659393,0.327260159,0.485959198,0.420146877,adele cutler,non-cs
0.412104898,0.670274501,0.250487612,0.250396297,adjacency list describes,non-cs
0.363534666,0.736640669,0.280754869,0.276559167,adjacency list representation,non-cs
0.27560701,0.61404549,0.326581899,0.287954041,adjacency list uses,non-cs
0.437516339,0.19583614,0.625642936,0.3403952,adjacent layers,non-cs
0.187914651,0.637192233,0.510820143,0.142653748,adjusted significance testing,non-cs
0.244433031,0.398027523,0.377873675,0.509605338,admit functional extension,non-cs
0.501039174,0.525611259,0.331524201,0.639048648,advantage made possible,non-cs
0.431529181,0.473719177,0.516040206,0.152777508,adversely affect,non-cs
0.49746826,0.457967925,0.271969961,0.496885838,advertising  proceedings,non-cs
0.177451898,0.344172043,0.507592458,0.557707169,affect digital circuits,non-cs
0.618421692,0.607239667,0.598444171,0.203423017,affected differently,non-cs
0.060128361,0.44873069,0.454175493,0.523901316,agile database modeling technique suited,non-cs
0.413965082,0.399947465,0.475554056,0.625194877,alarm signal used,non-cs
0.698126941,0.478553555,0.536020862,0.443309336,alexander stepanov,non-cs
0.041433942,0.462026234,0.388095885,0.435059553,algorithm design technique,non-cs
0.196527278,0.403148038,0.470766406,0.476248672,algorithm repeatedly,non-cs
0.338600664,0.465925101,0.57377549,0.516632046,algorithm still performs well,non-cs
0.031996861,0.450967296,0.463364854,0.503850046,algorithms based,non-cs
0.190581313,0.522816855,0.57760632,0.445319606,algorithms for recovery and isolation exploiting semantics,non-cs
0.212805872,0.528805661,0.429676381,0.770718551,algorithms run online,non-cs
0.69034607,0.339393183,0.250233177,0.468908507,allen newell,non-cs
0.569092431,0.577255667,0.456473357,0.610361699,allow reuse,non-cs
0.548176879,0.339169233,0.151966944,0.569975981,allowing designers,non-cs
0.610047186,0.160026294,0.479460775,0.39899459,allows elements,non-cs
0.58240239,0.215134502,0.178583689,0.418576352,allows self,non-cs
0.14679045,0.405688139,0.591989565,0.304678974,allows simple statistical association,non-cs
0.479705926,0.484094668,0.269057044,0.88544968,allows users,non-cs
0.317075354,0.480688333,0.927478398,0.781971822,almost lossless data compression,non-cs
0.274179273,0.47551608,0.443495632,0.348488914,alphabet substitution ciphers,non-cs
0.608366507,0.311276473,0.368998992,0.373041885,also called,non-cs
0.398574084,0.29546556,0.57890159,0.04177935,also called alethic possibility,non-cs
0.544956692,0.496511342,0.545814699,0.338473356,also called crossing dependencies,non-cs
0.185945223,0.472242034,0.428796377,0.604465188,also called decentralized artificial intelligence,non-cs
0.125075507,0.491123682,0.479999139,0.188783505,also called latent semantic analysis,non-cs
0.493894182,0.286046087,0.248145543,0.312581195,also called mutual recursion,non-cs
0.394210791,0.147880575,0.646756356,0.407802563,also cluster objects,non-cs
0.674027857,0.718050065,0.452739172,0.206610724,also concerned,non-cs
0.493858158,0.441754188,0.194755172,0.265380727,also discussed,non-cs
0.483849156,0.432090012,0.303128204,0.444498591,also early work,non-cs
0.467428249,0.42000674,0.348853553,0.911769265,also enabled,non-cs
0.714185276,0.409878721,0.358455244,0.530687887,also extended,non-cs
0.128914926,0.405165325,0.50587128,0.50336711,also implement boolean logic,non-cs
0.678618644,0.403849227,0.252080883,0.370168677,also known,non-cs
0.097345823,0.396465546,0.625631904,0.403643732,also many approximation algorithms,non-cs
0.454987893,0.523604076,0.326167735,0,also pondered,non-cs
0.620676142,0.350772947,0.426351878,0.418109455,also reveal,non-cs
0.183303567,0.60005662,0.319367094,0.629422958,also software design specification,non-cs
0.677806326,0.539327396,0.171446355,0.565098979,also support,non-cs
0.079637408,0.316689605,0.619905009,0.430053303,also symmetric boolean functions,non-cs
0.487078251,0.345263363,0.404637623,0.657177776,also use,non-cs
0.48182075,0.314089487,0.430474486,0.598408811,also used,non-cs
0.494206283,0.304016078,0.304429221,0.526061207,also used extensively,non-cs
0.508214557,0.650786175,0.439794628,0.4879597,also verified,non-cs
0.461635338,0.094745144,0.34592443,0.417535029,also visually,non-cs
0.654249846,0.620150561,0.867025673,0.587863923,altered product,non-cs
0.377847853,0.278231964,0.210854642,0.424237343,alternative leisure actives,non-cs
0.304172984,0.42972234,0.496860845,0.214614116,alternative scenarios,non-cs
0.317255168,0.430026946,0.470951805,0.152249537,alternative terms,non-cs
0.178862266,0.510753623,0.619868735,0.383434131,alternatively spelled optimisation,non-cs
0.34941463,0.338402075,0.353247862,0.693396634,although efficient,non-cs
0.299601155,0.237217789,0.527888253,0.421400592,although imaging,non-cs
0.721662075,0.334703252,0.554611383,0.42019388,although many,non-cs
0.554368025,0.002540486,0.635002822,0.329405428,although objects,non-cs
0.38899257,0.070703323,0.459585315,0.344643318,although sequences,non-cs
0.428451394,0.171529164,0.321073642,0.606218788,although using,non-cs
0.622495193,0.316948515,0.24681987,0.635981765,always produces,non-cs
0.753012872,0.288947264,0.282546974,0.556787074,always show,non-cs
0.371677919,0.317190487,0.440053638,0.716542568,always simplified,non-cs
0.217503502,0.436775075,0.268766642,0.359771026,ambient intelligence environment,non-cs
0.248187332,0.499795774,0.421545985,0.552988431,ambient intelligence would allow devices,non-cs
0.420803984,0.485432192,0.332431034,0.328021462,american statistician,non-cs
0.493609979,0.277014207,0.652486801,0.40766336,amino acids occupying,non-cs
0.75943314,0.358434297,0.245264659,0.41119918,among others,non-cs
0.131317991,0.327444841,0.531434238,0.523919079,amplitude integrated electroencephalography,non-cs
0.558294147,0.400556486,0.447487909,0.209424366,analog sources,non-cs
0.498290037,0.263407796,0.368676313,0.190644948,analogous example,non-cs
0.227036605,0.729937647,0.478257959,0.483985527,analyze data requirements needed,non-cs
0.312164659,0.519446641,0.51916419,0.278622281,analyzing primary biodiversity data,non-cs
0.400967072,0.523186452,0.283001251,0.17651616,analyzing relationships,non-cs
0.543123513,0.263696475,0.271093538,0.362793926,anchor modeling,non-cs
0.613609664,0.185007271,0.46033015,0.254729601,ancient chinese figures,non-cs
0.783605269,0.258476206,0.371154117,0.447326464,andrea walker,non-cs
0.699948278,0.385734303,0.471755103,0.334956853,andreas zwinkau,non-cs
0.7523453,0.408755259,0.38523654,0.385208875,andrew colin,non-cs
0.7347508,0.439703247,0.367438116,0.487463106,andrew donald booth,non-cs
0.374957882,0.432562697,0.217033556,0.312749531,annual acm symposium,non-cs
0.170818732,0.423736717,0.402536997,0.513979199,another area within affective computing,non-cs
0.606804813,0.302072465,0.400007484,0.332348232,another challenge,non-cs
0.660729035,0.221066507,0.49947341,0.426329811,another direction,non-cs
0.490047977,0.429015806,0.18068773,0.324396619,another discipline,non-cs
0.578432239,0.315975092,0.373237537,0.33872699,another example,non-cs
0.548522849,0.305060901,0.39188926,0.595242878,another feature,non-cs
0.511272468,0.329955794,0.351710948,0.427002119,another form,non-cs
0.316153852,0.30867352,0.495457191,0.573990297,another function,non-cs
0.509542625,0.458888434,0.635106836,0.066897089,another possible distinction,non-cs
0.569293594,0.41521994,0.409730464,0.338263424,another reason,non-cs
0.473952676,0.503702336,0.442363544,0.335885685,another use case,non-cs
0.507187237,0.336296319,0.496340586,0.370157217,another value,non-cs
0.291799057,0.56729316,0.260779744,0.215950238,answer given,non-cs
0.57249042,0.653955047,0.376911225,0.315693825,answer returned,non-cs
0.426210919,0.434846155,0.721479454,0.190860354,apparent randomness,non-cs
0.436865425,0.617876097,0.49060284,0.490835534,applicable jurisdiction,non-cs
0.562009684,0.546963542,0.126326594,0.427737738,applications  school,non-cs
0.58666838,0.772940339,0.413365136,0.358363188,applications demanded,non-cs
0.495406118,0.554811221,0.29169088,0.398653683,applications including,non-cs
0.470259444,0.492592933,0.523824415,0.716466926,applications including industrial production lines,non-cs
0.490388736,0.80972563,0.356756978,0.377319188,applications requiring,non-cs
0.196671912,0.474459325,0.167582141,0.344427133,applying certain formal techniques,non-cs
0.344784127,0.496873873,0.225169893,0.261342457,appropriate convergence check,non-cs
0.35925233,0.384536541,0.225608211,0.435684418,appropriate format,non-cs
0.513872305,0.740939293,0.773388385,0.573979836,appropriately restricted resources,non-cs
