PCA Untuned 0,PCA Untuned 1,PCA Untuned 2,PCA Untuned 3,phrase,label
0.362458948,0.23583199,0.518458776,0.228474412,visual objects,cs
0.650064554,0.246983682,0.414287211,0.398696596,visual programming languages,cs
0.664161465,0.309459847,0.38979808,0.255804676,web caching,cs
0.778609298,0.227751856,0.393564734,0.371424369,web design,cs
0.751284677,0.245731962,0.424798035,0.405825353,web servers,cs
0.275028983,0.366888829,0.456878059,0.63719158,weight-balanced tree,cs
0.612648031,0.342235933,0.386036698,0.488135095,wireless routing protocol,cs
0.692285953,0.247251664,0.411839222,0.27890461,world wide web,cs
0.54834365,0.393078966,0.341663607,0.340534847,zip files,cs
0.451733862,0.439619041,0.292507179,0.224589123,#NAME?,non-cs
0.456341964,0.966385957,0.373936845,0.617817306,0 - sparse graphs,non-cs
0.255216801,0.280039313,0.450652817,0.341091522,1  became important,non-cs
0.489623526,0.848648917,0.374997346,0.671923368,1 - sparse graphs,non-cs
0.343698768,0.725723692,0.608557726,0.517321332,1 - tight graphs,non-cs
0.505734052,0.516982321,0.026606702,0.516018374,1 architectural view model,non-cs
0.639213053,0.585197747,0.151932213,0.634006362,1 computer graphics system,non-cs
0.660430033,0.5326188,0.215329391,0.480025553,1973 nbs solicited private industry,non-cs
0.739866231,0.455651714,0.337547155,0.520425442,1975 distributed artificial intelligence emerged,non-cs
0.739459481,0.357250787,0.221952633,0.423133072,1987 ai magazine article,non-cs
0.673616698,0.484199481,0.261139185,0.290715601,1989 stochastic diffusion search,non-cs
0.492836589,0.406083588,0.186436693,0.303590722,1996 maiden flight,non-cs
0.4412208,0.462146545,0.449994603,0.100807988,1997 raised questions,non-cs
0.46062015,0.584638211,0.297077978,0.381166605,2 fuzzy ontology,non-cs
0.558268838,0.402040549,0.396556384,0.478600474,2000s era music reproduction technology,non-cs
0.586824189,0.38786499,0.274580172,0.440226976,2016  digital empathy,non-cs
0.549524094,0.456977616,0.38843225,0.443799873,250 million images,non-cs
0.92427688,0.506621087,0.384594811,0.658758087,257 zilog z8001 microprocessors,non-cs
0.36384824,0.26612027,0.397297491,0.733585947,264 decoders always support quarter,non-cs
0.35207053,0.714116195,0.65435171,0.472936663,3 - tight graphs,non-cs
0.522211605,0.364326935,0.358325095,0.383412796,3d coordinate system,non-cs
0.465680108,0.859490274,0.449197224,0.677495688,6 - sparse graph,non-cs
0.366567447,0.484818162,0.267843887,0.357719099,6th dimensions,non-cs
0.340040033,0.424913129,0.271819523,0.318641554,abbreviated 6nf,non-cs
0.030223479,0.265403021,0.338756477,0.852435427,absolute stability,non-cs
0.099275781,0.258142707,0.223519577,0.571241596,absolute value,non-cs
0.60252723,0.671008515,0.420253539,0.274441903,abstract data structures receive,non-cs
0.413753612,0.807938967,0.251863865,0.305212511,abstract family,non-cs
0.542813803,0.789827672,0.432735533,0.287211516,abstract family of languages,non-cs
0.390713454,0.845516129,0.435667399,0.309329052,abstract framework,non-cs
0.340265955,0.863394888,0.464298116,0.294830941,abstract interpretation consists,non-cs
0.290546366,0.876899827,0.504102856,0.315618166,abstract question,non-cs
0.255450314,0.324866774,0.253152027,0.246850951,ac  also known,non-cs
0.708326211,0.266419513,0.234822014,0.425589761,academic conference,non-cs
0.493624782,0.299404588,0.332197853,0.186620526,access control,non-cs
0.511047375,0.301967857,0.31443872,0.152066617,access control system,non-cs
0.631144653,0.270206305,0.265147933,0.236183922,access management describes,non-cs
0.672664684,0.220551714,0.339179349,0.237733444,accessing array elements,non-cs
0.150163737,0.188985162,0.204124371,0.485119849,accomplished today,non-cs
0.456613125,0.22329466,0.45346249,0.244167444,account dynamic behaviour,non-cs
0.154609463,0.145482887,0.552827223,0.783912866,accurate identification method,non-cs
0.202831891,0.268130715,0.432439405,0.773637573,accurately provide approximate answers,non-cs
0.241306361,0.018291493,0.486780518,0.378173851,achieve goals,non-cs
0.427128659,0.456432644,0.512622695,0.264485543,achieve polymorphic behavior,non-cs
0.242507602,0.164928577,0.61503174,0.343262232,achieve significant compression,non-cs
0.522749763,0.481410995,0.079209772,0.37262961,acm sigmetrics 2006,non-cs
0.473044505,0.366187631,0.308063431,0.328091838,across concrete examples,non-cs
0.454476074,0.364281115,0.155329827,0.310887203,acs comb,non-cs
0.729701005,0.326159108,0.327519848,0.379166304,acs combinatorial science,non-cs
0.789682122,0.298907904,0.381007635,0.312375937,acs combinatorial science publishes articles,non-cs
0.377146597,0.029185339,0.609804378,0.619978278,active networking allows,non-cs
0.443782066,0.047458372,0.49692072,0.392739767,active networking relates,non-cs
0.354084076,0.192488048,0.500719193,0.157643681,activities used,non-cs
0.293811852,0.341819335,0.153704225,0.457492716,actual word classification,non-cs
0.191344426,0.189158579,0.215816438,0.287285597,actually define,non-cs
0.38672452,0.335854222,0.41078858,0.304096639,actuated joints,non-cs
0.356160066,0.293025844,0.404781016,0.280015229,adaptive control,non-cs
0.352298915,0.337481129,0.399373836,0.236227685,adaptive methods,non-cs
0.313929746,0.278802977,0.444107857,0.246454326,adaptive systems,non-cs
0.463951578,0.413337772,0.236903056,0.275343291,add two numbers,non-cs
0.284346438,0.259031265,0.247051778,0.19068248,added together,non-cs
0.362384684,0.287865907,0.382485223,0.162637962,adding edges,non-cs
0.330045117,0.452622577,0.170022406,0.218100287,adding two n,non-cs
0.229651928,0.823481522,0.451462606,0.612707082,additional storage much less,non-cs
0.297573742,0.374251453,0.549699654,0.047812522,additionally requires,non-cs
0.315612915,0.481104593,0.167184252,0.353583654,additive guarantee,non-cs
0.470206317,0.378126138,0.594262236,0.21463064,address complex real,non-cs
0.757902238,0.264615055,0.303692831,0.268310994,address windowing extensions coding example,non-cs
0.576493741,0.24425076,0.629512592,0.129011387,addressing various design concerns,non-cs
0.418199397,0.44422557,0.078523075,0.370215637,adele cutler,non-cs
0.47231487,0.346407013,0.207556854,0.169675767,adjacency list describes,non-cs
0.500753968,0.352319152,0.232995838,0.171675765,adjacency list representation,non-cs
0.49679774,0.383309243,0.24164218,0.172814553,adjacency list uses,non-cs
0.21525986,0.241947441,0.489261445,0.1950482,adjacent layers,non-cs
0.466740293,0.31675674,0.262997426,0.249059328,adjusted significance testing,non-cs
0.363589704,0.136682294,0.312537254,0.283194634,admit functional extension,non-cs
0.122095151,0.160194407,0.589958328,0.552981618,advantage made possible,non-cs
0.299755379,0.62686635,0.786518766,0.09867778,adversely affect,non-cs
0.588278815,0.310957394,0.270349547,0.182210439,advertising  proceedings,non-cs
0.719846347,0.570279571,0.549080501,0.331370756,affect digital circuits,non-cs
0.324081068,0.689751315,0.812488238,0.080223532,affected differently,non-cs
0.523525505,0.197039198,0.570982163,0.757113302,agile database modeling technique suited,non-cs
0.496094857,0.363788381,0.474984708,0.245553559,alarm signal used,non-cs
0.3970939,0.446922872,0.160074849,0.211098144,alexander stepanov,non-cs
0.85553353,0.295544297,0.439022662,0.446410753,algorithm design technique,non-cs
0.479608311,0.2971129,0.63851485,0.27274807,algorithm repeatedly,non-cs
0.175158787,0.224983618,0.598343027,0.916088638,algorithm still performs well,non-cs
0.671178136,0.337145672,0.481210516,0.362800966,algorithms based,non-cs
0.692388009,0.381861359,0.459720409,0.441007851,algorithms for recovery and isolation exploiting semantics,non-cs
0.811967183,0.297454582,0.602562813,0.489818865,algorithms run online,non-cs
0.372414622,0.408358168,0.163234937,0.274158699,allen newell,non-cs
0.300664804,0.248156146,0.301624036,0.34878103,allow reuse,non-cs
0.414463453,0.063591943,0.371559836,0.473987127,allowing designers,non-cs
0.239083275,0.178751801,0.34291792,0.380239671,allows elements,non-cs
0.185743583,0.322209247,0.187638435,0.452587797,allows self,non-cs
0.22068742,0.436816695,0.267627263,0.899437285,allows simple statistical association,non-cs
0.280150641,0.120422851,0.430452638,0.507797358,allows users,non-cs
0.305101131,0.78582133,0.512433118,0.703262813,almost lossless data compression,non-cs
0.630715659,0.536091984,0.370645584,0.223199396,alphabet substitution ciphers,non-cs
0.196283305,0.307985785,0.215931207,0.203410227,also called,non-cs
0.366885326,0.40827805,0.221013981,0.335084483,also called alethic possibility,non-cs
0.396144909,0.323777718,0.271948526,0.212644278,also called crossing dependencies,non-cs
0.629579717,0.498939377,0.407688914,0.683054359,also called decentralized artificial intelligence,non-cs
0.485094129,0.442826764,0.312962761,0.232626305,also called latent semantic analysis,non-cs
0.316907142,0.38192253,0.240358498,0.222274627,also called mutual recursion,non-cs
0.452096343,0.398245492,0.51341498,0.291676378,also cluster objects,non-cs
0.218427355,0.442117714,0.702937411,0.09438654,also concerned,non-cs
0.270903798,0.199183805,0.377176569,0.198342306,also discussed,non-cs
0.281443202,0.275319601,0.323128017,0.24044236,also early work,non-cs
0.241529766,0.069295489,0.468099438,0.499261865,also enabled,non-cs
0.122567861,0.185927368,0.458345972,0.194689135,also extended,non-cs
0.755552808,0.474160594,0.468778427,0.483696356,also implement boolean logic,non-cs
0.137992445,0.257806055,0.265627945,0.24100898,also known,non-cs
0.592039668,0.274939671,0.724869732,0.428246367,also many approximation algorithms,non-cs
0.281543833,0.316079706,0.518272407,0.206327683,also pondered,non-cs
0.282493263,0.207241466,0.335924738,0.207616366,also reveal,non-cs
0.818511196,0.228192749,0.406572814,0.476595898,also software design specification,non-cs
0.079615205,0.099936089,0.436766231,0.480998208,also support,non-cs
0.49324436,0.554701984,0.441424966,0.556478979,also symmetric boolean functions,non-cs
0.200612637,0.234094088,0.352111623,0.233694193,also use,non-cs
0.160716702,0.25273278,0.406212347,0.285209532,also used,non-cs
0.183609811,0.141727703,0.756046379,0.289732703,also used extensively,non-cs
0.146292109,0.161375321,0.323846894,0.579165136,also verified,non-cs
0.176067619,0.193232706,0.446588217,0.371762439,also visually,non-cs
0.470614184,0.635164935,0.641803535,0.145385989,altered product,non-cs
0.315411148,0.374809934,0.35276261,0.356557743,alternative leisure actives,non-cs
0.269905417,0.443263735,0.621284561,0.193336563,alternative scenarios,non-cs
0.269148984,0.505965356,0.544565607,0.10685286,alternative terms,non-cs
0.38967237,0.535334265,0.429740994,0.255945907,alternatively spelled optimisation,non-cs
0.027623535,0.328212524,0.586274225,0.752437385,although efficient,non-cs
0.23466371,0.469589293,0.335745104,0.267138533,although imaging,non-cs
0.138424008,0.426963645,0.664016654,0.220492526,although many,non-cs
0.211105067,0.479738529,0.516452522,0.235191794,although objects,non-cs
0.186708912,0.540407868,0.395699858,0.236218417,although sequences,non-cs
0.194822867,0.405877476,0.291649854,0.230445316,although using,non-cs
0.118183294,0.186811573,0.372223557,0.444576743,always produces,non-cs
0.071458245,0.121192369,0.421726819,0.480368777,always show,non-cs
0.148065164,0.623772599,0.288778012,0.763676835,always simplified,non-cs
0.652125139,0.296079137,0.381998222,0.500292253,ambient intelligence environment,non-cs
0.500814055,0.175910543,0.482805751,0.546497617,ambient intelligence would allow devices,non-cs
0.554689318,0.478105282,0.15880524,0.369960419,american statistician,non-cs
0.57624395,0.425686317,0.323121331,0.244980897,amino acids occupying,non-cs
0.215295696,0.337159441,0.55233158,0.172272355,among others,non-cs
0.649774417,0.391105768,0.317504074,0.353175483,amplitude integrated electroencephalography,non-cs
0.439996337,0.771210645,0.250686519,0.415432679,analog sources,non-cs
0.187696002,0.11766635,0.306723558,0.404282554,analogous example,non-cs
0.670880002,0.214121598,0.542759357,0.276205607,analyze data requirements needed,non-cs
0.647540911,0.278044017,0.2205735,0.3775259,analyzing primary biodiversity data,non-cs
0.548813786,0.371265491,0.46213873,0.283576013,analyzing relationships,non-cs
0.452385424,0.271591573,0.136977763,0.301836302,anchor modeling,non-cs
0.469266111,0.524823022,0.343516067,0.470049678,ancient chinese figures,non-cs
0.421917178,0.437618204,0.215204975,0.28137796,andrea walker,non-cs
0.421636781,0.484090267,0.139964597,0.285057307,andreas zwinkau,non-cs
0.375012732,0.442342327,0.155276641,0.190016599,andrew colin,non-cs
0.431272022,0.46616971,0.097798285,0.256758293,andrew donald booth,non-cs
0.591295123,0.336091664,0.225737237,0.331459298,annual acm symposium,non-cs
0.686128109,0.343869733,0.691599599,0.36298574,another area within affective computing,non-cs
0.279497973,0.418258089,0.607732866,0.123829185,another challenge,non-cs
0.26424301,0.575815656,0.494607022,0.1276857,another direction,non-cs
0.329166223,0.525473591,0.525382329,0.136061862,another discipline,non-cs
0.290850742,0.389105788,0.449417449,0.150089591,another example,non-cs
0.284953759,0.399714589,0.625393021,0.139302626,another feature,non-cs
0.291346408,0.531971521,0.502960741,0.117854241,another form,non-cs
0.340148359,0.482738487,0.575199912,0.143561746,another function,non-cs
0.254472512,0.341335361,0.658894233,0.166983605,another possible distinction,non-cs
0.269282289,0.391623814,0.633593148,0.158149444,another reason,non-cs
0.362008241,0.482151984,0.497111572,0.129455281,another use case,non-cs
0.264092501,0.482140455,0.558105567,0.175033465,another value,non-cs
0.230097195,0.192504253,0.183617959,0.288536046,answer given,non-cs
0.219835354,0.167291422,0.258623128,0.381929165,answer returned,non-cs
0.263273842,0.916527333,0.61167198,0.361606291,apparent randomness,non-cs
0.250878566,0.187437585,0.23275233,0.282352644,applicable jurisdiction,non-cs
0.629921286,0.316985566,0.192027248,0.279828171,applications  school,non-cs
0.412508881,0.330031275,0.592518824,0.060382753,applications demanded,non-cs
0.4206835,0.121062711,0.485096609,0.186709262,applications including,non-cs
0.751520457,0.198851967,0.485779375,0.341382593,applications including industrial production lines,non-cs
0.399545173,0.322516736,0.591848175,0.029816728,applications requiring,non-cs
0.395756172,0.206635991,0.387124049,0.324656788,applying certain formal techniques,non-cs
0.328376876,0.175513292,0.281714101,0.333195824,appropriate convergence check,non-cs
0.10889013,0.105209661,0.449231932,0.398039943,appropriate format,non-cs
0.163963985,0.732827073,0.519606961,0.528775172,appropriately restricted resources,non-cs
0.480011947,0.479445019,0.251024677,0.488947687,approximate inference methods make,non-cs
0.272270639,0.263348971,0.407335376,0.595460984,approximate optimal solutions,non-cs
0.550520359,0.309588014,0.674183902,0.347012419,approximation algorithms crucially involves,non-cs
0.531623746,0.235865196,0.634388645,0.550599363,approximation algorithms naturally arise,non-cs
0.402913169,0.737020304,0.65017812,0.220687901,arbitrary item insertions,non-cs
0.129118562,0.35718051,0.465865404,0.277933294,area distinct,non-cs
0.456924944,0.199332915,0.474431124,0.188615041,areas draws ideas,non-cs
0.556405563,0.481463731,0.273936316,0.380502961,ariane 5 rocket,non-cs
0.566088087,0.387611296,0.633508916,0.266648493,armoured combat vehicles,non-cs
0.396571312,0.301287037,0.18614349,0.250443112,arranged listing,non-cs
0.601311065,0.332401578,0.215577788,0.24977049,array model used,non-cs
0.362562762,0.335570885,0.344960727,0.218693608,array whose size,non-cs
0.201091648,0.165649203,0.396991072,0.269939178,arrive continuously,non-cs
0.437896269,0.300465504,0.436128156,0.201805111,art work,non-cs
0.444387706,0.290546261,0.25748072,0.17876405,article deals,non-cs
0.432217543,0.269888012,0.174730698,0.1596949,article published,non-cs
0.587033949,0.690523347,0.558180777,0.331174175,artificial consciousness concepts,non-cs
0.785666112,0.526353239,0.631303959,0.485638076,artificial intelligence concerned,non-cs
0.916777615,0.373373668,0.518908155,0.589910774,artificial intelligence laboratory,non-cs
0.901645914,0.343760399,0.583702034,0.581196574,artificial intelligence research dedicated,non-cs
0.335723228,0.260200696,0.481777049,0.295796406,artistic purposes,non-cs
0.303803284,0.503809616,0.275198799,0.191316844,ary versions,non-cs
0.558936679,0.430822783,0.186641629,0.270928212,asimovs three laws,non-cs
0.30601266,0.278629411,0.281523302,0.196480534,aspect focus,non-cs
0.809207442,0.347124822,0.403971615,0.533254031,asr  computer speech recognition,non-cs
0.374359252,0.298553131,0.303914331,0.154457627,assessing current,non-cs
0.168225369,0.113656237,0.156363394,0.412494051,assigned exactly,non-cs
0.527257244,0.310091294,0.297363977,0.306147192,assigning local automatic variables,non-cs
0.39554646,0.208276949,0.422147572,0.177117413,associated data,non-cs
0.285548897,0.281137697,0.452372421,0.106152515,associated phenomenon,non-cs
0.284292881,0.261801871,0.294108979,0.140117235,associated view,non-cs
0.389488033,0.305413106,0.198961015,0.135035405,assuming elements,non-cs
0.459372459,0.417943864,0.378186956,0.158305821,asymptotic analysis,non-cs
0.459741417,0.431614808,0.554270517,0.171696546,asynchronous loading,non-cs
0.469960395,0.373101094,0.473987962,0.082437405,attack using,non-cs
0.550615523,0.447858677,0.475887956,0.268914549,attacks originally used words found,non-cs
0.278305973,0.148466292,0.438598953,0.372349419,audio every time,non-cs
0.453758636,0.265648109,0.403291092,0.560174853,audio normalization exist,non-cs
0.584831369,0.583323575,0.684042798,0.215811331,augmented reality alters one,non-cs
0.479192949,0.238590137,0.157373887,0.124631991,authors define,non-cs
0.352628633,0.458936601,0.374161219,0.182986864,authors later,non-cs
0.438783127,0.278149958,0.225790591,0.200487477,authors use,non-cs
0.612362864,0.714957232,0.693852723,0.267326333,automata theory differed,non-cs
0.727461455,0.235458608,0.311563751,0.349535651,automata theory emerged,non-cs
0.433555086,0.371918071,0.345763379,0.537196616,automatic programming,non-cs
0.283883008,0.320076375,0.358905259,0.549863729,automatic solutions,non-cs
0.445455886,0.269050186,0.349944679,0.42778511,automatically analyzing time,non-cs
0.093877713,0.317128031,0.19500671,0.608990956,automatically keeps,non-cs
0.3203005,0.139016396,0.370940504,0.42629753,automatically updated whenever,non-cs
0.535748078,0.318032038,0.368300765,0.298702939,automobile adapted,non-cs
0.186540299,0.231618446,0.508989063,0.324655237,available alternatives,non-cs
0.208226331,0.637860307,0.261265507,0.709771727,average case analysis,non-cs
0.346503628,0.828040096,0.471076628,0.394121033,avoid circumventing,non-cs
0.499967763,0.825474311,0.452544617,0.506762529,avoid data anomalies,non-cs
0.266335704,0.57422864,0.55249974,0.590209956,avoiding problematic issues,non-cs
0.278317967,0.210010659,0.53860759,0.410077241,awe regions could therefore,non-cs
0.38160926,0.538030313,0.181126578,0.266792781,backward euler method follows,non-cs
0.617427242,0.34124588,0.36544774,0.350500701,bacterial growth,non-cs
0.319791886,0.829729158,0.84729534,0.259299814,bad behavior,non-cs
0.377394072,0.34995869,0.18914667,0.288476497,balance scale,non-cs
0.255770298,0.332279337,0.333204444,0.634247628,balanced tree,non-cs
0.401029225,0.378088319,0.14733464,0.506294912,balanced trees t1,non-cs
0.714226217,0.480434186,0.270856228,0.444148489,balancing binary search tree,non-cs
0.715468343,0.556586545,0.302728314,0.477868496,balancing binary search trees,non-cs
0.636627934,0.405691115,0.33654465,0.338108936,banking application may,non-cs
0.52200429,0.333678512,0.066730371,0.21047024,bar induction,non-cs
0.519623598,0.439003762,0.262754225,0.168777493,bar recursion,non-cs
0.495289544,0.400449917,0.176322084,0.291144696,base sixteen,non-cs
0.343433371,0.445342648,0.108419321,0.339019781,base ten,non-cs
0.338801827,0.455659337,0,0.253238694,base two,non-cs
0.64493555,0.563363382,0.215798977,0.460445419,based binary search tree,non-cs
0.642974358,0.436736836,0.882041368,0.227353014,based clustering produces complex models,non-cs
0.254600034,0.324280701,0.315226825,0.359797371,based conclusions,non-cs
0.73780315,0.572869171,0.46355598,0.468968936,based cryptography,non-cs
0.50012548,0.513237966,0.42812661,0.397634219,based encryption,non-cs
0.302326968,0.271384138,0.266223243,0.390118661,based implementations,non-cs
0.486795081,0.249483948,0.392494764,0.426048592,based learning,non-cs
0.702070483,0.288947905,0.506316862,0.440766849,based learning algorithms,non-cs
0.858545084,0.241780322,0.523607992,0.569350112,based machine learning systems inspired,non-cs
0.397060759,0.405101163,0.228717213,0.326005003,based sampling,non-cs
0.444532344,0.34103142,0.320783343,0.338699143,based sound recording,non-cs
0.399710647,0.433281507,0.17823599,0.576704651,basic building block,non-cs
0.103026047,0.376256901,0.16066468,0.590977611,basic form,non-cs
0.197891079,0.396291898,0.149066277,0.493178694,basic form uses,non-cs
0.52279428,0.455958022,0.270546229,0.658771197,basic numerical methods,non-cs
0.345007443,0.297150785,0.143872159,0.365363558,basic theory,non-cs
0.171341182,0.43064299,0.171871963,0.487210862,basic units,non-cs
0.346075679,0.318368875,0.101234151,0.193904447,basis set,non-cs
0.61053041,0.22369638,0.435566943,0.389935928,bayesian network could represent,non-cs
0.544929771,0.284016308,0.241947696,0.246943855,beam propagation method,non-cs
0.320750658,0.333127486,0.184288135,0.601593228,bearer-independent call control,non-cs
0.105269707,0.104601875,0.527616922,0.583266532,become common practice,non-cs
0.143686074,0.13013864,0.582852286,0.482970102,become useful,non-cs
0.216868209,0.268327469,0.679794093,0.142243737,becomes necessary,non-cs
0.229625264,0.236661384,0.816986641,0.167400481,becoming increasingly important,non-cs
0.59296902,0.403448692,0.366568761,0.433794347,bee colonies,non-cs
0.188243667,0.653897275,0.666112702,0.32221472,behaving unpredictably,non-cs
0.694963871,0.380202197,0.473334142,0.358015439,behavioral neuroscientists,non-cs
0.314322276,0.339146715,0.128329901,0.20793852,bellet et al,non-cs
0.393894042,0.278491446,0.188603699,0.333982339,benefit analysis,non-cs
0.052638636,0.303420217,0.417085612,0.629059459,best element,non-cs
0.086186341,0.261649821,0.331841609,0.556532351,best example,non-cs
0.130394562,0.189721926,0.41794952,0.623982099,best frameworks,non-cs
0.079394298,0.219676166,0.442921791,0.672780619,best possible solution,non-cs
0.394167686,0.454608086,0.197061857,0.218170852,betty holberton,non-cs
0.222314291,0.635234899,0.388863057,0.196760725,beyond compare,non-cs
0.279169229,0.503142059,0.269293451,0.250376862,beyond np,non-cs
0.43618457,0.404480536,0.29207613,0.371855671,biconjugate gradient stabilized method,non-cs
0.129287228,0.227059439,0.717976382,0.246482654,big number,non-cs
0.596640525,0.817599456,0.23406079,0.419149854,binary arithmetic terminate,non-cs
0.784343316,0.60626292,0.278672621,0.51811837,binary arithmetic using electronic relays,non-cs
0.630711934,0.607719859,0.402802422,0.372555383,binary space partitioning arose,non-cs
0.258616864,0.341936146,0.535589273,0.679536679,binary splitting lends well,non-cs
0.591617593,0.534460824,0.501072651,0.374732335,binary splitting may render,non-cs
0.668340522,0.517251886,0.345750919,0.248075281,biodiversity informatics contrasts,non-cs
0.547873373,0.291523299,0.547169991,0.448960426,biodiversity informatics may also,non-cs
0.56202731,0.290442292,0.267690504,0.411934355,biodiversity information,non-cs
0.388893897,0.337361869,0.534280094,0.330969605,bird flocking,non-cs
0.68215841,0.363708475,0.263391004,0.323782904,bit central processing unit,non-cs
0.837716574,0.32135073,0.340202926,0.387333588,bit instruction set architecture,non-cs
0.52394473,0.419355898,0.391523395,0.203742481,bit slicing made,non-cs
0.543868015,0.408700888,0.413400529,0.55566471,bitwise operation operates,non-cs
0.400392702,0.80489326,0.610806673,0.232494551,black box,non-cs
0.353836144,0.366468622,0.186585554,0.198684136,bloch representation,non-cs
0.568469,0.430445304,0.295294969,0.129375839,block diagram,non-cs
0.611888867,0.426881971,0.340276505,0.199550358,block diagrams,non-cs
0.64268586,0.418604402,0.464319414,0.241972049,block diagrams rely,non-cs
0.310906877,0.470609974,0.341778059,0.237977511,block size,non-cs
0.398173971,0.330354733,0.451836178,0.208513828,blocks connected,non-cs
0.450354057,0.269989808,0.371415232,0.178831709,body systems,non-cs
0.785385717,0.330672964,0.305508199,0.413229113,book affective computing published,non-cs
0.351986341,0.382654063,0.226218563,0.172939499,book titled,non-cs
0.633463921,0.587191237,0.348961979,0.381081932,boolean function whose value,non-cs
0.470760401,0.394597538,0.28797579,0.263544258,border guard,non-cs
0.540071737,0.424845941,0.290834557,0.245995807,boson sampling task consists,non-cs
0.401634975,0.389004843,0.33056241,0.280059719,bounded treewidth may,non-cs
0.282238523,0.280525901,0.632284759,0.469817752,boundlessly increasing tree height,non-cs
0.440548082,0.364134849,0.363778855,0.228205024,bridge weather,non-cs
0.250568722,0.084602447,0.344355622,0.283114288,bring together,non-cs
0.168401558,0.171788373,0.465857534,0.397569775,broad applications,non-cs
0.640271508,0.343927577,0.331702734,0.450441625,broadband backbone network,non-cs
0.382429303,0.038043556,0.438271988,0.374351571,broadly applicable across application domains,non-cs
0.122301092,0.081787046,0.399380033,0.524457104,broadly applicable technique,non-cs
0.493127149,0.501968771,0.19507443,0.235401783,bruce irons,non-cs
0.400168805,0.409447989,0.153420208,0.308008034,bst  also called,non-cs
0.485655833,0.402042165,0.316389459,0.191429142,build three types,non-cs
0.364207655,0.278856715,0.407482421,0.369682698,built advanced,non-cs
0.447608689,0.293022183,0.267213445,0.245983829,built using,non-cs
0.66802397,0.277752261,0.404190731,0.39973047,business functions,non-cs
0.805368368,0.229831874,0.498375839,0.374493735,business processes within,non-cs
0.662590229,0.201690864,0.486293392,0.398135348,business stakeholders,non-cs
0.391588921,0.421977604,0.165153408,0.228447732,butler lampson,non-cs
0.373705542,0.46225401,0.248904814,0.224228954,byte addition,non-cs
0.558731493,0.444117506,0.347522532,0.30827099,c4 model relies,non-cs
0.675306094,0.462316361,0.299530954,0.497363552,c4 model uses 5 basic diagramming elements,non-cs
0.605884652,0.735864178,0.791778345,0.266980232,cache misses occur,non-cs
0.791696333,0.359474981,0.297504565,0.319217703,cache model used,non-cs
0.491377458,0.315039599,0.20910336,0.534731225,calculate solvent accessible surface area,non-cs
0.456575619,0.48353051,0.277319565,0.224875303,calculation twice,non-cs
0.636228475,0.299790346,0.13343738,0.366842573,call home  call routing,non-cs
0.379413703,0.237707537,0.140042648,0.195659759,call us,non-cs
0.487683078,0.365254339,0.286778693,0.282119411,called agents,non-cs
0.530048672,0.689297727,0.329535508,0.368737189,called compositeness tests instead,non-cs
0.505262211,0.393354985,0.404881996,0.316569384,called deep generative models,non-cs
0.615552931,0.304099292,0.441918705,0.357444137,called dynamic bayesian networks,non-cs
0.4572868,0.382172422,0.158251615,0.272284303,called maplite,non-cs
0.650061583,0.36879645,0.360369866,0.427474543,called multivalued logic,non-cs
0.7295954,0.344367735,0.441185421,0.389598384,called swarm robotics,non-cs
0.357003494,0.555958538,0.165179885,0.556426566,called symmetric binary b,non-cs
0.367131558,0.949605648,0.606754671,0.308032604,cannot compute,non-cs
0.32123999,0.924431288,0.520060191,0.420248599,cannot exhibit creativity,non-cs
0.295600092,0.966135738,0.527924892,0.317640586,cannot produce,non-cs
0.206054685,0.237703351,0.318982294,0.436762982,canonical tasks,non-cs
0.385167398,0.168667452,0.318305384,0.210357012,capture correlation,non-cs
0.382236921,0.357299364,0.387925422,0.217240455,carry adders,non-cs
0.443422405,0.405711873,0.316690664,0.131216427,case gradient descent,non-cs
0.270756328,0.780570513,0.297278086,0.234398249,case lower bound,non-cs
0.421916332,0.299863305,0.267644996,0.216523289,case performance,non-cs
0.381624135,0.219561643,0.281058109,0.158237692,category correspond,non-cs
0.393884944,0.330064498,0.246680542,0.576119088,centered design practices,non-cs
0.293709185,0.668528173,0.5815714,0.163126196,central embarrassment,non-cs
0.435182764,0.561875315,0.629024391,0.311257712,cerebral palsy,non-cs
0.123093319,0.256549475,0.436117865,0.195463018,certain amount,non-cs
0.273811559,0.415955435,0.633900747,0.161193836,certain assumptions,non-cs
0.599780554,0.27322235,0.676521874,0.381153192,certain computational resource,non-cs
0.179554511,0.307367944,0.416204586,0.235799756,certain measure,non-cs
0.122920803,0.234108545,0.381871857,0.19938967,certain point,non-cs
0.276169616,0.252371701,0.497056299,0.145085741,certain structure,non-cs
0.621071724,0.339456395,0.210674614,0.340396074,certificate authority uses id,non-cs
0.589727922,0.451897842,0.404192925,0.470229713,certificate-based encryption,non-cs
0.367487856,0.474205323,0.481548124,0.091948708,changing face,non-cs
0.33928744,0.507183843,0.270759506,0.147176469,changing one term,non-cs
0.394611333,0.274437403,0.202669023,0.27733296,channel equalization,non-cs
0.423558558,0.230799339,0.234411286,0.494438085,checking authorized presence,non-cs
0.421520674,0.32065446,0.438325019,0.379153353,chemically connected,non-cs
0.362315547,0.415343255,0.371367501,0.134006577,choke openings,non-cs
0.411555797,0.66902168,0.359455123,0.655754171,choose short passwords,non-cs
