PCA Tuned 1,PCA Tuned 2,phrase,label
0.243311648,0.225858014,accessing array elements,non-cs
0.725783141,0.496420152,accomplished today,non-cs
0.209019567,0.418309043,account dynamic behaviour,non-cs
0.268343103,0.648120471,accurate identification method,non-cs
0.237078955,0.584251791,accurately provide approximate answers,non-cs
0.410425939,0.527622995,achieve goals,non-cs
0.295754792,0.370596217,achieve polymorphic behavior,non-cs
0.374971151,0.454014078,achieve significant compression,non-cs
0.342236086,0.537111907,acm sigmetrics 2006,non-cs
0.479187715,0.143991386,across concrete examples,non-cs
0.448297886,0.303155586,acs comb,non-cs
0.116273238,0.398070784,acs combinatorial science,non-cs
0.213964139,0.491316446,acs combinatorial science publishes articles,non-cs
0.370954701,0.435610377,active networking allows,non-cs
0.387792922,0.42592768,active networking relates,non-cs
0.323476388,0.344614351,activities used,non-cs
0.254801643,0.544434627,actual word classification,non-cs
0.209462207,0.49483421,actually define,non-cs
0.416226809,0.171900989,actuated joints,non-cs
0.262101396,0.473043129,adaptive control,non-cs
0.12836023,0.50947966,adaptive methods,non-cs
0.135355373,0.462170739,adaptive systems,non-cs
0.475716667,0.278751191,add two numbers,non-cs
0.540175509,0.236601569,added together,non-cs
0.595441255,0.280898496,adding edges,non-cs
0.716562963,0.170791029,adding two n,non-cs
0.635732446,0.575084341,additional storage much less,non-cs
0.405844433,0.502185675,additionally requires,non-cs
0.532766273,0.750213415,additive guarantee,non-cs
0.326078657,0.42254797,address complex real,non-cs
0.162224369,0.438160696,address windowing extensions coding example,non-cs
0.378038718,0.647646009,addressing various design concerns,non-cs
0.705659491,0.327228482,adele cutler,non-cs
0.412104971,0.670269364,adjacency list describes,non-cs
0.363534674,0.736644866,adjacency list representation,non-cs
0.275607127,0.614032144,adjacency list uses,non-cs
0.437516352,0.19582935,adjacent layers,non-cs
0.187914693,0.637206514,adjusted significance testing,non-cs
0.24443314,0.397985593,admit functional extension,non-cs
0.501039251,0.525595052,advantage made possible,non-cs
0.431529267,0.4737222,adversely affect,non-cs
0.49746817,0.458011491,advertising  proceedings,non-cs
0.177451875,0.344168817,affect digital circuits,non-cs
0.618421769,0.607238787,affected differently,non-cs
0.060128387,0.448701917,agile database modeling technique suited,non-cs
0.413965041,0.399926706,alarm signal used,non-cs
0.698126907,0.478549777,alexander stepanov,non-cs
0.041433967,0.461986391,algorithm design technique,non-cs
0.1965273,0.403126278,algorithm repeatedly,non-cs
0.338600654,0.465922176,algorithm still performs well,non-cs
0.031996862,0.450945818,algorithms based,non-cs
0.190581362,0.522798981,algorithms for recovery and isolation exploiting semantics,non-cs
0.212805856,0.528803857,algorithms run online,non-cs
0.690346128,0.339368453,allen newell,non-cs
0.569092611,0.577220819,allow reuse,non-cs
0.548176842,0.3391681,allowing designers,non-cs
0.610047372,0.159990797,allows elements,non-cs
0.582402555,0.215102424,allows self,non-cs
0.146790498,0.405661421,allows simple statistical association,non-cs
0.47970609,0.484071063,allows users,non-cs
0.317075368,0.480698745,almost lossless data compression,non-cs
0.274179393,0.47548204,alphabet substitution ciphers,non-cs
0.608366627,0.311238073,also called,non-cs
0.398574136,0.295441524,also called alethic possibility,non-cs
0.544956691,0.496491979,also called crossing dependencies,non-cs
0.185945187,0.472237168,also called decentralized artificial intelligence,non-cs
0.12507555,0.491107145,also called latent semantic analysis,non-cs
0.493894299,0.286027834,also called mutual recursion,non-cs
0.394210802,0.147862367,also cluster objects,non-cs
0.674027841,0.71802296,also concerned,non-cs
0.493858204,0.441753241,also discussed,non-cs
0.483849314,0.432045894,also early work,non-cs
0.467428383,0.419982738,also enabled,non-cs
0.714185399,0.409848911,also extended,non-cs
0.128914915,0.405145642,also implement boolean logic,non-cs
0.678618728,0.403824524,also known,non-cs
0.097345843,0.396438951,also many approximation algorithms,non-cs
0.454987949,0.523566918,also pondered,non-cs
0.620676234,0.350748885,also reveal,non-cs
0.183303567,0.600034836,also software design specification,non-cs
0.677806452,0.539302051,also support,non-cs
0.079637395,0.316671141,also symmetric boolean functions,non-cs
0.487078487,0.345207947,also use,non-cs
0.481820966,0.314036993,also used,non-cs
0.494206381,0.30400055,also used extensively,non-cs
0.508214581,0.650784679,also verified,non-cs
0.461635339,0.09474223,also visually,non-cs
0.654249967,0.620139733,altered product,non-cs
0.377847971,0.278241537,alternative leisure actives,non-cs
0.304172982,0.429724204,alternative scenarios,non-cs
0.317255224,0.430017553,alternative terms,non-cs
0.17886236,0.510713869,alternatively spelled optimisation,non-cs
0.34941472,0.338363095,although efficient,non-cs
0.299601194,0.237192241,although imaging,non-cs
0.721662198,0.334656888,although many,non-cs
0.554368081,0.002495615,although objects,non-cs
0.388992617,0.070695895,although sequences,non-cs
0.428451583,0.171474695,although using,non-cs
0.622495229,0.316940893,always produces,non-cs
0.753012801,0.288966941,always show,non-cs
0.371677969,0.317170271,always simplified,non-cs
0.217503505,0.436761777,ambient intelligence environment,non-cs
0.24818732,0.499773774,ambient intelligence would allow devices,non-cs
0.420803922,0.485444129,american statistician,non-cs
0.493610116,0.276980995,amino acids occupying,non-cs
0.759433203,0.358414683,among others,non-cs
0.13131797,0.327461207,amplitude integrated electroencephalography,non-cs
0.558294266,0.400509883,analog sources,non-cs
0.498290087,0.263387391,analogous example,non-cs
0.2270366,0.729926632,analyze data requirements needed,non-cs
0.312164762,0.519423402,analyzing primary biodiversity data,non-cs
0.400967091,0.523183641,analyzing relationships,non-cs
0.543123384,0.263739948,anchor modeling,non-cs
0.613609585,0.185004744,ancient chinese figures,non-cs
0.783605277,0.258478764,andrea walker,non-cs
0.699948265,0.385741753,andreas zwinkau,non-cs
0.752345328,0.408748984,andrew colin,non-cs
0.734750758,0.439715023,andrew donald booth,non-cs
0.374957841,0.432596968,annual acm symposium,non-cs
0.170818748,0.423728732,another area within affective computing,non-cs
0.606804913,0.302035597,another challenge,non-cs
0.660729084,0.221009256,another direction,non-cs
0.490048063,0.429008802,another discipline,non-cs
0.578432316,0.315964308,another example,non-cs
0.548522978,0.305037927,another feature,non-cs
0.511272613,0.329917274,another form,non-cs
0.316153946,0.308636449,another function,non-cs
0.509542587,0.458876399,another possible distinction,non-cs
0.56929367,0.415179702,another reason,non-cs
0.47395279,0.503672077,another use case,non-cs
0.507187352,0.336272111,another value,non-cs
0.291799056,0.567258315,answer given,non-cs
0.572490436,0.653912381,answer returned,non-cs
0.426210952,0.434810981,apparent randomness,non-cs
0.436865338,0.617879705,applicable jurisdiction,non-cs
0.562009749,0.546978511,applications  school,non-cs
0.586668389,0.772922708,applications demanded,non-cs
0.495406239,0.554796349,applications including,non-cs
0.470259464,0.492586118,applications including industrial production lines,non-cs
0.490388764,0.809701064,applications requiring,non-cs
0.196671956,0.474430333,applying certain formal techniques,non-cs
0.34478417,0.496864382,appropriate convergence check,non-cs
0.359252399,0.384537427,appropriate format,non-cs
0.513872352,0.7409299,appropriately restricted resources,non-cs
0.078055868,0.486305896,approximate inference methods make,non-cs
0.161867564,0.631200981,approximate optimal solutions,non-cs
0.07326559,0.492741832,approximation algorithms crucially involves,non-cs
0.130392977,0.449163243,approximation algorithms naturally arise,non-cs
0.453908951,0.500606637,arbitrary item insertions,non-cs
0.535335926,0.326831132,area distinct,non-cs
0.397414573,0.411575254,areas draws ideas,non-cs
0.581281114,0.328507622,ariane 5 rocket,non-cs
0.577281175,0.336959593,armoured combat vehicles,non-cs
0.459602507,0.591399965,arranged listing,non-cs
0.103015611,0.310008798,array model used,non-cs
0.455207133,0.245239218,array whose size,non-cs
0.628324808,0.314493693,arrive continuously,non-cs
0.476340762,0.22597335,art work,non-cs
0.612965651,0.523590025,article deals,non-cs
0.524124775,0.53205556,article published,non-cs
0.12191616,0.373222315,artificial consciousness concepts,non-cs
0.20247698,0.493793927,artificial intelligence concerned,non-cs
0.1957544,0.476780131,artificial intelligence laboratory,non-cs
0.202124258,0.523284913,artificial intelligence research dedicated,non-cs
0.262509751,0.248792542,artistic purposes,non-cs
0.518072008,0.36660156,ary versions,non-cs
0.343932417,0.460027251,asimovs three laws,non-cs
0.283187082,0.445662003,aspect focus,non-cs
0.274026908,0.399732741,asr  computer speech recognition,non-cs
0.557734507,0.606114676,assessing current,non-cs
0.405361652,0.646527359,assigned exactly,non-cs
0.207066107,0.489583295,assigning local automatic variables,non-cs
0.231490833,0.520812265,associated data,non-cs
0.377389446,0.245960301,associated phenomenon,non-cs
0.440802314,0.171756024,associated view,non-cs
0.492651133,0.086046996,assuming elements,non-cs
0.188132301,0.478963297,asymptotic analysis,non-cs
0.367627682,0.256985546,asynchronous loading,non-cs
0.332861499,0.250052075,attack using,non-cs
0.422552376,0.517768704,attacks originally used words found,non-cs
0.637068059,0.338449841,audio every time,non-cs
0.307164491,0.332821278,audio normalization exist,non-cs
0.368665389,0.287370804,augmented reality alters one,non-cs
0.32735208,0.561479133,authors define,non-cs
0.600711797,0.536927313,authors later,non-cs
0.403340249,0.541524029,authors use,non-cs
0.244806822,0.385341107,automata theory differed,non-cs
0.16019897,0.319080297,automata theory emerged,non-cs
0.131917137,0.322045315,automatic programming,non-cs
0.104830126,0.473240858,automatic solutions,non-cs
0.234799654,0.317347994,automatically analyzing time,non-cs
0.411398239,0.154820113,automatically keeps,non-cs
0.542579666,0.434453381,automatically updated whenever,non-cs
0.375237755,0.169238646,automobile adapted,non-cs
0.533929667,0.610681371,available alternatives,non-cs
0.265874828,0.651397862,average case analysis,non-cs
0.633227056,0.610806589,avoid circumventing,non-cs
0.426602011,0.695567226,avoid data anomalies,non-cs
0.524832845,0.849492339,avoiding problematic issues,non-cs
0.580372107,0.387506837,awe regions could therefore,non-cs
0.149488801,0.367820511,backward euler method follows,non-cs
0.525913346,0.342739537,bacterial growth,non-cs
0.684566816,0.609292671,bad behavior,non-cs
0.205885251,0.383700266,balance scale,non-cs
0.540571668,0.132190968,balanced tree,non-cs
0.576257774,0.098421329,balanced trees t1,non-cs
0.197631593,0.399087353,balancing binary search tree,non-cs
0.233696294,0.348267479,balancing binary search trees,non-cs
0.610414379,0.68557665,banking application may,non-cs
0.54251213,0.352921843,bar induction,non-cs
0.615988549,0.173140472,bar recursion,non-cs
0.7063689,0.335313272,base sixteen,non-cs
0.748025224,0.375959932,base ten,non-cs
0.838642175,0.286518983,base two,non-cs
0.171764817,0.442963347,based binary search tree,non-cs
0.06028626,0.447071783,based clustering produces complex models,non-cs
0.182365177,0.577189464,based conclusions,non-cs
0.137651645,0.429754101,based cryptography,non-cs
0.219453654,0.495427181,based encryption,non-cs
0.111382567,0.453685628,based implementations,non-cs
0.28207683,0.390523366,based learning,non-cs
0.079974965,0.434106201,based learning algorithms,non-cs
0.101555408,0.424480831,based machine learning systems inspired,non-cs
0.316246499,0.476415027,based sampling,non-cs
0.350149639,0.22983232,based sound recording,non-cs
0.342453316,0.364495591,basic building block,non-cs
0.244825121,0.458636239,basic form,non-cs
0.171537763,0.342196243,basic form uses,non-cs
0.048093382,0.439367414,basic numerical methods,non-cs
0.096357787,0.438834204,basic theory,non-cs
0.249176195,0.373801777,basic units,non-cs
0.722963012,0.054232432,basis set,non-cs
0.178097248,0.425007121,bayesian network could represent,non-cs
0.263363695,0.245730947,beam propagation method,non-cs
0.399012438,0.659085856,bearer-independent call control,non-cs
0.605844562,0.52365382,become common practice,non-cs
0.500624543,0.453842221,become useful,non-cs
0.623146268,0.615506879,becomes necessary,non-cs
0.668128384,0.550755953,becoming increasingly important,non-cs
0.692921089,0.331876742,bee colonies,non-cs
0.585966474,0.227227395,behaving unpredictably,non-cs
0.230991346,0.524305908,behavioral neuroscientists,non-cs
0.585985678,0.427618519,bellet et al,non-cs
0.217351402,0.70663202,benefit analysis,non-cs
0.524403502,0.186802892,best element,non-cs
0.488778424,0.407901577,best example,non-cs
0.295058095,0.460224042,best frameworks,non-cs
0.30975178,0.636912614,best possible solution,non-cs
0.723750237,0.418657774,betty holberton,non-cs
0.557127003,0.332758361,beyond compare,non-cs
0.358463548,0.209245745,beyond np,non-cs
0.136555716,0.314949281,biconjugate gradient stabilized method,non-cs
0.530128761,0.298041882,big number,non-cs
0.241290173,0.446213315,binary arithmetic terminate,non-cs
0.083840636,0.342730816,binary arithmetic using electronic relays,non-cs
0.253184552,0.468821768,binary space partitioning arose,non-cs
0.369216658,0.332639725,binary splitting lends well,non-cs
0.443373831,0.48157861,binary splitting may render,non-cs
0.409964152,0.405251092,biodiversity informatics contrasts,non-cs
0.388346961,0.503100079,biodiversity informatics may also,non-cs
0.542062573,0.510455514,biodiversity information,non-cs
0.884353972,0.254682485,bird flocking,non-cs
0.264268953,0.387751205,bit central processing unit,non-cs
0.115978856,0.365168066,bit instruction set architecture,non-cs
0.600263159,0.294769361,bit slicing made,non-cs
0.188819994,0.387902864,bitwise operation operates,non-cs
0.704497402,0.367885891,black box,non-cs
0.358450737,0.271680286,bloch representation,non-cs
0.281753392,0.292870629,block diagram,non-cs
0.239545582,0.288884161,block diagrams,non-cs
0.152683044,0.315953849,block diagrams rely,non-cs
0.494201048,0.287063424,block size,non-cs
0.394608255,0.321439618,blocks connected,non-cs
0.263986635,0.341974904,body systems,non-cs
0.178650008,0.488116093,book affective computing published,non-cs
0.556414442,0.412287038,book titled,non-cs
0.142629236,0.379095321,boolean function whose value,non-cs
0.728514005,0.463799854,border guard,non-cs
0.239569455,0.438150572,boson sampling task consists,non-cs
0.401418264,0.227016587,bounded treewidth may,non-cs
0.633930524,0.239301175,boundlessly increasing tree height,non-cs
0.746758588,0.126648361,bridge weather,non-cs
0.688018926,0.248197659,bring together,non-cs
0.398605605,0.417252257,broad applications,non-cs
0.487816297,0.434581634,broadband backbone network,non-cs
0.282647296,0.505530748,broadly applicable across application domains,non-cs
0.14526603,0.411414225,broadly applicable technique,non-cs
0.756630494,0.156103249,bruce irons,non-cs
0.671408334,0.351973575,bst  also called,non-cs
0.400262383,0.270500375,build three types,non-cs
0.297471091,0.32391918,built advanced,non-cs
0.237631931,0.327882509,built using,non-cs
0.352491582,0.513837616,business functions,non-cs
0.362185218,0.587898733,business processes within,non-cs
0.527045213,0.617769911,business stakeholders,non-cs
0.755626309,0.404452489,butler lampson,non-cs
0.378699881,0.323033946,byte addition,non-cs
0.328009632,0.360066833,c4 model relies,non-cs
0.166305308,0.400950146,c4 model uses 5 basic diagramming elements,non-cs
0.603495965,0.686718201,cache misses occur,non-cs
0.172759948,0.435029202,cache model used,non-cs
0.286788084,0.394799249,calculate solvent accessible surface area,non-cs
0.389962683,0.489703274,calculation twice,non-cs
0.632675819,0.567934835,call home  call routing,non-cs
0.76905322,0.64180745,call us,non-cs
0.612300832,0.724002022,called agents,non-cs
0.252024101,0.658575139,called compositeness tests instead,non-cs
0.051291395,0.450859964,called deep generative models,non-cs
0.152871433,0.292949286,called dynamic bayesian networks,non-cs
0.476404019,0.212158303,called maplite,non-cs
0.072752003,0.376813449,called multivalued logic,non-cs
0.24430352,0.366172732,called swarm robotics,non-cs
0.155679978,0.260471589,called symmetric binary b,non-cs
0.450082935,0.594635703,cannot compute,non-cs
0.604784394,0.578468454,cannot exhibit creativity,non-cs
0.773791222,0.757299643,cannot produce,non-cs
0.201252617,0.406219034,canonical tasks,non-cs
0.235298775,0.329418966,capture correlation,non-cs
0.671570078,0.413215213,carry adders,non-cs
0.175220033,0.379992435,case gradient descent,non-cs
0.460613167,0.510853483,case lower bound,non-cs
0.418772203,0.290795376,case performance,non-cs
0.480856836,0.484215086,category correspond,non-cs
0.210744317,0.474153141,centered design practices,non-cs
0.589678657,0.645300155,central embarrassment,non-cs
0.569121798,0.556832743,cerebral palsy,non-cs
0.494451761,0.408527444,certain amount,non-cs
0.263146661,0.607207975,certain assumptions,non-cs
0.16421362,0.347515851,certain computational resource,non-cs
0.300826898,0.55410067,certain measure,non-cs
0.441446361,0.473925007,certain point,non-cs
0.357690793,0.222996521,certain structure,non-cs
0.365465283,0.680235318,certificate authority uses id,non-cs
0.28279124,0.561406483,certificate-based encryption,non-cs
0.709317401,0.254831307,changing face,non-cs
0.62494493,0.446302912,changing one term,non-cs
0.287149185,0.430857492,channel equalization,non-cs
0.608353791,0.692033334,checking authorized presence,non-cs
0.261510736,0.228404625,chemically connected,non-cs
0.762706226,0.394757561,choke openings,non-cs
0.497050431,0.560432257,choose short passwords,non-cs
0.464608101,0.43134994,chosen appropriately,non-cs
0.702224732,0.420551386,christoph mallon,non-cs
0.521466813,0.351012286,christopher terry,non-cs
0.271116416,0.718652575,cifs specification,non-cs
0.226753836,0.221534343,circuit design,non-cs
0.255855823,0.532772799,circuit evaluation,non-cs
0.211762454,0.651208884,circuit evaluation guarantees,non-cs
0.250241606,0.185036919,circuitry using,non-cs
0.247745167,0.707650219,circular review system,non-cs
0.325810964,0.506450743,clarify overall concepts without concern,non-cs
0.614724555,0.258484913,class fo,non-cs
0.54795834,0.417799553,class fpt,non-cs
0.504213238,0.552028496,class selected,non-cs
0.316722644,0.263319701,classical example,non-cs
0.311239505,0.862962095,classify boolean satisfiability problems,non-cs
0.266127421,0.605345129,classify patterns,non-cs
0.457896208,1,classify problems,non-cs
0.08524721,0.612937758,classifying computational problems according,non-cs
0.598299124,0.368573817,claude shannon produced,non-cs
0.489894308,0.535814962,clean separation,non-cs
0.47632174,0.098815785,clear structure,non-cs
0.134904057,0.400441567,clearly defined concepts produced,non-cs
0.442371771,0.269747847,client side object participating,non-cs
0.177583493,0.405513146,climate model run,non-cs
0.486983336,0.31664,climate timescales,non-cs
0.344041626,0.446526843,closed control loop,non-cs
0.594266731,0.298913137,closely connected,non-cs
0.634438501,0.354546043,closely related,non-cs
0.414028899,0.5772104,closely related application,non-cs
0.272090295,0.311573169,closely related concepts,non-cs
0.655170851,0.356709784,closer look,non-cs
0.257251638,0.282697032,cmos transistors,non-cs
0.161365522,0.337791548,code modulation,non-cs
0.314661611,0.575371415,code reuse,non-cs
0.189411933,0.548347956,code stylometry attributes authorship,non-cs
0.316357449,0.361978133,coded character sets,non-cs
0.151204217,0.332519982,cognitive architecture refers,non-cs
0.177581996,0.46434307,cognitive dimensions of notations,non-cs
0.740187873,0.457819242,coined around 1992,non-cs
0.404808169,0.498952722,collect call  domotic appliance control,non-cs
0.442277598,0.612539883,collecting information,non-cs
0.245915783,0.351374151,collective behavior,non-cs
0.449672263,0.45763511,columns consisting,non-cs
0.264449873,0.27819586,combinatorial chemistry,non-cs
0.07582122,0.46774051,combinatorial optimization problem studied,non-cs
0.189964314,0.426025033,combine process,non-cs
0.374195817,0.322726726,combined using max pooling,non-cs
0.218584083,0.426616761,combines reinforcement learning,non-cs
0.413355228,0.592490074,commercial application,non-cs
0.362649183,0.309258682,commercial augmented reality experiences,non-cs
0.784124563,0.286122994,common among,non-cs
0.415074275,0.36270395,common example,non-cs
0.330033952,0.412491001,common industrial robots,non-cs
0.242114901,0.466304865,common lossless compression algorithms,non-cs
0.464631586,0.626909334,common objection,non-cs
0.616507199,0.318753158,common ones,non-cs
0.435341117,0.553601209,common passwords,non-cs
0.225646221,0.506287467,common subexpression elimination,non-cs
0.329355441,0.591200115,commonly accepted definition,non-cs
0.399368327,0.513138578,commonly considered,non-cs
0.62987929,0.410321835,commonly known,non-cs
0.258757719,0.396647387,commonly occurring data items,non-cs
0.640079902,0.441001535,commonly referred,non-cs
0.280903696,0.51426776,communicate data,non-cs
0.454765976,0.528368994,communicate information clearly,non-cs
0.320186764,0.528366952,communication protocol,non-cs
0.242498544,0.531731699,communication protocol developed,non-cs
0.450262817,0.645781343,communications security,non-cs
0.154584641,0.43234138,compact form,non-cs
0.126080646,0.507755824,compact representation,non-cs
0.656644501,0.23654022,comparatively small field,non-cs
0.432612975,0.73366798,compare new problem instances,non-cs
0.254955636,0.631154281,compare outcomes,non-cs
0.299141141,0.471524289,compare performance,non-cs
0.533983128,0.626241263,comparison operations,non-cs
0.430101254,0.583205022,comparison sort must,non-cs
0.123177845,0.406797399,competitive learning include vector quantization,non-cs
0.538255827,0.713889405,compiler fails,non-cs
0.402938673,0.535160377,complete overview,non-cs
0.460435199,0.389737295,completely random states,non-cs
0.256194752,0.383512664,complex extensions exist,non-cs
0.304595982,0.146770869,complex images,non-cs
0.454605799,0.123964377,complex plane,non-cs
0.232841048,0.400129662,complex schemes,non-cs
0.312698968,0.362188989,component parts,non-cs
0.344827947,0.495624734,compose network services,non-cs
0.268193291,0.234236795,composite pattern describes,non-cs
0.420123233,0.419722277,compositions uniformly,non-cs
0.23237786,0.579795134,compression rate,non-cs
0.099328098,0.46415669,computability theorists,non-cs
0.192014406,0.343624053,computational chemistry,non-cs
0.144894333,0.436569555,computational cognitive science,non-cs
0.067075377,0.421210787,computational complexity theory focuses,non-cs
0.08170873,0.419298622,computational complexity theory tries,non-cs
0.176303066,0.426931398,computational devices proposed,non-cs
0.052852929,0.309386995,computational electrodynamics modelling technique,non-cs
0.113655638,0.343905284,computational instantiation,non-cs
0.15756332,0.507933488,computational intelligence therefore provides solutions,non-cs
0.147402608,0.458592627,computational learning theory studies,non-cs
0.242623353,0.582848133,computational resources needed,non-cs
0.081817455,0.382459908,computational systems,non-cs
0.24789666,0.342599899,computationally intelligent,non-cs
0.32333118,0.46459173,computed independently,non-cs
0.23444475,0.420611203,computer graphics need,non-cs
0.135335411,0.354660605,computer intensive simulations,non-cs
0.24635671,0.35891132,computer monitor using,non-cs
0.147955866,0.471170687,computer program trained,non-cs
0.086106687,0.393462366,computer programming technique used,non-cs
0.171423508,0.457126691,computer science field focus,non-cs
0.203514658,0.414277441,computer science originated,non-cs
0.250917195,0.312763333,computer using,non-cs
0.169387352,0.360599139,computerized handling,non-cs
0.220951758,0.37283127,computers using,non-cs
0.195742259,0.352883992,computing examples,non-cs
0.289822135,0.316954092,concept extends,non-cs
0.253691527,0.327976675,concepts related,non-cs
0.431925968,0.726137078,concerned scientists states,non-cs
0.258502346,0.512348392,concurrency control,non-cs
0.296023001,0.453680842,conditional dependencies via,non-cs
0.312185668,0.549767242,configuring routers,non-cs
0.32228261,0.456213729,conflicting objectives,non-cs
0.274201471,0.337455703,connected components,non-cs
0.363655677,0.389922393,conquer recurrences provides,non-cs
0.460249108,0.381450109,considerable overlap,non-cs
0.281859166,0.596663654,considered feasible,non-cs
0.246473652,0.448670878,considered forms,non-cs
0.271177208,0.423885682,consistent idea,non-cs
0.452044704,0.770281416,consistent standards,non-cs
0.235204166,0.3351086,constant feedback loops,non-cs
0.138869173,0.371967693,constant initialization vector,non-cs
0.268213512,0.337003568,constitute animal brains,non-cs
0.079040137,0.453228409,constraint programming approach,non-cs
0.16259829,0.421679837,constraint programming takes,non-cs
0.225388683,0.359151279,construct subsets,non-cs
0.308529825,0.308594898,constructed using vacuum tubes,non-cs
0.072774717,0.44758195,constructing algorithms,non-cs
0.267502676,0.216404109,construction using mosfets,non-cs
0.440034167,0.382402735,consumer electronics,non-cs
0.562517565,0.781343206,contain precautionary measures,non-cs
0.41528037,0.398479433,containing significant overlap,non-cs
0.474479359,0.515363232,contains selected columns,non-cs
0.222513483,0.25918981,contiguously accessed array elements within,non-cs
0.553065046,0.216430278,continuous manner,non-cs
0.133544174,0.274011645,continuous mathematics,non-cs
0.419428947,0.158617108,control moving,non-cs
0.442988361,0.698333103,conveniently eliminates rounding errors,non-cs
0.265971852,0.377765793,conventional electronic adc,non-cs
0.315535638,0.260511015,conventionally drawing,non-cs
0.443756505,0.169978997,converts strings,non-cs
0.330142537,0.208370539,convincingly simulating emotions,non-cs
0.364524502,0.48753041,convolutional networks may include local,non-cs
0.690025686,0.209892235,conway berners,non-cs
0.07104389,0.423446525,core algorithm concepts,non-cs
0.229431403,0.441956086,core competency,non-cs
0.287454231,0.414035932,core ideas,non-cs
0.198065986,0.540048947,core principles,non-cs
0.302768021,0.369271286,core processor,non-cs
0.270011424,0.5806586,correct answer,non-cs
0.214438307,0.554802214,corresponding information systems,non-cs
0.251595233,0.474638824,coupled forecast system,non-cs
0.131594545,0.419502217,create computer algorithms,non-cs
0.278579629,0.218333148,create different visualizations,non-cs
0.466723265,0.530246624,create low,non-cs
0.674968178,0.452950813,created every year,non-cs
0.195150836,0.339032449,creating either static lookup tables,non-cs
0.30760177,0.159252798,creating object,non-cs
0.110001165,0.442597026,creative technologies defines cognitive architecture,non-cs
0.570977074,0.384367141,creators olle regardt,non-cs
0.425223144,0.57063476,credit card number  preparation,non-cs
0.433915688,0.518151267,crew greater situational awareness,non-cs
0.330087958,0.488801184,critical path,non-cs
0.57157426,0.33211546,cross section,non-cs
0.109117213,0.451035264,cryptographic hash function designed,non-cs
0.188623561,0.415268876,cryptographic mechanism often used,non-cs
0.363354994,0.576495502,cryptographically protected way,non-cs
0.6426464,0.236234124,current ceo,non-cs
0.501122421,0.463696142,current location estimates,non-cs
0.398010788,0.432052385,current value,non-cs
0.410571743,0.60099362,currently considered,non-cs
0.141076088,0.374541039,cut theorem,non-cs
0.159252406,0.341098077,cut theorem follows,non-cs
0.178304166,0.409136847,cut theorem refers,non-cs
0.149077072,0.336645621,data element representing,non-cs
0.269694273,0.444097215,data items,non-cs
0.122284456,0.594592361,data model explicitly determines,non-cs
0.180054526,0.568612329,data model may specify,non-cs
0.066807945,0.487058456,data modeling defines,non-cs
0.29615318,0.488358175,data processing industry,non-cs
0.14748011,0.478710857,data structure returns,non-cs
0.174150893,0.352622229,data visualization refers,non-cs
0.092056012,0.365298452,data visualization uses statistical graphics,non-cs
0.078845309,0.52124488,database schema design approach,non-cs
0.098681792,0.526400369,database tuning aims,non-cs
0.107310575,0.435936692,database tuning describes,non-cs
0.664687453,0.41099127,david bau,non-cs
0.597327687,0.484416424,david musser,non-cs
0.702134823,0.49602751,david rumelhart,non-cs
0.601897096,0.259285632,david wheeler,non-cs
0.303249199,0.185449177,dc magnetic,non-cs
0.696086818,0.327056925,de morgan,non-cs
0.723303722,0.568443745,deadlocks occur,non-cs
0.080183152,0.426440921,decentralized system composed,non-cs
0.277733779,0.10048781,deceptively simple singleton pattern,non-cs
0.160600302,0.424608217,decimal point,non-cs
0.076015768,0.463493178,declarative programming paradigm concerned,non-cs
0.206459264,0.494072541,defer initialization,non-cs
0.373403172,0.348188802,defined sixth normal form,non-cs
0.081386515,0.406123,defined using,non-cs
0.30492332,0.559596104,defines extensions,non-cs
0.294116504,0.331154362,defining characteristic,non-cs
0.85568276,0.156902364,degree two,non-cs
0.486194386,0.45213767,delegated path discovery,non-cs
0.517359935,0.678885281,deliberately restricted,non-cs
0.336941863,0.421822341,denormal numbers,non-cs
0.092359977,0.420178955,denotational semantics,non-cs
0.442345788,0.258198894,density regions,non-cs
0.375002788,0.381105382,deontic possibility,non-cs
0.381585172,0.461013389,dependent choices,non-cs
0.695329748,0.398798562,dervi karaboa,non-cs
0.226622917,0.50473697,describe information systems rather,non-cs
0.15122769,0.444917895,describe material systems,non-cs
0.494440626,0.209076613,describe objects,non-cs
0.356462464,0.428934904,design higher flexibility,non-cs
0.410177542,0.680730647,design modifications must,non-cs
0.341456777,0.304262293,design pattern commonly used,non-cs
0.315806143,0.288186859,design pattern used,non-cs
0.131358793,0.430829291,design principle,non-cs
0.159745721,0.471978803,design principles,non-cs
0.13302978,0.430790141,designed frameworks,non-cs
0.121642688,0.41464516,designing many efficient parallel algorithms,non-cs
0.391743921,0.681385555,designs stakeholders,non-cs
0.199496473,0.523280763,designs tasks,non-cs
0.333181381,0.537807225,desired control task,non-cs
0.381179534,0.494633603,desired functionality,non-cs
0.463021917,0.627831528,desired input,non-cs
0.136503931,0.484801096,desired output algorithm,non-cs
0.552449755,0.531101227,desired positive impacts,non-cs
0.531205267,0.48497721,desired value,non-cs
0.106973936,0.379623974,determine macroscopic thermodynamic properties,non-cs
0.127081375,0.478737276,deterministic laws highly sensitive,non-cs
0.14483436,0.461823557,develop computer algorithms,non-cs
