tSNE Tuned 0,tSNE Tuned 1,tSNE Tuned 2,tSNE Tuned 3,phrase,label
0.438262894,0.603918896,0.524798338,0.60743845,wireless routing protocol,cs
0.491747155,0.660239439,0.643267492,0.721411472,world wide web,cs
0.446008692,0.208332794,0.538759651,0.637122036,zip files,cs
0.149907076,0.762381049,0.638980116,0.44568544,#NAME?,non-cs
0.84659688,0.361102345,0.289341264,0.504534558,0 - sparse graphs,non-cs
0.224458813,0.905778823,0.444982411,0.559971981,1  became important,non-cs
0.863101379,0.369035601,0.287341389,0.515644495,1 - sparse graphs,non-cs
0.909936038,0.483967003,0.35779203,0.587683478,1 - tight graphs,non-cs
0.791833493,0.401329902,0.473610778,0.628353404,1 architectural view model,non-cs
0.559506132,0.451700214,0.340083412,0.643781147,1 computer graphics system,non-cs
0.298938343,0.666941393,0.748004896,0.534989631,1973 nbs solicited private industry,non-cs
0.663849095,0.415011925,0.531106496,0.563858485,1975 distributed artificial intelligence emerged,non-cs
0.187800017,0.758690622,0.693072756,0.641408994,1987 ai magazine article,non-cs
0.400811222,0.235710698,0.720963423,0.250811322,1989 stochastic diffusion search,non-cs
0.24675087,0.748344162,0.675296437,0.740048954,1996 maiden flight,non-cs
0.158853036,0.55704696,0.325789463,0.417659325,1997 raised questions,non-cs
0.471221138,0.449504937,0.457793914,0.213486623,2 fuzzy ontology,non-cs
0.466406263,0.273615119,0.529230833,0.686447501,2000s era music reproduction technology,non-cs
0.606043105,0.872353587,0.361389949,0.449210322,2016  digital empathy,non-cs
0.609675713,0.329984093,0.571304572,0.761537715,250 million images,non-cs
0.525137873,0.529361677,0.336842643,0.560488391,257 zilog z8001 microprocessors,non-cs
0.721658434,0.647454047,0.465099501,0.779280598,264 decoders always support quarter,non-cs
0.91006785,0.484177917,0.357841578,0.587875552,3 - tight graphs,non-cs
0.560241327,0.750291595,0.538366869,0.713591678,3d coordinate system,non-cs
0.863850576,0.383524644,0.329511075,0.495413368,6 - sparse graph,non-cs
0.64088215,0.665332389,0.604897203,0.818647948,6th dimensions,non-cs
0.125127346,0.635856158,0.360866042,0.641547224,abbreviated 6nf,non-cs
0.51417273,0.291997592,0.217081402,0.449846047,absolute stability,non-cs
0.254201847,0.423468709,0.550407071,0.557451323,absolute value,non-cs
0.781932361,0.615423064,0.497398024,0.432613609,abstract data structures receive,non-cs
0.402895815,0.227631825,0.182444714,0.677556299,abstract family,non-cs
0.461785465,0.22970362,0.884887329,0.351640913,abstract family of languages,non-cs
0.596626994,0.607116812,0.692590514,0.268586003,abstract framework,non-cs
0.629639144,0.585628008,0.720687136,0.253212837,abstract interpretation consists,non-cs
0.608385354,0.490392003,0.658059463,0.163252264,abstract question,non-cs
0.09864878,0.432008982,0.577855346,0.626888224,ac  also known,non-cs
0.073035084,0.641014015,0.544001044,0.755918017,academic conference,non-cs
0.472504575,0.76438023,0.743580816,0.490459193,access control,non-cs
0.473385321,0.760176192,0.728910057,0.495828343,access control system,non-cs
0.44687337,0.749087913,0.712512803,0.51433216,access management describes,non-cs
0.535995731,0.416505551,0.440919669,0.7541722,accessing array elements,non-cs
0.26740902,0.817704606,0.359227402,0.695372856,accomplished today,non-cs
0.45755114,0.361926484,0.617240914,0.444984505,account dynamic behaviour,non-cs
0.805572532,0.196254485,0.621986573,0.451882817,accurate identification method,non-cs
0.719358581,0.511687938,0.601681407,0.14824222,accurately provide approximate answers,non-cs
0.449012706,0.254971623,0.674049346,0.474303355,achieve goals,non-cs
0.420947399,0.21455696,0.506867721,0.44874349,achieve polymorphic behavior,non-cs
0.501236557,0.382653322,0.251458748,0.37553316,achieve significant compression,non-cs
0.754466637,0.262378202,0.811756131,0.445217317,acm sigmetrics 2006,non-cs
0.633439523,0.356871023,0.318645368,0.790703159,across concrete examples,non-cs
0.443085173,0.470324321,0.389258885,0.962009524,acs comb,non-cs
0.523443315,0.414952094,0.812729882,0.324481183,acs combinatorial science,non-cs
0.513243902,0.431263706,0.851431992,0.311476566,acs combinatorial science publishes articles,non-cs
0.394579624,0.774050531,0.458867756,0.491976286,active networking allows,non-cs
0.402290389,0.799747904,0.43572551,0.512287767,active networking relates,non-cs
0.35247345,0.784842421,0.333686932,0.541680223,activities used,non-cs
0.714297572,0.646714149,0.455198928,0.159064918,actual word classification,non-cs
0.562133843,0.705835106,0.629081572,0.252426482,actually define,non-cs
0.545246972,0.554090362,0.088559088,0.67546324,actuated joints,non-cs
0.466961916,0.326484572,0.525385146,0.432000613,adaptive control,non-cs
0.532060906,0.281846012,0.606803691,0.406596085,adaptive methods,non-cs
0.508972312,0.332402373,0.561280751,0.42608325,adaptive systems,non-cs
0.86935417,0.466699022,0.30757601,0.339982263,add two numbers,non-cs
0.427561384,0.38381969,0.282742093,0.709762009,added together,non-cs
0.481726063,0.397481976,0.313344591,0.732093613,adding edges,non-cs
0.424199586,0.426030605,0.264396899,0.687800061,adding two n,non-cs
0.320030529,0.630008527,0.357328379,0.3850297,additional storage much less,non-cs
0.468757873,0.101471305,0.492382215,0.497547365,additionally requires,non-cs
0.826276289,0.362367066,0.8104654,0.561193182,additive guarantee,non-cs
0.550865418,0.885204382,0.523614448,0.370884001,address complex real,non-cs
0.682246906,0.52117511,0.577245329,0.608405634,address windowing extensions coding example,non-cs
0.834259819,0.432988814,0.710029233,0.161473323,addressing various design concerns,non-cs
0.387224346,0.547961649,0.297101124,0.868644376,adele cutler,non-cs
0.815533122,0.570700719,0.8438022,0.32589126,adjacency list describes,non-cs
0.817130781,0.525043578,0.852556911,0.327539624,adjacency list representation,non-cs
0.815397171,0.567172498,0.818720897,0.347425521,adjacency list uses,non-cs
0.494667936,0.305668632,0.270040855,0.744063708,adjacent layers,non-cs
0.781648896,0.292420813,0.661282093,0.280012762,adjusted significance testing,non-cs
0.547146803,0.422094234,0.299367854,0.465296317,admit functional extension,non-cs
0.763497698,0.81413505,0.535245089,0.566782518,advantage made possible,non-cs
0.401161124,0.200342433,0.524736868,0.399230461,adversely affect,non-cs
0.328102623,0.43164637,0.42512214,0.595410253,advertising  proceedings,non-cs
0.64658447,0.646910802,0.258297792,0.57480236,affect digital circuits,non-cs
0.673591909,0.114710598,0.609459673,0.137682737,affected differently,non-cs
0.724000215,0.477763142,0.692455647,0.426807479,agile database modeling technique suited,non-cs
0.478207309,0.475157387,0.223899086,0.613367277,alarm signal used,non-cs
0.325789074,0.6809773,0.429007184,0.761370469,alexander stepanov,non-cs
0.621988327,0.397266169,0.638851625,0.445906986,algorithm design technique,non-cs
0.620223033,0.299873152,0.297220869,0.428190228,algorithm repeatedly,non-cs
0.739173738,0.116523304,0.49784773,0.521484274,algorithm still performs well,non-cs
0.671028212,0.372318489,0.551785999,0.454823283,algorithms based,non-cs
0.494349927,0.38714149,0.395979405,0.426841732,algorithms for recovery and isolation exploiting semantics,non-cs
0.568071993,0.774275139,0.613703745,0.493644241,algorithms run online,non-cs
0.280601572,0.739779579,0.364398015,0.66615031,allen newell,non-cs
0.718138183,0.835936911,0.364517581,0.524774795,allow reuse,non-cs
0.452876506,0.403963142,0.742043577,0.616823054,allowing designers,non-cs
0.400738599,0.444014909,0.355940211,0.792574465,allows elements,non-cs
0.402379359,0.028533302,0.605015823,0.561889202,allows self,non-cs
0.748925962,0.314460656,0.599348882,0.421793411,allows simple statistical association,non-cs
0.453980902,0.496622654,0.644484119,0.695882791,allows users,non-cs
0.311790653,0.290288408,0.432941475,0.46886896,almost lossless data compression,non-cs
0.541050789,0.868005584,0.478601859,0.263780735,alphabet substitution ciphers,non-cs
0.105556805,0.486432696,0.63608095,0.604034687,also called,non-cs
0.480647752,0.460566519,0.570981269,0.159533135,also called alethic possibility,non-cs
0.366623482,0.779063362,0.244142124,0.35680855,also called crossing dependencies,non-cs
0.502862817,0.530064587,0.515067761,0.503727877,also called decentralized artificial intelligence,non-cs
0.649209914,0.389091824,0.657890458,0.274465708,also called latent semantic analysis,non-cs
0.3342781,0.79418588,0.334921711,0.470310476,also called mutual recursion,non-cs
0.636746687,0.494244573,0.352195826,0.82125415,also cluster objects,non-cs
0.271504167,0.688686552,0.557795324,0.261034472,also concerned,non-cs
0.201612761,0.680804011,0.415435774,0.511767193,also discussed,non-cs
0.331109174,0.964845494,0.568623291,0.411374049,also early work,non-cs
0.436658784,0.474659043,0.639452062,0.689758919,also enabled,non-cs
0.295964619,0.620248373,0.656581904,0.711045805,also extended,non-cs
0.750069494,0.401970789,0.148513195,0.406536191,also implement boolean logic,non-cs
0.107586566,0.436115143,0.559344837,0.633787512,also known,non-cs
0.715278386,0.384013765,0.360780065,0.419535759,also many approximation algorithms,non-cs
0.439602699,0.540053515,0.752588658,0.235765936,also pondered,non-cs
0.266076276,0.728620486,0.50260564,0.603148939,also reveal,non-cs
0.495030738,0.351147162,0.866893471,0.569436441,also software design specification,non-cs
0.377892879,0.862854938,0.843700498,0.522255614,also support,non-cs
0.759778252,0.394327665,0.213853013,0.385498956,also symmetric boolean functions,non-cs
0.341431344,0.828894151,0.517513678,0.694825837,also use,non-cs
0.343519722,0.846505778,0.526789209,0.697821157,also used,non-cs
0.37644859,0.895589969,0.509289171,0.664333047,also used extensively,non-cs
0.890058447,0.306653534,0.490172283,0.354771355,also verified,non-cs
0.588083553,0.292939728,0.375203068,0.805722628,also visually,non-cs
0.168177608,0.489420758,0.489678494,0.403026847,altered product,non-cs
0.633327135,0.394468575,0.069384949,0.641183023,alternative leisure actives,non-cs
0.542532496,0.530438819,0.576178729,0.106459001,alternative scenarios,non-cs
0.568341716,0.607226282,0.513927178,0.157505117,alternative terms,non-cs
0.680477754,0.289886899,0.621427102,0.494559011,alternatively spelled optimisation,non-cs
0.680797198,0.353308032,0.497702722,0.654190976,although efficient,non-cs
0.754147858,0.747835921,0.399005294,0.366635692,although imaging,non-cs
0.460718953,0.343346431,0.516034972,0.884350093,although many,non-cs
0.620242291,0.461890706,0.303959541,0.847454844,although objects,non-cs
0.472423845,0.638731871,0.464986989,0.780711069,although sequences,non-cs
0.346518589,0.805364013,0.46388965,0.690505161,although using,non-cs
0.721208363,0.699454273,0.454095239,0.771048639,always produces,non-cs
0.721169036,0.708792389,0.452076183,0.769572016,always show,non-cs
0.672042053,0.659893128,0.55207977,0.604962994,always simplified,non-cs
0.442621708,0.444739376,0.611108732,0.41722641,ambient intelligence environment,non-cs
0.481051368,0.486711146,0.60157638,0.511640683,ambient intelligence would allow devices,non-cs
0.854273568,0.569915962,0.408989904,0.377782239,american statistician,non-cs
0.557054522,0.396079882,0.120568085,0.762717287,amino acids occupying,non-cs
0.231867405,0.44502753,0.59785507,0.679184943,among others,non-cs
0.586154861,0.661417139,0.453314993,0.353798717,amplitude integrated electroencephalography,non-cs
0.086296849,0.473022105,0.383977467,0.632919999,analog sources,non-cs
0.123997353,0.45624105,0.342849686,0.633279854,analogous example,non-cs
0.910159732,0.529951535,0.727967044,0.380178507,analyze data requirements needed,non-cs
0.442250328,0.388174776,0.855423022,0.20659081,analyzing primary biodiversity data,non-cs
0.33008427,0.789030642,0.445377607,0.382904129,analyzing relationships,non-cs
0.842213525,0.312227213,0.418623492,0.645091573,anchor modeling,non-cs
0.090546956,0.486787459,0.315563513,0.639124761,ancient chinese figures,non-cs
0.246744091,0.581153623,0.421821389,0.823679087,andrea walker,non-cs
0.289029953,0.649407496,0.504032331,0.775709787,andreas zwinkau,non-cs
0.228107155,0.5960658,0.437911446,0.70833825,andrew colin,non-cs
0.246798579,0.578487855,0.448718131,0.698408805,andrew donald booth,non-cs
0.043207218,0.639188982,0.501867814,0.742929774,annual acm symposium,non-cs
0.62723259,0.566398455,0.489842735,0.493975344,another area within affective computing,non-cs
0.331741626,0.664735784,0.38182955,0.625896509,another challenge,non-cs
0.404996307,0.831764131,0.338095383,0.675039413,another direction,non-cs
0.510120007,0.16450457,0.576251386,0.565087803,another discipline,non-cs
0.164551811,0.457693733,0.334463613,0.630428297,another example,non-cs
0.306941858,0.719495539,0.477806299,0.588970897,another feature,non-cs
0.320900266,0.666071938,0.428076812,0.609647723,another form,non-cs
0.32047617,0.627401919,0.452945079,0.605054953,another function,non-cs
0.125541459,0.450956761,0.493046894,0.48814945,another possible distinction,non-cs
0.306225271,0.60827225,0.429984774,0.568648101,another reason,non-cs
0.182819514,0.498219835,0.346667913,0.597232635,another use case,non-cs
0.232302981,0.49731857,0.55672941,0.537099869,another value,non-cs
0.675318977,0.550939455,0.637638,0.134256283,answer given,non-cs
0.667743301,0.562002759,0.675643304,0.137813453,answer returned,non-cs
0.466432961,0.145274205,0.389919222,0.331890178,apparent randomness,non-cs
0.417165847,0.854459563,0.697687681,0.579003571,applicable jurisdiction,non-cs
0.123462575,0.237296406,0.548835031,0.549945212,applications  school,non-cs
0.239149613,0.666078262,0.706424007,0.375374338,applications demanded,non-cs
0.288316901,0.741473617,0.575167056,0.499707494,applications including,non-cs
0.50786048,0.807225406,0.510587804,0.449429353,applications including industrial production lines,non-cs
0.243774423,0.65944453,0.709892516,0.378691737,applications requiring,non-cs
0.533978341,0.258997968,0.707096162,0.447901959,applying certain formal techniques,non-cs
0.458489781,0.369709343,0.687916182,0.379205136,appropriate convergence check,non-cs
0.490856451,0.386163866,0.932444179,0.444277407,appropriate format,non-cs
0.171041169,0.334407811,0.59872958,0.303489982,appropriately restricted resources,non-cs
0.69227203,0.316950596,0.622156737,0.358703417,approximate inference methods make,non-cs
0.771335149,0.450699116,0.548633855,0.145690744,approximate optimal solutions,non-cs
0.672780237,0.31992814,0.561872201,0.399164311,approximation algorithms crucially involves,non-cs
0.640884032,0.319867195,0.590142434,0.356420016,approximation algorithms naturally arise,non-cs
0.268448441,0.554888933,0.284797851,0.344220257,arbitrary item insertions,non-cs
0.457830792,0.871646358,0.770938158,0.682009275,area distinct,non-cs
0.476224705,0.543813498,0.727241762,0.25119858,areas draws ideas,non-cs
0.549947889,0.735202403,0.207691197,0.744422435,ariane 5 rocket,non-cs
0.605642001,0.198836803,0.54433622,0.661461196,armoured combat vehicles,non-cs
0.298140813,0.815342813,0.632954743,0.370765452,arranged listing,non-cs
0.780233857,0.461329361,0.439677631,0.559401901,array model used,non-cs
0.471922392,0.407125926,0.503579919,0.772299093,array whose size,non-cs
0.350213516,0.311566749,0.701664947,0.622334984,arrive continuously,non-cs
0.355394234,0.470330994,0.103850013,0.404472524,art work,non-cs
0.263659251,0.776992534,0.68457947,0.545237308,article deals,non-cs
0.169550719,0.755708312,0.67227137,0.610575535,article published,non-cs
0.464192767,0.496922861,0.538577404,0.303612046,artificial consciousness concepts,non-cs
0.448523214,0.514417507,0.607497953,0.421207991,artificial intelligence concerned,non-cs
0.488392506,0.572793373,0.612235331,0.423102413,artificial intelligence laboratory,non-cs
0.469259357,0.565634174,0.631045047,0.424682048,artificial intelligence research dedicated,non-cs
0.352772804,0.440166953,0.116181488,0.416359333,artistic purposes,non-cs
0.370595261,0.859051617,0.592735137,0.757295682,ary versions,non-cs
0.435521434,0.427013385,0.56987905,0.23000982,asimovs three laws,non-cs
0.422323204,0.433277704,0.624678291,0.39252406,aspect focus,non-cs
0.349120241,0.558018945,0.681736694,0.244437423,asr  computer speech recognition,non-cs
0.432537078,0.662911034,0.850945527,0.3048803,assessing current,non-cs
0.751923061,0.247340489,0.72482285,0.133104945,assigned exactly,non-cs
0.554440849,0.306281725,0.383744696,0.446191217,assigning local automatic variables,non-cs
0.851301738,0.644217992,0.637779997,0.392708175,associated data,non-cs
0.401793545,0.554993386,0.432850796,0.312707241,associated phenomenon,non-cs
0.569137415,0.321411064,0.255285257,0.806689653,associated view,non-cs
0.419020927,0.435319046,0.324169922,0.792305311,assuming elements,non-cs
0.413672725,0.378006754,0.389461563,0.261238822,asymptotic analysis,non-cs
0.432819098,0.552751292,0.423109302,0.607806473,asynchronous loading,non-cs
0.63238022,0.213563975,0.51909272,0.61285663,attack using,non-cs
0.229996036,0.653955509,0.2932692,0.350746047,attacks originally used words found,non-cs
0.383145877,0.411527288,0.63696187,0.67389445,audio every time,non-cs
0.479014965,0.282227891,0.429671208,0.667173585,audio normalization exist,non-cs
0.377223357,0.716194497,0.364188578,0.288458872,augmented reality alters one,non-cs
0.21275409,0.312973368,0.760071285,0.590681649,authors define,non-cs
0.20805753,0.370111981,0.769677946,0.590496029,authors later,non-cs
0.211548146,0.327854105,0.762462229,0.590560882,authors use,non-cs
0.513345385,0.374961028,0.362955664,0.197209018,automata theory differed,non-cs
0.51181425,0.388201885,0.390569344,0.216183922,automata theory emerged,non-cs
0.588295591,0.576675088,0.634013621,0.477895488,automatic programming,non-cs
0.61801242,0.378078777,0.645524076,0.520527979,automatic solutions,non-cs
0.549553049,0.635945905,0.302604935,0.441279904,automatically analyzing time,non-cs
0.328794056,0.386883355,0.659537036,0.578782599,automatically keeps,non-cs
0.409417024,0.441071896,0.638295458,0.681495103,automatically updated whenever,non-cs
0.542618757,0.174652015,0.488186012,0.664555246,automobile adapted,non-cs
0.296954522,0.845137722,0.396559002,0.562903359,available alternatives,non-cs
0.727308939,0.304793228,0.777615312,0.34318725,average case analysis,non-cs
0.257602307,0.226250127,0.552502253,0.459499246,avoid circumventing,non-cs
0.279992361,0.205097196,0.537501709,0.473605484,avoid data anomalies,non-cs
0.548856417,0.239471831,0.488173861,0.106926387,avoiding problematic issues,non-cs
0.425616595,0.871861754,0.719059876,0.643173452,awe regions could therefore,non-cs
0.921064763,0.391158577,0.575193636,0.104898131,backward euler method follows,non-cs
0.484584207,0.550403386,0.244158576,0.225256446,bacterial growth,non-cs
0.170691672,0.607876944,0.52067486,0.283938399,bad behavior,non-cs
0.815361026,0.369753236,0.404085159,0.263731197,balance scale,non-cs
0.274842111,0.636836092,0.507312724,0.932292843,balanced tree,non-cs
0.288200895,0.664602225,0.493861849,0.927830284,balanced trees t1,non-cs
0.46172624,0.226935364,0.659348795,0.229086829,balancing binary search tree,non-cs
0.467457492,0.237150884,0.616809359,0.225689777,balancing binary search trees,non-cs
0.28710372,0.677114806,0.637204608,0.523190588,banking application may,non-cs
0.493089857,0.459941812,0.130389091,0.85536615,bar induction,non-cs
0.497925556,0.448867508,0.149143123,0.859644258,bar recursion,non-cs
0.39490407,0.82254224,0.344927339,0.773067847,base sixteen,non-cs
0.395935069,0.827543926,0.331789486,0.773809435,base ten,non-cs
0.398635132,0.84100345,0.297147191,0.775380146,base two,non-cs
0.45458259,0.238468991,0.696311112,0.209161868,based binary search tree,non-cs
0.756962358,0.440911845,0.554907356,0.298348856,based clustering produces complex models,non-cs
0.669623489,0.313558801,0.679575847,0.325447792,based conclusions,non-cs
0.60987625,0.464609829,0.769773452,0.726827969,based cryptography,non-cs
0.584532309,0.43583288,0.821027441,0.713792861,based encryption,non-cs
0.706489757,0.51344402,0.667235296,0.639402438,based implementations,non-cs
0.564615947,0.084051148,0.608174516,0.503907055,based learning,non-cs
0.609007646,0.392650686,0.538679178,0.479355478,based learning algorithms,non-cs
0.582342576,0.419599427,0.564095387,0.498845472,based machine learning systems inspired,non-cs
0.553828898,0.023619482,0.561003909,0.343938025,based sampling,non-cs
0.475219082,0.228719686,0.599294535,0.699973774,based sound recording,non-cs
0.649969644,0.379730721,0.961540286,0.518055019,basic building block,non-cs
0.635401485,0.361734987,0.953860973,0.482007947,basic form,non-cs
0.63884773,0.357314773,0.939526031,0.477684334,basic form uses,non-cs
0.626901073,0.480766095,0.588931641,0.347660491,basic numerical methods,non-cs
0.645051595,0.544850765,0.535728722,0.210909605,basic theory,non-cs
0.676521386,0.376688191,0.916748832,0.531971081,basic units,non-cs
0.521080839,0.540658894,0.738948136,0.801468121,basis set,non-cs
0.384598549,0.350112299,0.526148967,0.188363613,bayesian network could represent,non-cs
0.662901567,0.521992868,0.112840155,0.542580751,beam propagation method,non-cs
0.757943069,0.674352471,0.657366277,0.744999094,bearer-independent call control,non-cs
0.14185084,0.388220838,0.467089039,0.62368295,become common practice,non-cs
0.238744589,0.82955111,0.491915927,0.643551819,become useful,non-cs
0.285129675,0.907100824,0.505323808,0.578268086,becomes necessary,non-cs
0.262559123,0.911648568,0.478681004,0.567282211,becoming increasingly important,non-cs
0.434768104,0.565247837,0.464995348,1,bee colonies,non-cs
0.337720996,0.493045469,0.335234619,0.360408368,behaving unpredictably,non-cs
0.480269317,0.394416357,0.720642125,0.282314032,behavioral neuroscientists,non-cs
0.247478209,0.492643711,0.398406763,0.773899919,bellet et al,non-cs
0.737839788,0.285697604,0.733012085,0.323848927,benefit analysis,non-cs
0.430681618,0.485739606,0.281874952,0.757700086,best element,non-cs
0.187338986,0.421303153,0.309481079,0.627343681,best example,non-cs
0.670830109,0.563282136,0.760966121,0.639669909,best frameworks,non-cs
0.796704957,0.461403535,0.510198542,0.139973217,best possible solution,non-cs
0.256874823,0.551556616,0.42194609,0.731120727,betty holberton,non-cs
0.317414974,0.223919029,0.284989848,0.629943745,beyond compare,non-cs
0.326786402,0.254290817,0.297415457,0.633505241,beyond np,non-cs
0.563205931,0.503241179,0.264953861,0.400520385,biconjugate gradient stabilized method,non-cs
0.447285767,0.543495444,0.390388987,0.697254378,big number,non-cs
0.674360332,0.463200488,0.164312439,0.307646224,binary arithmetic terminate,non-cs
0.679651296,0.462668068,0.205408125,0.350142362,binary arithmetic using electronic relays,non-cs
0.579429684,0.457871897,0.33345826,0.1215505,binary space partitioning arose,non-cs
0.772843754,0.043445821,0.545866311,0.354685089,binary splitting lends well,non-cs
0.755246239,0.020108629,0.54717117,0.342373215,binary splitting may render,non-cs
0.502822844,0.457709503,0.867757843,0.212825954,biodiversity informatics contrasts,non-cs
0.486458878,0.430668867,0.895647098,0.231885699,biodiversity informatics may also,non-cs
0.457621299,0.396823963,0.904564247,0.233052956,biodiversity information,non-cs
0.394056274,0.599745364,0.45969332,0.991514113,bird flocking,non-cs
0.467845543,0.501333931,0.371215712,0.58927865,bit central processing unit,non-cs
0.626510524,0.592317684,0.602128969,0.506593922,bit instruction set architecture,non-cs
0.417740327,0.569383223,0.274476204,0.899801823,bit slicing made,non-cs
0.79719918,0.426799948,0.596725537,0.703613824,bitwise operation operates,non-cs
0.361550639,0.699828767,0.6993275,0.736274386,black box,non-cs
0.380513155,0.428092047,0.214248168,0.25606681,bloch representation,non-cs
0.868361521,0.485719418,0.569180267,0.618386636,block diagram,non-cs
0.87341573,0.499399059,0.56677018,0.604005126,block diagrams,non-cs
0.872578644,0.516256193,0.559424586,0.587485899,block diagrams rely,non-cs
0.48775347,0.43984238,0.585829482,0.773641219,block size,non-cs
0.507541962,0.811692185,0.503751192,0.673724195,blocks connected,non-cs
0.561972368,0.809730868,0.408601837,0.35420417,body systems,non-cs
0.613344311,0.340449812,0.868655996,0.347447577,book affective computing published,non-cs
0.107431544,0.692788612,0.692170736,0.590972117,book titled,non-cs
0.63213656,0.756527711,0.42755346,0.297360983,boolean function whose value,non-cs
0.425112321,0.658287856,0.819310462,0.450545542,border guard,non-cs
0.55974165,0.054831804,0.522373693,0.327545802,boson sampling task consists,non-cs
0.341058795,0.319082195,0.448956215,0.743271097,bounded treewidth may,non-cs
0.276282689,0.57382392,0.482675161,0.956683986,boundlessly increasing tree height,non-cs
0.390072631,0.502381593,0.382883738,0.75840366,bridge weather,non-cs
0.332558206,0.707096108,0.27648606,0.490400681,bring together,non-cs
0.433934725,0.677737365,0.575527643,0.684576551,broad applications,non-cs
0.388407309,0.642242819,0.660447583,0.63161177,broadband backbone network,non-cs
0.441472312,0.679174745,0.560767158,0.707255636,broadly applicable across application domains,non-cs
0.573152265,0.23619904,0.660094765,0.483562672,broadly applicable technique,non-cs
0.273799217,0.671743808,0.395819448,0.895875117,bruce irons,non-cs
0.09772759,0.479546623,0.626644542,0.60035482,bst  also called,non-cs
0.368882334,0.381362364,0.358129944,0.719871748,build three types,non-cs
0.589430044,0.369048021,0.51488331,0.623880024,built advanced,non-cs
0.625457324,0.409312381,0.71198854,0.623396581,built using,non-cs
0.376865926,0.673825956,0.675973624,0.530319839,business functions,non-cs
0.385603613,0.668269584,0.685281581,0.533407539,business processes within,non-cs
0.358491929,0.648139593,0.740686544,0.540584019,business stakeholders,non-cs
0.288635368,0.55753312,0.416654588,0.72796222,butler lampson,non-cs
0.412155614,0.714071585,0.319267919,0.639731743,byte addition,non-cs
0.652010522,0.700209854,0.239369258,0.814029844,c4 model relies,non-cs
0.816905277,0.515512378,0.536370389,0.597318822,c4 model uses 5 basic diagramming elements,non-cs
0.254427684,0.468936077,0.46261454,0.353381721,cache misses occur,non-cs
0.432316186,0.636333302,0.426655122,0.481782192,cache model used,non-cs
0.622546762,0.573559367,0.572636542,0.909095845,calculate solvent accessible surface area,non-cs
0.611592618,0.288519474,0.23347372,0.417854667,calculation twice,non-cs
0.357223791,0.547800189,0.666591014,0.627692369,call home  call routing,non-cs
0.327213066,0.551596941,0.687304969,0.627811304,call us,non-cs
0.438043562,0.62089608,0.796477901,0.50267314,called agents,non-cs
0.778886659,0.274279489,0.606578536,0.251256929,called compositeness tests instead,non-cs
0.709806862,0.47092407,0.645317259,0.296572885,called deep generative models,non-cs
0.357165923,0.382124269,0.525923804,0.212885749,called dynamic bayesian networks,non-cs
0.571210403,0.41595286,0.151652358,0.779322969,called maplite,non-cs
0.543285181,0.613819766,0.495081154,0.238833446,called multivalued logic,non-cs
0.47123384,0.42664175,0.511814395,0.500827944,called swarm robotics,non-cs
0.752028711,0.406835499,0.227147491,0.343737427,called symmetric binary b,non-cs
0.234458419,0.385036638,0.459070029,0.4276964,cannot compute,non-cs
0.21917438,0.392698795,0.441910147,0.456938518,cannot exhibit creativity,non-cs
0.219480785,0.355485713,0.462657679,0.416082279,cannot produce,non-cs
0.555957524,0.326407715,0.708471881,0.542170719,canonical tasks,non-cs
0.454822506,0.732668314,0.453595085,0.249933137,capture correlation,non-cs
0.411775827,0.707333351,0.415671761,0.639141719,carry adders,non-cs
0.578106637,0.528765335,0.164200947,0.354042844,case gradient descent,non-cs
0.222888087,0.472001515,0.244631413,0.477223893,case lower bound,non-cs
0.38648901,0.340274334,0.731123399,0.721530724,case performance,non-cs
0.313397982,0.331016016,0.610449033,0.787661845,category correspond,non-cs
0.489240271,0.42957381,0.772919469,0.548811248,centered design practices,non-cs
0.624555851,0.388195514,0.539009577,0.07399578,central embarrassment,non-cs
0.461855429,0.388631598,0.593073772,0.056762455,cerebral palsy,non-cs
0.21136303,0.360682991,0.590296023,0.511082643,certain amount,non-cs
0.523806082,0.246043892,0.455420998,0.214680312,certain assumptions,non-cs
0.647571909,0.653036064,0.427563681,0.475391041,certain computational resource,non-cs
0.824162487,0.296596507,0.633789103,0.375284162,certain measure,non-cs
0.576369175,0.344080891,0.741305394,0.180028914,certain point,non-cs
0.523950386,0.676372639,0.65538731,0.827104888,certain structure,non-cs
0.466662978,0.820406855,0.644045435,0.458433005,certificate authority uses id,non-cs
0.580924132,0.426195596,0.861925509,0.713509392,certificate-based encryption,non-cs
0.297667844,0.356615613,0.113808313,0.574509283,changing face,non-cs
0.217570649,0.608267893,0.543774552,0.605248304,changing one term,non-cs
0.483898863,0.790056792,0.547915339,0.353431655,channel equalization,non-cs
0.400478645,0.655568112,0.784546955,0.429913914,checking authorized presence,non-cs
0.472746095,0.542181137,0.317062172,0.388142708,chemically connected,non-cs
0.584641566,0.423080432,0.637739319,0.858072142,choke openings,non-cs
0.45139945,0.416549316,0.931262143,0.66494882,choose short passwords,non-cs
0.53769093,0.35052361,0.822472383,0.497381055,chosen appropriately,non-cs
0.210612128,0.583378083,0.497114067,0.758647074,christoph mallon,non-cs
0.205351633,0.540667572,0.50772862,0.767669526,christopher terry,non-cs
0.913151652,0.365703864,0.584737241,0.328885888,cifs specification,non-cs
0.767237235,0.560791934,0.331677501,0.605427638,circuit design,non-cs
0.835302484,0.320258714,0.732457824,0.301766341,circuit evaluation,non-cs
