tSNE Untuned 0,tSNE Untuned 1,tSNE Untuned 2,tSNE Untuned 3,tSNE Untuned 4,phrase,label
0.383625956,0.55857969,0.425801088,0.627957036,0.495209901,register allocation,cs
0.915780226,0.484676864,0.423234958,0.612614192,0.40710165,regression analysis,cs
0.915740472,0.484639393,0.423274977,0.612582354,0.407121552,regression tasks,cs
0.366718904,0.688640584,0.60950836,0.635102301,0.65100193,regularization methods,cs
0.511587245,0.682138494,0.115610418,0.656917471,0.48062111,regularized logistic regression,cs
0.20502353,0.377185633,0.362853237,0.358711795,0.362025395,reinforcement learning,cs
0.257343685,0.56853061,0.109972628,0.514168776,0.547269675,relational algebra,cs
0.237545919,0.522649678,0.125529748,0.491932078,0.488718135,relational database,cs
0.242686661,0.522498181,0.123537327,0.49275167,0.487202047,relational database domain,cs
0.248919844,0.523864773,0.113793549,0.493450852,0.492461882,relational database theory,cs
0.233597742,0.521260284,0.132896554,0.492666282,0.485675016,relational databases,cs
0.238161512,0.537094709,0.059840698,0.463040001,0.503044437,relational semantics,cs
0.234068044,0.399714041,0.384160366,0.234996977,0.339908996,representation learning,cs
0.313100811,0.583504265,0.511482772,0.64075501,0.467521799,resizable array,cs
0.429066846,0.349346952,0.452042074,0.268709423,0.643665315,resource allocation,cs
0.299058084,0.815726332,0.515211891,0.637003346,0.599892413,robbinsmonro optimization algorithm,cs
0.570733652,0.225474498,0.304967541,0.418820264,0.693227892,root node,cs
0.440852192,0.153534967,0.444633326,0.40846545,0.513642655,rooted tree,cs
0.331776148,0.502976265,0.295763824,0.471141363,0.799786379,router networks,cs
0.617221045,0.646245774,0.478664298,0.424681782,0.597117619,run time,cs
0.789163113,0.303923469,0.507105753,0.405678101,0.543118578,runtime error detection,cs
0.368163654,0.68184122,0.385931728,0.438627038,0.429529501,runtime framework,cs
0.284869238,0.771999365,0.572551262,0.487900434,0.392132445,sample space,cs
0.157895833,0.491347776,0.383690595,0.664686656,0.627493251,scalar processor,cs
0.154604927,0.491693764,0.385106375,0.66314155,0.625450499,scalar processors,cs
0.278406849,0.658963724,0.272748687,0.3962478,0.71954047,scientific computing,cs
0.345341234,0.712497931,0.255698071,0.295366463,0.765320992,scientific language,cs
0.349098593,0.714171595,0.255375166,0.291697028,0.763038342,scientific method,cs
0.294849365,0.710189859,0.26799246,0.347865959,0.731710502,scientific programming language,cs
0.292831448,0.710754121,0.268571667,0.34981153,0.730317198,scientific programming languages,cs
0.342835855,0.710772441,0.257003526,0.299253285,0.755298011,scientific study,cs
0.326115116,0.705815094,0.260711381,0.318891902,0.750071948,scientific visualization,cs
0.838205439,0.599587164,0.588160095,0.473001272,0.698618097,self-balancing binary search tree,cs
0.424904779,0.46237537,0.281327904,0.110704164,0.520755132,semantic analysis,cs
0.425431717,0.461091029,0.28733879,0.104959642,0.513570033,semantic predicate,cs
0.425152099,0.4616363,0.286264581,0.105577526,0.515074086,semantic predicates,cs
0.419199532,0.472039743,0.259967472,0.106861646,0.547994362,semantic resolution tree,cs
0.873822087,0.459439515,0.678434635,0.313721338,0.42383371,semi-structured model,cs
0.420370061,0.46422968,0.385310964,0.834438844,0.57591829,semiautomatic data processing systems,cs
0.407746468,0.910836186,0.442980944,0.677261534,0.410873596,sequence data,cs
0.400083519,0.868613472,0.456946703,0.650620937,0.386027216,sequence labeling,cs
0.397909159,0.85934078,0.462111011,0.640173936,0.378546543,sequence labeling algorithms,cs
0.399528853,0.866209938,0.458171515,0.648065659,0.384170088,sequence labeling task,cs
0.53130278,0.057531128,0.419722096,0.322153525,0.296674923,serial manipulator,cs
0.531302789,0.057531565,0.419721872,0.32215434,0.296675714,serial manipulators,cs
0.086919084,0.468103005,0.531402671,0.270853966,0.389258355,server message block,cs
0.564308201,0.478896536,0.299357071,0.467407655,0.632860345,shannon sampling theorem,cs
0.512951729,0.757309578,0.389724558,0.641171883,0.416742905,shift cipher,cs
0.425880424,0.178128051,0.494815393,0.658465167,0.298884589,sibling calls,cs
0.59362766,0.639047465,0.391476971,0.629264474,0.707692602,sigmoid curve,cs
0.59484503,0.652196662,0.402259589,0.649122226,0.713783619,sigmoid function,cs
0.594702833,0.651265345,0.401480105,0.647728838,0.713183878,sigmoid functions,cs
0.417043646,0.643571231,0.464323898,0.621304752,0.624720472,signal generation,cs
0.410360739,0.644975259,0.472425322,0.625971037,0.631730011,signal processing,cs
0.523503808,0.200358639,0.629060578,0.289534123,0.483898253,significant digits,cs
0.148058227,0.381330839,0.408373453,0.271819474,0.32115651,similarity learning,cs
0.27133851,0.525785578,0.414828195,0.678992325,0.877511513,simulated neurons,cs
0.712446292,0.538913359,0.913667127,0.452679341,0.370683664,single core cpu,cs
0.711503314,0.536932805,0.915681052,0.453056691,0.369854277,single core processors,cs
0.802368867,0.52483786,0.824696666,0.483733344,0.355547875,single nearest neighbor,cs
0.776180179,0.514354862,0.431552101,0.277186935,0.27757776,singleton pattern,cs
0.47184843,0.52692929,0.278779264,0.636099133,0.451324669,situ matrix transposition,cs
0.639601935,0.460993289,0.763113799,0.37005116,0.630281712,smoothness assumption,cs
0.874035248,0.383168423,0.709329202,0.51782702,0.562671221,soft computing,cs
0.261937963,0.585083663,0.338503207,0.525373409,0.350276292,software application,cs
0.228673938,0.610041579,0.296315613,0.478264727,0.33266565,software construction,cs
0.253131297,0.605241301,0.299191393,0.459157263,0.356795132,software design,cs
0.228939696,0.619173579,0.290575197,0.451799962,0.369805802,software engineering,cs
0.279986088,0.621528459,0.345317356,0.461683574,0.340765472,software frameworks,cs
0.273182553,0.579963727,0.279840086,0.468213568,0.326240013,software performance analysis,cs
0.248569182,0.607930672,0.310897501,0.509631104,0.32607376,software project,cs
0.259440211,0.583373152,0.333893182,0.531865298,0.356704209,software system,cs
0.258423103,0.583956159,0.333356048,0.527528205,0.361077256,software systems,cs
0.271356138,0.606395586,0.259649582,0.501058165,0.307340379,software verification method,cs
0.844748793,0.585276223,0.577944444,0.418343653,0.631548256,sorted binary tree,cs
0.322321277,0.68596875,0.52542953,0.87439476,0.511772719,sorting algorithm,cs
0.322107074,0.686088862,0.525622164,0.873768679,0.511962173,sorting algorithms,cs
0.392466287,0.687512923,0.389446741,0.431203476,0.45354649,source code,cs
0.408935758,0.691981085,0.391134522,0.422812962,0.472005995,source programs,cs
0.486670925,0.130570172,0.497432213,0.431596017,0.557643879,spanning tree generation,cs
0.929701622,0.41434218,0.702683532,0.523759811,0.43006789,sparse distributed memory,cs
0.929109703,0.453401677,0.698567065,0.525667915,0.37604074,sparse graph,cs
0.430926592,0.460340923,0.355365656,0.511252957,0.501476226,spatial relations,cs
0.137964721,0.592339046,0.512689398,0.45258959,0.465614395,special memory allocation libraries,cs
0.529240924,0.463715725,0.37563256,1,0.415222593,spectral method,cs
0.529054072,0.46377193,0.375340614,0.997860703,0.415634643,spectral methods,cs
0.412633792,0.780801351,0.577758565,0.358230353,0.357082339,speech recognition,cs
0.409749266,0.781026633,0.57734402,0.345143651,0.350573142,speech signals,cs
0.408890194,0.777565254,0.574182744,0.332062556,0.347173819,speech tagging,cs
0.847473323,0.157390686,0.520151906,0.495333339,0.560376925,sql dump,cs
0.17064832,0.507291948,0.165405294,0.487387565,0.505327962,sql statements,cs
0.170365653,0.508871613,0.165022031,0.487227504,0.505525001,sql systems,cs
0.69775473,0.477995187,0.521628763,0.310296395,0.694294522,standard sigmoid functions,cs
0.579887647,0.689884847,0.289631382,0.427123416,0.76430854,star network,cs
0.523606278,0.584053384,0.206781674,0.262715247,0.732574418,state machine,cs
0.52337251,0.5827835,0.207181876,0.261895458,0.734093705,state machines,cs
0.762359103,0.638068538,0.677819697,0.499652648,0.379274536,static arrays,cs
0.76263148,0.638012023,0.677615147,0.49892644,0.378788957,static compilation,cs
0.764899883,0.666512445,0.658683391,0.486388976,0.363843554,static hashing,cs
0.474480968,0.543988601,0.095172705,0.450532838,0.47879791,statistical computing,cs
0.492655486,0.595288031,0.101130766,0.482265615,0.511866062,statistical density functions,cs
0.470150249,0.584949173,0.074721645,0.458199048,0.480292871,statistical inference,cs
0.469962144,0.547150719,0.058983509,0.466793026,0.525327954,statistical language model,cs
0.481352148,0.543711548,0.11795726,0.450405872,0.493607647,statistical mechanics,cs
0.481605591,0.568155336,0.079499201,0.466985514,0.510392671,statistical model,cs
0.48014941,0.55971373,0.07861875,0.463319731,0.502522272,statistical modeling,cs
0.47635822,0.552579998,0.041412384,0.459201288,0.483512999,statistical pattern recognition,cs
0.485371911,0.587975659,0.083608194,0.473959268,0.501444777,statistical properties,cs
0.512093633,0.524818963,0.373615833,0.502096407,0.839197762,stochastic control,cs
0.563804954,0.449060692,0.325495781,0.65311432,0.713056677,stochastic gradient descent,cs
0.552056754,0.475596982,0.315429118,0.610441548,0.679384283,stochastic gradient langevin dynamics,cs
0.526263001,0.538184612,0.391697562,0.509468304,0.859793228,stochastic optimal control,cs
0.531266237,0.472222074,0.293375417,0.606210371,0.696433511,stochastic weights,cs
0.488367351,0.354728658,0.44404824,0.459632579,0.52775493,strategy pattern,cs
0.190549536,0.503881633,0.641974998,0.391209431,0.543896899,streaming algorithm,cs
0.188914552,0.475807039,0.643661316,0.360343151,0.556004823,streaming data,cs
0.185847635,0.4392626,0.634802848,0.321478478,0.570657931,streaming media,cs
0.188554824,0.459125555,0.654599347,0.339733215,0.564833468,streaming text,cs
0.251853918,0.334187844,0.519351236,0.875237249,0.429812276,string kernel,cs
0.251778944,0.334048694,0.519363091,0.875284056,0.43010866,string kernels,cs
0.420068443,0.546438977,0.209147504,0.474776477,0.373291784,structural analysis,cs
0.418760728,0.553441295,0.222926901,0.478758621,0.381249124,structural induction,cs
0.422379127,0.539363343,0.185718369,0.462719721,0.369261107,structural pattern recognition,cs
0.419590335,0.549791004,0.219852718,0.479573746,0.374484734,structural recursion,cs
0.325691098,0.643098933,0.521373945,0.360928014,0.417638569,subject-oriented programming,cs
0.495035558,0.589733797,0.362310668,0.508038196,0.473637716,subrecursive hierarchies,cs
0.471554339,0.542357885,0.458410947,0.783546033,0.6244188,successive parabolic interpolation,cs
0.141891582,0.4706303,0.407455222,0.686652551,0.622268444,superscalar processor,cs
0.202113183,0.430646596,0.395615567,0.308382458,0.253377782,supervised feature learning,cs
0.20932586,0.445131018,0.394414826,0.324829129,0.226690496,supervised learning,cs
0.218034148,0.4735391,0.399101172,0.375143155,0.251974705,supervised learning algorithm,cs
0.210961042,0.454162532,0.390483229,0.343469654,0.247248556,supervised learning model,cs
0.209573,0.454598852,0.390608775,0.344998627,0.249700376,supervised learning models,cs
0.14052178,0.536937097,0.387350347,0.440974685,0.339255997,supervised machine learning,cs
0.207361961,0.447610961,0.408148832,0.314863648,0.183035223,supervised method,cs
0.248986886,0.708658915,0.531959837,0.519546289,0.498403087,support-vector machine,cs
0.251984117,0.717524584,0.419417671,0.410752432,0.859314182,swarm intelligence algorithms,cs
0.334968605,0.545315574,0.282440147,0.474528826,0.823573335,synchronous optical networking,cs
0.715131049,0.475355014,0.596415002,0.765570895,0.547683662,synthetic consciousness,cs
0.389232781,0.550978278,0.400721512,0.436170451,0.543153457,system matrix,cs
0.36615108,0.560679986,0.458063298,0.343222195,0.626324331,system performance,cs
0.370447059,0.578228129,0.467831279,0.309834311,0.658312726,system usability scale,cs
0.354258879,0.561313628,0.327855151,0.453405558,0.518933481,systems architecture,cs
0.354511298,0.558083536,0.318430238,0.47611596,0.504822261,systems engineering,cs
0.363021204,0.56580059,0.339620895,0.463189585,0.532316955,systems theory,cs
0.162571292,0.539517259,0.62909865,0.552528265,0.35988743,table structure,cs
0.324042928,0.471034241,0.135648437,0.536332422,0.363913052,taxonomic databases,cs
0.376339861,0.391725058,0.302938491,0.523539206,0.737356353,telecommunications network,cs
0.515876199,0.227824676,0.179026,0.3755462,0.573851081,temporal database,cs
0.515878516,0.227795398,0.179012223,0.375526894,0.573878001,temporal databases,cs
0.2485574,0.799397273,0.590191779,0.439332894,0.475644171,tensor product,cs
0.40873206,0.416413168,0.369461626,0.28897971,0.776064332,terminal node,cs
0.391748558,0.402522704,0.308076069,0.604668599,0.727304494,terrestrial networks,cs
0.390034858,0.837315867,0.529855874,0.423754462,0.514536603,text mining,cs
0.394946627,0.837835653,0.531029458,0.415979533,0.518044974,text processing,cs
0.179432393,0.709456247,0.291193901,0.480421056,0.576055264,theoretical computer science,cs
0.47751179,0.124247017,0.458418045,0.439957504,0.528547301,thus trees,cs
0.677630658,0.293824338,0.52520039,0.447644779,0.618302224,time complexity,cs
0.460404275,0.415035071,0.281422002,0.802848361,0.733921555,time delay neural network,cs
0.678506522,0.296018748,0.527073395,0.435781299,0.613836348,time delays,cs
0.497568,0.341532482,0.235993904,0.489199912,0.451256717,timespace tradeoffs,cs
0.141500087,0.564157558,0.49942161,0.5370629,0.809522995,traditional artificial intelligence,cs
0.112914705,0.594381867,0.27973426,0.511122241,0.683570987,traditional computer networking,cs
0.724577016,0.484312346,0.341403468,0.288354847,0.386539184,traditional convolutional layers,cs
0.135653596,0.52048204,0.750238349,0.481771052,0.523882921,training set,cs
0.135649243,0.520485728,0.750251638,0.48177788,0.523886751,training time,cs
0.416955341,0.627647944,0.46011758,0.386092146,0.126564217,transformation rules,cs
0.490560498,0.117028031,0.486945345,0.326727465,0.561290638,tree contraction,cs
0.688361523,0.193909236,0.397358575,0.53995181,0.675873182,tree decomposition,cs
0.688299212,0.193889118,0.397373259,0.539930223,0.675845536,tree decompositions,cs
0.495095449,0.148411235,0.47284986,0.492620176,0.650928699,tree isomorphism,cs
0.463750126,0.519417483,0.203169479,0.817555797,0.569047462,tridiagonal matrix algorithm,cs
0.516493056,0.742364939,0.747757814,0.489727801,0.412016956,truth value,cs
0.515560657,0.749454544,0.742703192,0.48466925,0.408617606,truth value object,cs
0.832005408,0.44758223,0.546075547,0.617384841,0.397821632,undirected graph,cs
0.830767424,0.441882974,0.548478293,0.606684132,0.398243765,undirected graphical model,cs
0.421696511,0.407144156,0.732502308,0.22275904,0.576428618,unified modelling language,cs
0.810601026,0.563364758,0.64041208,0.473660781,0.731568602,uniform binary search,cs
0.573078725,0.553001749,0.482554697,0.252047603,0.793524274,universal approximation theorem,cs
0.819873406,0.403089724,0.570864983,0.533767843,0.40024935,unlabeled input data,cs
0.759959332,0.2129954,0.723221529,0.561247998,0.594959901,unsupervised feature learning,cs
0.759985379,0.213026354,0.723420576,0.56122462,0.594888453,unsupervised learning,cs
0.759944816,0.212659348,0.723032005,0.561462872,0.595216708,unsupervised learning algorithm,cs
0.262494788,0.544960451,0.414943193,0.390033533,0.439093529,user interface,cs
0.263513874,0.546360631,0.413983943,0.390932148,0.439116179,user interface structure,cs
0.274272926,0.49378854,0.396019125,0.416924654,0.474699589,user queries,cs
0.743223159,0.410943992,0.647290489,0.441453105,0.396268736,vague set,cs
0.247000754,0.754014707,0.581937604,0.439166965,0.466855214,vector field,cs
0.252481797,0.743362308,0.53322418,0.522341404,0.495737402,vector machine models,cs
0.256608129,0.782547019,0.520110968,0.542687791,0.505650681,vector optimization,cs
0.254294342,0.786024069,0.582985513,0.451454559,0.470156316,vector spaces,cs
0.509607373,0.759777111,0.394157626,0.654911737,0.419234788,vigenre cipher,cs
0.138928529,0.564562371,0.51226491,0.585340313,0.598622532,virtual address space,cs
0.142816896,0.512760149,0.556044961,0.43365877,0.693930273,virtual machine,cs
0.135802071,0.567611465,0.509002611,0.584372466,0.588872468,virtual memory addresses,cs
0.144557326,0.51021363,0.556428346,0.420275147,0.701674142,virtual reality,cs
0.292414319,0.44410699,0.5755087,0.332525112,0.366921349,visual objects,cs
0.266177801,0.628737751,0.445786774,0.328260064,0.391937275,visual programming languages,cs
0.311204422,0.445608825,0.14491419,0.475077111,0.671413917,web caching,cs
0.306671088,0.443883026,0.146460082,0.472746755,0.674055075,web design,cs
0.304259032,0.443636441,0.148222936,0.469397138,0.677248276,web servers,cs
0.463087769,0.028779,0.479075903,0.454198949,0.60597982,weight-balanced tree,cs
0.324827664,0.290862822,0.269438419,0.481544146,0.741860684,wireless routing protocol,cs
0.326006809,0.479777917,0.114668028,0.493932673,0.733223619,world wide web,cs
0.344114241,0.502935586,0.411463657,0.735920804,0.354734675,zip files,cs
0.556567719,0.714475502,0.42291557,0.367005988,0.31153635,#NAME?,non-cs
0.929461228,0.471871377,0.6969003,0.523956083,0.352320858,0 - sparse graphs,non-cs
0.519819792,0.245615322,0.540645731,0.162833465,0.47356385,1  became important,non-cs
0.93030027,0.482924057,0.695234062,0.521955008,0.339240884,1 - sparse graphs,non-cs
0.985646239,0.423333118,0.612937071,0.472741765,0.298494146,1 - tight graphs,non-cs
0.720793395,0.621748226,0.949478758,0.391576068,0.40066547,1 architectural view model,non-cs
0.720206818,0.617271961,0.948235339,0.394949282,0.398794681,1 computer graphics system,non-cs
0.392708714,0.386086301,0.2060412,0.285345903,0.405291572,1973 nbs solicited private industry,non-cs
0.161832408,0.674400025,0.436839608,0.474302129,0.725568729,1975 distributed artificial intelligence emerged,non-cs
0.426745737,0.638519673,0.160742405,0.445058573,0.642250495,1987 ai magazine article,non-cs
0.428552612,0.646850892,0.157289994,0.446681976,0.644808675,1989 stochastic diffusion search,non-cs
0.618290417,0.459561088,0.35150635,0.527485783,0.371673369,1996 maiden flight,non-cs
0.562355366,0.51445929,0.349584552,0.481944745,0.374780444,1997 raised questions,non-cs
0.641858133,0.451485498,0.705294813,0.232086053,0.160884697,2 fuzzy ontology,non-cs
0.404181943,0.692573884,0.427679311,0.660503992,0.808969318,2000s era music reproduction technology,non-cs
0.392936094,0.952187391,0.448899512,0.510095525,0.658706566,2016  digital empathy,non-cs
0.054875793,0.500500021,0.551002779,0.507175402,0.554772601,250 million images,non-cs
0.117880781,0.629412467,0.382773086,0.604340736,0.571391905,257 zilog z8001 microprocessors,non-cs
0.621049133,0.36280833,0.630579608,0.624762597,0.737855411,264 decoders always support quarter,non-cs
0.985862889,0.423120216,0.61259512,0.472561683,0.298255141,3 - tight graphs,non-cs
0.007497448,0.601358764,0.416002923,0.353449734,0.474277818,3d coordinate system,non-cs
0.93842637,0.467395209,0.697774214,0.518705368,0.343616537,6 - sparse graph,non-cs
0.514458667,0.801778576,0.665412007,0.479244429,0.254306375,6th dimensions,non-cs
0.515381026,0.802929356,0.664044603,0.478705397,0.248188425,abbreviated 6nf,non-cs
0.628460967,0.440307755,0.758326154,0.453065934,0.506406255,absolute stability,non-cs
0.590526763,0.555429277,0.665070905,0.524590526,0.544345733,absolute value,non-cs
0.785984543,0.457070734,0.565424073,0.431062303,0.451086977,abstract data structures receive,non-cs
0.740960639,0.509680632,0.65076621,0.380518503,0.41735934,abstract family,non-cs
0.774003804,0.515336452,0.589784767,0.346694415,0.511005332,abstract family of languages,non-cs
0.751577907,0.456340803,0.621721521,0.407604675,0.42888623,abstract framework,non-cs
0.748532144,0.440410671,0.61768721,0.36332053,0.416062272,abstract interpretation consists,non-cs
0.738059842,0.421496111,0.630852917,0.413204816,0.41100674,abstract question,non-cs
0.648847253,0.56872306,0.399130571,0.246640639,0.629937683,ac  also known,non-cs
0.357281491,0.697116322,0.238723053,0.209092722,0.565416055,academic conference,non-cs
0.359332128,0.347343844,0.370207193,0.409073716,0.523195634,access control,non-cs
0.36119335,0.34538124,0.371368661,0.407385111,0.520617118,access control system,non-cs
0.346446862,0.363207603,0.370689765,0.417954204,0.531877719,access management describes,non-cs
0.315973347,0.582170571,0.507425784,0.64756234,0.449612357,accessing array elements,non-cs
0.56539303,0.504928726,0.661157135,0.509776449,0.657138907,accomplished today,non-cs
0.280320147,0.464095685,0.690452154,0.501856282,0.483655927,account dynamic behaviour,non-cs
0.536300778,0.565628524,0.873072474,0.454919073,0.447780051,accurate identification method,non-cs
0.524660682,0.612059799,0.860473348,0.459798944,0.434900309,accurately provide approximate answers,non-cs
0.412238681,0.589391762,0.741334549,0.291930394,0.520339968,achieve goals,non-cs
0.840645431,0.597975816,0.372643811,0.479157192,0.285461092,achieve polymorphic behavior,non-cs
0.540661733,0.232029665,0.685632349,0.324519947,0.563483403,achieve significant compression,non-cs
0.553854859,0.617807443,0.237515248,0.613456665,0.682569669,acm sigmetrics 2006,non-cs
0.410565301,0.534473172,0.229303233,0.552183343,0.308909294,across concrete examples,non-cs
0.641048691,0.570737472,0.392863489,0.259370563,0.626683616,acs comb,non-cs
0.334855531,0.738440727,0.332733499,0.368693255,0.625614316,acs combinatorial science,non-cs
0.342567813,0.751601721,0.338958264,0.354425803,0.625593228,acs combinatorial science publishes articles,non-cs
0.258227482,0.376492985,0.552939433,0.415808298,0.779306967,active networking allows,non-cs
0.264923591,0.367298444,0.544202925,0.414825898,0.785367162,active networking relates,non-cs
0.3700125,0.39910291,0.532994139,0.295485641,0.438757312,activities used,non-cs
0.567704262,0.580570375,0.583795269,0.306044652,0.596920297,actual word classification,non-cs
0.537251129,0.581273865,0.588961123,0.344393044,0.55438254,actually define,non-cs
0.34052232,0.459548372,0.431632032,0.258568314,0.39671932,actuated joints,non-cs
0.358372521,0.445310397,0.603906847,0.671104717,0.51722793,adaptive control,non-cs
0.358591131,0.445484248,0.603800581,0.671818102,0.517307811,adaptive methods,non-cs
0.358519529,0.445491641,0.603869028,0.671543005,0.517278801,adaptive systems,non-cs
0.714381445,0.473524914,0.351196588,0.497019125,0.507347159,add two numbers,non-cs
0.345437309,0.493118824,0.619688959,0.368700036,0.523427419,added together,non-cs
0.335088065,0.493856019,0.609143929,0.369584446,0.502560995,adding edges,non-cs
0.713810463,0.473293068,0.351206872,0.497563581,0.509075332,adding two n,non-cs
0.818492955,0.289843173,0.791177118,0.345196141,0.467653418,additional storage much less,non-cs
0.565614937,0.2973943,0.433909627,0.325614824,0.357688522,additionally requires,non-cs
0.629127196,0.563858164,0.388349943,0.15493178,0.343691893,additive guarantee,non-cs
0.621372372,0.133721326,0.488823662,0.428152989,0.23268757,address complex real,non-cs
0.425673532,0.72242578,0.353066098,0.521441714,0.608022209,address windowing extensions coding example,non-cs
0.303311917,0.639149294,0.50705654,0.063688573,0.513876477,addressing various design concerns,non-cs
0.688466322,0.558131486,0.22744394,0.45772615,0.478902732,adele cutler,non-cs
0.493506644,0.583316467,0.32777764,0.388837935,0.336188092,adjacency list describes,non-cs
0.4856183,0.584118081,0.324905978,0.383048912,0.331643956,adjacency list representation,non-cs
0.497052149,0.581048182,0.32604398,0.389679712,0.338159336,adjacency list uses,non-cs
0.498403017,0.648654994,0.51830105,0.501204295,0.155146821,adjacent layers,non-cs
0.448679211,0.541826217,0.568093678,0.545933915,0.718283751,adjusted significance testing,non-cs
0.41447868,0.33793323,0.626253693,0.200709664,0.614468492,admit functional extension,non-cs
0.477778501,0.502945836,0.813882425,0.381027404,0.619367505,advantage made possible,non-cs
0.716510493,0.187692745,0.601049118,0.350493118,0.412557691,adversely affect,non-cs
0.50808201,0.582120319,0.311765853,0.343839891,0.285254905,advertising  proceedings,non-cs
0.382095754,0.80384929,0.459866815,0.691819018,0.816140289,affect digital circuits,non-cs
0.668048934,0.307835132,0.58705877,0.471824233,0.272522526,affected differently,non-cs
0.532928266,0.430640102,0.919610122,0.454688221,0.611274617,agile database modeling technique suited,non-cs
0.392666244,0.272781583,0.416378976,0.35694841,0.427106247,alarm signal used,non-cs
0.513102893,0.966972033,0.330474316,0.461403144,0.562219918,alexander stepanov,non-cs
0.285951265,0.746448565,0.425971619,0.443569873,0.619204492,algorithm design technique,non-cs
0.618797406,0.160082675,0.473542078,0.384607546,0.612309388,algorithm repeatedly,non-cs
0.563357723,0.401152631,0.831989025,0.521366437,0.408494864,algorithm still performs well,non-cs
0.277949139,0.747572739,0.456038249,0.382452193,0.625925566,algorithms based,non-cs
0.407791475,0.207948689,0.845418255,0.554485443,0.549020844,algorithms for recovery and isolation exploiting semantics,non-cs
0.251006386,0.459457878,0.177501437,0.398098274,0.692770102,algorithms run online,non-cs
0.554263538,0.777349618,0.225115266,0.354925831,0.497975435,allen newell,non-cs
0.502777629,0.612184066,0.612672602,0.642128817,0.62954619,allow reuse,non-cs
0.302630739,0.573536684,0.53553713,0.119496482,0.627975252,allowing designers,non-cs
0.437294966,0.633476691,0.645709002,0.493161924,0.600218271,allows elements,non-cs
0.465424172,0.655701946,0.64323598,0.53709041,0.619623995,allows self,non-cs
0.633900079,0.439353684,0.807715618,0.566630761,0.674069526,allows simple statistical association,non-cs
0.430343604,0.622763501,0.654125586,0.497076806,0.604617234,allows users,non-cs
0.783221051,0.351184524,0.938868658,0.452999902,0.487935588,almost lossless data compression,non-cs
0.498288092,0.789263592,0.404760438,0.637605937,0.412117308,alphabet substitution ciphers,non-cs
0.54615025,0.536251608,0.542230843,0.366426654,0.501447866,also called,non-cs
0.618898221,0.612336263,0.386362371,0.558568811,0.425861038,also called alethic possibility,non-cs
0.524175207,0.411120674,0.339203853,0.343950744,0.428720475,also called crossing dependencies,non-cs
0.162656376,0.647404111,0.477444352,0.520468693,0.775408702,also called decentralized artificial intelligence,non-cs
0.45608443,0.402829819,0.274523952,0.192166657,0.49530834,also called latent semantic analysis,non-cs
0.558169776,0.478379669,0.352606436,0.420046372,0.471672228,also called mutual recursion,non-cs
0.24762741,0.447949868,0.470851277,0.781443256,0.476962901,also cluster objects,non-cs
0.638615264,0.295668239,0.514962727,0.243121637,0.361005672,also concerned,non-cs
0.521013662,0.668618718,0.571844982,0.278185516,0.447996684,also discussed,non-cs
0.479362068,0.303637226,0.527891914,0.627923912,0.656079017,also early work,non-cs
0.44261728,0.563510413,0.670633926,0.470146926,0.579779908,also enabled,non-cs
0.445764821,0.337814685,0.617911381,0.26929132,0.604494893,also extended,non-cs
0.281165449,0.502385759,0.618725513,0.650001577,0.77701597,also implement boolean logic,non-cs
0.546361301,0.527563251,0.554952256,0.379636786,0.498954055,also known,non-cs
0.464062802,0.250197158,0.734070603,0.440428101,0.304282804,also many approximation algorithms,non-cs
0.520182646,0.676320353,0.575388062,0.270010808,0.443406294,also pondered,non-cs
0.545002454,0.652650191,0.58521542,0.3051277,0.506091498,also reveal,non-cs
0.280824374,0.625768144,0.289327758,0.426184497,0.3603752,also software design specification,non-cs
0.448733194,0.574971648,0.701054469,0.440877209,0.592007902,also support,non-cs
0.854620109,0.530632558,0.422724705,0.595448118,0.706226988,also symmetric boolean functions,non-cs
0.575418302,0.550296415,0.549063891,0.443826891,0.506750558,also use,non-cs
0.575825276,0.545643617,0.552769438,0.451407046,0.506247799,also used,non-cs
0.535329449,0.247884689,0.628665928,0.48813026,0.510508996,also used extensively,non-cs
0.523063106,0.523995238,0.699104453,0.594615908,0.56300074,also verified,non-cs
0.452043856,0.503214876,0.622790384,0.284467494,0.637144997,also visually,non-cs
0.719775874,0.292229481,0.564418535,0.613566086,0.466304259,altered product,non-cs
0.483888476,0.690252097,0.642031161,0.687158631,0.37306228,alternative leisure actives,non-cs
0.596173387,0.547469092,0.553617178,0.660279027,0.228846593,alternative scenarios,non-cs
0.608570805,0.542142191,0.547224024,0.654773649,0.225849857,alternative terms,non-cs
0.629612239,0.530762186,0.535768042,0.660351226,0.231524327,alternatively spelled optimisation,non-cs
0.558779081,0.442832052,0.840904963,0.517405389,0.489913463,although efficient,non-cs
0.641864357,0.527515878,0.500907951,0.461403023,0.439077561,although imaging,non-cs
0.537878366,0.306205883,0.598401276,0.422898633,0.301632599,although many,non-cs
0.646332052,0.514394104,0.489732497,0.527686152,0.422214045,although objects,non-cs
0.643396395,0.527274568,0.500931546,0.462215339,0.437410046,although sequences,non-cs
0.628392486,0.533824993,0.512354115,0.422696507,0.460295184,although using,non-cs
0.611514656,0.385397019,0.625380014,0.52479387,0.678167252,always produces,non-cs
0.613098535,0.385746507,0.625331852,0.527848969,0.675376224,always show,non-cs
0.709312458,0.431458189,0.741020874,0.483125329,0.58185827,always simplified,non-cs
