tSNE Untuned 0,tSNE Untuned 1,phrase,label
0.493226831,0.352595075,account dynamic behaviour,non-cs
0.299848099,0.872337356,accurate identification method,non-cs
0.305216552,0.850025643,accurately provide approximate answers,non-cs
0.271876949,0.785222427,achieve goals,non-cs
0.839068909,0.413231815,achieve polymorphic behavior,non-cs
0.524834043,0.786632485,achieve significant compression,non-cs
0.580539313,0.465614941,acm sigmetrics 2006,non-cs
0.201352494,0.374300091,across concrete examples,non-cs
0.513819524,0.526451047,acs comb,non-cs
0.397325125,0.169827633,acs combinatorial science,non-cs
0.398708038,0.169881429,acs combinatorial science publishes articles,non-cs
0.094382996,0.348547647,active networking allows,non-cs
0.0963215,0.34773613,active networking relates,non-cs
0.204425148,0.475913644,activities used,non-cs
0.338304007,0.728732859,actual word classification,non-cs
0.382673611,0.660147724,actually define,non-cs
0.265108384,0.428495068,actuated joints,non-cs
0.366767673,0.508670227,adaptive control,non-cs
0.367925527,0.508938073,adaptive methods,non-cs
0.367216128,0.509125231,adaptive systems,non-cs
0.813353452,0.466607064,add two numbers,non-cs
0.300997703,0.600779179,added together,non-cs
0.299392148,0.595640697,adding edges,non-cs
0.814889332,0.467212152,adding two n,non-cs
0.697120575,0.91865538,additional storage much less,non-cs
0.624245529,0.704523916,additionally requires,non-cs
0.747617184,0.361617457,additive guarantee,non-cs
0.715886873,0.701645888,address complex real,non-cs
0.542647421,0.310839989,address windowing extensions coding example,non-cs
0.19843733,0.416651728,addressing various design concerns,non-cs
0.541844802,0.528610388,adele cutler,non-cs
0.480123996,0.424079301,adjacency list describes,non-cs
0.477890877,0.422210146,adjacency list representation,non-cs
0.480660805,0.423383241,adjacency list uses,non-cs
0.65132579,0.598158504,adjacent layers,non-cs
0.416386507,0.464278842,adjusted significance testing,non-cs
0.335197957,0.618904612,admit functional extension,non-cs
0.246962587,0.843495929,advantage made possible,non-cs
0.757440242,0.760456186,adversely affect,non-cs
0.476245555,0.424712232,advertising  proceedings,non-cs
0.604977371,0.214227796,affect digital circuits,non-cs
0.807283195,0.685142502,affected differently,non-cs
0.253637392,0.903511915,agile database modeling technique suited,non-cs
0.219113894,0.507538602,alarm signal used,non-cs
0.619531563,0.468807133,alexander stepanov,non-cs
0.410652738,0.132879585,algorithm design technique,non-cs
0.610972949,0.753182256,algorithm repeatedly,non-cs
0.309569857,0.893310874,algorithm still performs well,non-cs
0.412265773,0.136032689,algorithms based,non-cs
0.770967757,0.375390893,algorithms for recovery and isolation exploiting semantics,non-cs
0.096170346,0.277682492,algorithms run online,non-cs
0.615576554,0.491277114,allen newell,non-cs
0.362387191,0.624230471,allow reuse,non-cs
0.185045801,0.407131765,allowing designers,non-cs
0.313348622,0.649017007,allows elements,non-cs
0.308216669,0.649286724,allows self,non-cs
0.430310133,0.945997956,allows simple statistical association,non-cs
0.30427049,0.6471021,allows users,non-cs
0.663657302,0.991062446,almost lossless data compression,non-cs
0.662825609,0.278367657,alphabet substitution ciphers,non-cs
0.403356901,0.647619565,also called,non-cs
0.540880009,0.464023775,also called alethic possibility,non-cs
0.410572779,0.528191647,also called crossing dependencies,non-cs
0.452023206,0.097684084,also called decentralized artificial intelligence,non-cs
0.442052445,0.37624906,also called latent semantic analysis,non-cs
0.514976421,0.450009414,also called mutual recursion,non-cs
0.443428194,0.298757392,also cluster objects,non-cs
0.6668479,0.734023647,also concerned,non-cs
0.392347188,0.637643349,also discussed,non-cs
0.14976304,0.683274255,also early work,non-cs
0.327213183,0.669593961,also enabled,non-cs
0.339639963,0.628491277,also extended,non-cs
0.729640484,0.199882735,also implement boolean logic,non-cs
0.402319411,0.653355073,also known,non-cs
0.700337804,0.65851659,also many approximation algorithms,non-cs
0.392720481,0.634840431,also pondered,non-cs
0.385690272,0.643988267,also reveal,non-cs
0.224225041,0.216054078,also software design specification,non-cs
0.326093139,0.67425741,also support,non-cs
0.748868285,0.211072484,also symmetric boolean functions,non-cs
0.401390833,0.646692357,also use,non-cs
0.404818384,0.651235141,also used,non-cs
0.537346554,0.763714842,also used extensively,non-cs
0.316502219,0.772906598,also verified,non-cs
0.347023829,0.655876733,also visually,non-cs
0.847072009,0.723201058,altered product,non-cs
0.464397951,0.586333779,alternative leisure actives,non-cs
0.822397053,0.56699828,alternative scenarios,non-cs
0.820005047,0.571465722,alternative terms,non-cs
0.815487738,0.569214882,alternatively spelled optimisation,non-cs
0.304703318,0.882627806,although efficient,non-cs
0.545833955,0.627594951,although imaging,non-cs
0.697562669,0.636912666,although many,non-cs
0.560096894,0.634760944,although objects,non-cs
0.547576086,0.62896269,although sequences,non-cs
0.537328403,0.625251269,although using,non-cs
0.224808061,0.751588551,always produces,non-cs
0.225477891,0.753114001,always show,non-cs
0.458324614,0.937379322,always simplified,non-cs
0.399668088,0.158182491,ambient intelligence environment,non-cs
0.248936387,0.296761792,ambient intelligence would allow devices,non-cs
0.180294921,0.598878974,american statistician,non-cs
0.474214668,0.280797981,amino acids occupying,non-cs
0.840084757,0.591024421,among others,non-cs
0.405495618,0.21313157,amplitude integrated electroencephalography,non-cs
0.816012206,0.946213924,analog sources,non-cs
0.344797083,0.672038145,analogous example,non-cs
0.273508338,0.445489722,analyze data requirements needed,non-cs
0.462552263,0.249864304,analyzing primary biodiversity data,non-cs
0.417801345,0.46824277,analyzing relationships,non-cs
0.296821735,0.420080833,anchor modeling,non-cs
0.547255382,0.552253876,ancient chinese figures,non-cs
0.54869608,0.529476776,andrea walker,non-cs
0.599904712,0.503837156,andreas zwinkau,non-cs
0.626693136,0.517214251,andrew colin,non-cs
0.620663868,0.514098979,andrew donald booth,non-cs
0.038369841,0.653955467,annual acm symposium,non-cs
0.323459464,0.137428718,another area within affective computing,non-cs
0.825705158,0.587712886,another challenge,non-cs
0.825150726,0.589701065,another direction,non-cs
0.826151559,0.588585199,another discipline,non-cs
0.829383213,0.585603583,another example,non-cs
0.828208213,0.585435602,another feature,non-cs
0.826094297,0.5876045,another form,non-cs
0.827656469,0.586349534,another function,non-cs
0.83497927,0.568783266,another possible distinction,non-cs
0.8276533,0.584817158,another reason,non-cs
0.827869845,0.585648147,another use case,non-cs
0.826698779,0.585720914,another value,non-cs
0.383718188,0.62295926,answer given,non-cs
0.379542132,0.623458945,answer returned,non-cs
0.836494409,0.853068088,apparent randomness,non-cs
0.374222821,0.657971367,applicable jurisdiction,non-cs
0.050985715,0.478626699,applications  school,non-cs
0.633671941,0.700744662,applications demanded,non-cs
0.610652415,0.599171591,applications including,non-cs
0.258817691,0.371517122,applications including industrial production lines,non-cs
0.63151085,0.699882379,applications requiring,non-cs
0.141869195,0.804648929,applying certain formal techniques,non-cs
0.313632439,0.611188738,appropriate convergence check,non-cs
0.337471058,0.700843424,appropriate format,non-cs
0.725947677,0.930441932,appropriately restricted resources,non-cs
0.591507894,0.310549481,approximate inference methods make,non-cs
0.29032444,0.832452153,approximate optimal solutions,non-cs
0.621426683,0.685911091,approximation algorithms crucially involves,non-cs
0.688181291,0.664339816,approximation algorithms naturally arise,non-cs
0.837051333,0.814273724,arbitrary item insertions,non-cs
0.578738861,0.651961148,area distinct,non-cs
0.283697455,0.462067858,areas draws ideas,non-cs
0.693934293,0.51656473,ariane 5 rocket,non-cs
0.796685399,0.420600898,armoured combat vehicles,non-cs
0.490014029,0.408489552,arranged listing,non-cs
0.467084868,0.340434404,array model used,non-cs
0.584723549,0.576005582,array whose size,non-cs
0.225565925,0.749180431,arrive continuously,non-cs
0.190988706,0.455408092,art work,non-cs
0.31720315,0.536266652,article deals,non-cs
0.317351014,0.536528124,article published,non-cs
0.882208273,0.800460802,artificial consciousness concepts,non-cs
0.451294631,0.10133302,artificial intelligence concerned,non-cs
0.442932269,0.100474946,artificial intelligence laboratory,non-cs
0.443066872,0.100446627,artificial intelligence research dedicated,non-cs
0.189651275,0.45700702,artistic purposes,non-cs
0.565508298,0.516106886,ary versions,non-cs
0.737110592,0.526582201,asimovs three laws,non-cs
0.411928383,0.507831704,aspect focus,non-cs
0.273444913,0.117773866,asr  computer speech recognition,non-cs
0.44685021,0.589636968,assessing current,non-cs
0.29206102,0.742890197,assigned exactly,non-cs
0.453598496,0.438705199,assigning local automatic variables,non-cs
0.354925858,0.355069823,associated data,non-cs
0.40483341,0.507885149,associated phenomenon,non-cs
0.406991611,0.505690495,associated view,non-cs
0.395144015,0.478818177,assuming elements,non-cs
0.526372458,0.421598408,asymptotic analysis,non-cs
0.526520439,0.39836827,asynchronous loading,non-cs
0.463743889,0.5201642,attack using,non-cs
0.102654549,0.688395425,attacks originally used words found,non-cs
0.2199792,0.739968455,audio every time,non-cs
0.079976232,0.546894375,audio normalization exist,non-cs
0.862548911,0.715467807,augmented reality alters one,non-cs
0.314815373,0.534667479,authors define,non-cs
0.504109245,0.673719332,authors later,non-cs
0.314762395,0.535027252,authors use,non-cs
0.847468732,0.675614449,automata theory differed,non-cs
0.304352383,0.218387173,automata theory emerged,non-cs
0.226453918,0.679373745,automatic programming,non-cs
0.227342763,0.680892424,automatic solutions,non-cs
0.437071366,0.558399246,automatically analyzing time,non-cs
0.411466662,0.842246471,automatically keeps,non-cs
0.226392525,0.70688389,automatically updated whenever,non-cs
0.322747737,0.241969891,automobile adapted,non-cs
0.468202235,0.603718012,available alternatives,non-cs
0.494483348,0.927076265,average case analysis,non-cs
0.687897802,0.867018697,avoid circumventing,non-cs
0.687419514,0.866059542,avoid data anomalies,non-cs
0.680312864,0.864175311,avoiding problematic issues,non-cs
0.33312183,0.66268345,awe regions could therefore,non-cs
0.701856527,0.788518025,backward euler method follows,non-cs
0.354355165,0.210282011,bacterial growth,non-cs
0.769902254,0.783895287,bad behavior,non-cs
0.43723231,0.481372758,balance scale,non-cs
0.743967694,0.469113563,balanced tree,non-cs
0.743211295,0.464540646,balanced trees t1,non-cs
0.983708453,0.73542353,balancing binary search tree,non-cs
0.983192093,0.735919213,balancing binary search trees,non-cs
0.273164593,0.328800448,banking application may,non-cs
0.579214308,0.461486782,bar induction,non-cs
0.579003931,0.460720344,bar recursion,non-cs
0.568052075,0.495188019,base sixteen,non-cs
0.52116576,0.583801298,base ten,non-cs
0.826692965,0.45908467,base two,non-cs
0.982058968,0.737321883,based binary search tree,non-cs
0.711317963,0.700056747,based clustering produces complex models,non-cs
0.396146006,0.57359647,based conclusions,non-cs
0.824818412,0.206252951,based cryptography,non-cs
0.817502648,0.213831773,based encryption,non-cs
0.390774591,0.564691676,based implementations,non-cs
0.020041747,0.438488342,based learning,non-cs
0.027767827,0.425531193,based learning algorithms,non-cs
0.334578264,0.079054827,based machine learning systems inspired,non-cs
0.493805154,0.472084855,based sampling,non-cs
0.082049146,0.545808935,based sound recording,non-cs
0.446739544,0.870538158,basic building block,non-cs
0.442589677,0.87338117,basic form,non-cs
0.444097903,0.872275592,basic form uses,non-cs
0.591290934,0.066611317,basic numerical methods,non-cs
0.431756852,0.751965906,basic theory,non-cs
0.444416012,0.870941775,basic units,non-cs
0.422558344,0.489207311,basis set,non-cs
0.563890521,0.252888811,bayesian network could represent,non-cs
0.340660182,0.397639888,beam propagation method,non-cs
0.450715002,0.90447036,bearer-independent call control,non-cs
0.391715015,0.79225177,become common practice,non-cs
0.26046641,0.853391834,become useful,non-cs
0.612320149,0.707083079,becomes necessary,non-cs
0.585292647,0.72888914,becoming increasingly important,non-cs
0.676791296,0.124077754,bee colonies,non-cs
0.765584355,0.770384769,behaving unpredictably,non-cs
0.153056327,0.177575773,behavioral neuroscientists,non-cs
0.537452393,0.499745104,bellet et al,non-cs
0.440395824,0.467095905,benefit analysis,non-cs
0.271568764,0.830471816,best element,non-cs
0.272798884,0.829429909,best example,non-cs
0.272444954,0.831497318,best frameworks,non-cs
0.282960135,0.840979749,best possible solution,non-cs
0.540011146,0.526676859,betty holberton,non-cs
0.927463759,0.622028872,beyond compare,non-cs
0.933599715,0.618550647,beyond np,non-cs
0.677285232,0.378866883,biconjugate gradient stabilized method,non-cs
0.54670567,0.782140514,big number,non-cs
0.958707455,0.77137548,binary arithmetic terminate,non-cs
0.963316973,0.777716928,binary arithmetic using electronic relays,non-cs
0.956613996,0.747118596,binary space partitioning arose,non-cs
0.284193315,0.914185818,binary splitting lends well,non-cs
0.890504653,0.530619531,binary splitting may render,non-cs
0.462784399,0.250067235,biodiversity informatics contrasts,non-cs
0.462994666,0.249843542,biodiversity informatics may also,non-cs
0.462377336,0.249875845,biodiversity information,non-cs
0.70804804,0.593646495,bird flocking,non-cs
0.501290628,0.300783501,bit central processing unit,non-cs
0.503621215,0.299095261,bit instruction set architecture,non-cs
0.618925136,0.397939692,bit slicing made,non-cs
0.800055072,0.388583388,bitwise operation operates,non-cs
0.755506569,0.810723718,black box,non-cs
0.539648027,0.49032826,bloch representation,non-cs
0.576397412,0.341506108,block diagram,non-cs
0.576790638,0.341225626,block diagrams,non-cs
0.577242988,0.340847187,block diagrams rely,non-cs
0.585746707,0.576245367,block size,non-cs
0.591259003,0.568547908,blocks connected,non-cs
0.139399143,0.465753236,body systems,non-cs
0.400009374,0.152324792,book affective computing published,non-cs
0.314560121,0.536607137,book titled,non-cs
0.734313842,0.203154615,boolean function whose value,non-cs
0.401430938,0.530228943,border guard,non-cs
0.502218321,0.46657094,boson sampling task consists,non-cs
0.742099392,0.457393859,bounded treewidth may,non-cs
0.567739639,0.815797116,boundlessly increasing tree height,non-cs
0.277101483,0.503186011,bridge weather,non-cs
0.300061891,0.613994565,bring together,non-cs
0.496080973,0.778197198,broad applications,non-cs
0.11966615,0.318643477,broadband backbone network,non-cs
0.320814458,0.701640201,broadly applicable across application domains,non-cs
0.327673964,0.70927497,broadly applicable technique,non-cs
0.606289078,0.519376949,bruce irons,non-cs
0.559024085,0.491291255,bst  also called,non-cs
0.74237604,0.530315669,build three types,non-cs
0.278199158,0.563285194,built advanced,non-cs
0.306370549,0.458132608,built using,non-cs
0.256700518,0.327509952,business functions,non-cs
0.254655863,0.326755261,business processes within,non-cs
0.255325408,0.327265664,business stakeholders,non-cs
0.622836084,0.497177554,butler lampson,non-cs
0.533245698,0.56935661,byte addition,non-cs
0.68597333,0.501523486,c4 model relies,non-cs
0.692455871,0.528014372,c4 model uses 5 basic diagramming elements,non-cs
0.83942026,0.768531402,cache misses occur,non-cs
0.530535479,0.177595937,cache model used,non-cs
0.327590509,0.962201584,calculate solvent accessible surface area,non-cs
0.813408966,0.466924951,calculation twice,non-cs
0.449110946,0.416032367,call home  call routing,non-cs
0.373500406,0.541205315,call us,non-cs
0.368592002,0.538924015,called agents,non-cs
0.960543631,0.537523983,called compositeness tests instead,non-cs
0.467332126,0.174860291,called deep generative models,non-cs
0.561878812,0.250600104,called dynamic bayesian networks,non-cs
0.222715279,0.558966878,called maplite,non-cs
0.668683518,0.183693846,called multivalued logic,non-cs
0.446623355,0.068886894,called swarm robotics,non-cs
0.933901978,0.404687048,called symmetric binary b,non-cs
0.69340589,0.882681153,cannot compute,non-cs
0.680998649,0.884226823,cannot exhibit creativity,non-cs
0.689795522,0.884522175,cannot produce,non-cs
0.354701215,0.716601649,canonical tasks,non-cs
0.391843297,0.472558115,capture correlation,non-cs
0.476922204,0.37607458,carry adders,non-cs
0.659718914,0.387800481,case gradient descent,non-cs
0.736172332,0.893989417,case lower bound,non-cs
0.405760179,0.48432419,case performance,non-cs
0.458318492,0.398732073,category correspond,non-cs
0.395248725,0.887144991,centered design practices,non-cs
0.774596221,0.765157897,central embarrassment,non-cs
0.874182333,0.703689822,cerebral palsy,non-cs
0.649980765,0.611827757,certain amount,non-cs
0.660359709,0.611925837,certain assumptions,non-cs
0.375373583,0.116599453,certain computational resource,non-cs
0.652435125,0.611645365,certain measure,non-cs
0.649241205,0.612070595,certain point,non-cs
0.652377306,0.612273993,certain structure,non-cs
0.323185865,0.355931694,certificate authority uses id,non-cs
0.817783973,0.21374371,certificate-based encryption,non-cs
0.616726781,0.576555037,changing face,non-cs
0.559066512,0.601381817,changing one term,non-cs
0.477837428,0.476786285,channel equalization,non-cs
0.347554471,0.532556704,checking authorized presence,non-cs
0.240166374,0.516973936,chemically connected,non-cs
0.591283568,0.428904371,choke openings,non-cs
0.699967527,0.966420163,choose short passwords,non-cs
0.307214393,0.830720536,chosen appropriately,non-cs
0.608102272,0.532549866,christoph mallon,non-cs
0.612671663,0.520949496,christopher terry,non-cs
0.386967534,0.415257587,cifs specification,non-cs
0.382438434,0.248930625,circuit design,non-cs
0.381481574,0.252331252,circuit evaluation,non-cs
0.38084267,0.254255568,circuit evaluation guarantees,non-cs
0.382697095,0.245920315,circuitry using,non-cs
0.489870886,0.454695791,circular review system,non-cs
0.541787377,0.945827516,clarify overall concepts without concern,non-cs
0.442419728,0.56919562,class fo,non-cs
0.442571023,0.569096369,class fpt,non-cs
0.050277201,0.478648055,class selected,non-cs
0.403501082,0.748653267,classical example,non-cs
0.730753261,0.201795883,classify boolean satisfiability problems,non-cs
0.490678873,0.388946752,classify patterns,non-cs
0.491155114,0.393227067,classify problems,non-cs
0.391293803,0.104720348,classifying computational problems according,non-cs
0.556771468,0.487809967,claude shannon produced,non-cs
0.410449967,0.930666131,clean separation,non-cs
0.352366514,0.896079328,clear structure,non-cs
0.294803568,0.729060066,clearly defined concepts produced,non-cs
0.405371418,0.327440126,client side object participating,non-cs
0.156691828,0.556247384,climate model run,non-cs
0.156941332,0.556133246,climate timescales,non-cs
0.720658428,0.867701954,closed control loop,non-cs
0.367908961,0.783245999,closely connected,non-cs
0.369161144,0.776895086,closely related,non-cs
0.370292214,0.773126344,closely related application,non-cs
0.369772991,0.773788932,closely related concepts,non-cs
0.347258044,0.65214441,closer look,non-cs
0.39404387,0.230697185,cmos transistors,non-cs
0.545243253,0.336242275,code modulation,non-cs
0.529478399,0.317641393,code reuse,non-cs
0.533122763,0.331927028,code stylometry attributes authorship,non-cs
0.54410632,0.336328205,coded character sets,non-cs
0.14973513,0.194250992,cognitive architecture refers,non-cs
0.152115138,0.187318241,cognitive dimensions of notations,non-cs
0.656813761,0.490708664,coined around 1992,non-cs
0.459722587,0.41778238,collect call  domotic appliance control,non-cs
0.2745498,0.466672887,collecting information,non-cs
0.299493711,0.461350086,collective behavior,non-cs
0.676097709,0.30829274,columns consisting,non-cs
0.389760743,0.171506258,combinatorial chemistry,non-cs
0.540510688,0.089483919,combinatorial optimization problem studied,non-cs
0.454804826,0.315356258,combine process,non-cs
0.660049382,0.435018628,combined using max pooling,non-cs
0.015753113,0.440614485,combines reinforcement learning,non-cs
0.327278072,0.269143654,commercial application,non-cs
0.326871963,0.266874587,commercial augmented reality experiences,non-cs
0.391747657,0.790446213,common among,non-cs
0.3948872,0.781127918,common example,non-cs
0.235952945,0.158641287,common industrial robots,non-cs
0.662445388,0.992909042,common lossless compression algorithms,non-cs
0.72790102,0.749549088,common objection,non-cs
0.392984748,0.791587462,common ones,non-cs
0.395708697,0.805664125,common passwords,non-cs
0.687539829,0.808851777,common subexpression elimination,non-cs
0.379999372,0.752807276,commonly accepted definition,non-cs
0.404649402,0.671019797,commonly considered,non-cs
0.401401799,0.670833242,commonly known,non-cs
0.543647244,0.728807492,commonly occurring data items,non-cs
0.402772373,0.664863631,commonly referred,non-cs
0.344199278,0.341184157,communicate data,non-cs
0.293693719,0.728562812,communicate information clearly,non-cs
0.174835571,0.344992984,communication protocol,non-cs
0.177074806,0.345902908,communication protocol developed,non-cs
0.297464245,0.342272995,communications security,non-cs
0.460568469,0.957035522,compact form,non-cs
0.459583957,0.957251153,compact representation,non-cs
0.711586809,0.949687258,comparatively small field,non-cs
0.520216501,0.646305556,compare new problem instances,non-cs
0.402500698,0.461556505,compare outcomes,non-cs
0.397983274,0.460539008,compare performance,non-cs
0.454155407,0.478046914,comparison operations,non-cs
0.464000037,0.489430059,comparison sort must,non-cs
0.329507877,0.218162825,competitive learning include vector quantization,non-cs
0.821341472,0.775346966,compiler fails,non-cs
0.272864538,0.745117851,complete overview,non-cs
0.828250482,0.86367368,completely random states,non-cs
0.72335661,0.654648413,complex extensions exist,non-cs
0.71105174,0.702634354,complex images,non-cs
0.710772644,0.701165487,complex plane,non-cs
0.712551449,0.70413141,complex schemes,non-cs
0.272113602,0.417159419,component parts,non-cs
0.160638357,0.334780328,compose network services,non-cs
0.489020461,0.383484439,composite pattern describes,non-cs
0.400662135,0.714211204,compositions uniformly,non-cs
0.676434263,0.417181266,compression rate,non-cs
0.321092504,0.285368999,computability theorists,non-cs
0.354157372,0.126846545,computational chemistry,non-cs
0.357857697,0.117579782,computational cognitive science,non-cs
0.395233,0.094659184,computational complexity theory focuses,non-cs
0.395788722,0.093980791,computational complexity theory tries,non-cs
0.368195957,0.123820485,computational devices proposed,non-cs
0.381080011,0.15502269,computational electrodynamics modelling technique,non-cs
0.372822009,0.129487318,computational instantiation,non-cs
0.384444132,0.124138658,computational intelligence therefore provides solutions,non-cs
0.361538713,0.097584835,computational learning theory studies,non-cs
0.378526732,0.096945385,computational resources needed,non-cs
0.368850325,0.12323861,computational systems,non-cs
0.26338706,0.899088142,computationally intelligent,non-cs
0.593479771,0.932497688,computed independently,non-cs
0.312613794,0.102368156,computer graphics need,non-cs
0.315239415,0.105883089,computer intensive simulations,non-cs
0.257101524,0.104003797,computer monitor using,non-cs
0.282852365,0.082620301,computer program trained,non-cs
0.279811707,0.090072004,computer programming technique used,non-cs
0.283054967,0.094857046,computer science field focus,non-cs
0.287350988,0.08730239,computer science originated,non-cs
0.2594444,0.104796553,computer using,non-cs
0.292459425,0.123032593,computerized handling,non-cs
0.257180882,0.104268585,computers using,non-cs
0.315669522,0.144874436,computing examples,non-cs
0.337959837,0.625568871,concept extends,non-cs
0.368679851,0.559835445,concepts related,non-cs
0.884923698,0.46970488,concerned scientists states,non-cs
0.544945116,0.241987081,concurrency control,non-cs
0.549302169,0.42629159,conditional dependencies via,non-cs
0.166636338,0.308245566,configuring routers,non-cs
0.759109944,0.745591687,conflicting objectives,non-cs
0.24841465,0.443415654,connected components,non-cs
0.503978954,0.438671465,conquer recurrences provides,non-cs
0.694743976,0.709873418,considerable overlap,non-cs
0.290999844,0.855052727,considered feasible,non-cs
0.386315571,0.497768062,considered forms,non-cs
0.344914502,0.887423023,consistent idea,non-cs
0.341090463,0.887875946,consistent standards,non-cs
0.402316389,0.851522156,constant feedback loops,non-cs
0.402233699,0.852960571,constant initialization vector,non-cs
0.151651581,0.480864394,constitute animal brains,non-cs
0.550086178,0.22009264,constraint programming approach,non-cs
0.5500746,0.220889155,constraint programming takes,non-cs
0.468153543,0.382521178,construct subsets,non-cs
0.589911825,0.416530603,constructed using vacuum tubes,non-cs
0.41245177,0.13134308,constructing algorithms,non-cs
0.200753388,0.374688519,construction using mosfets,non-cs
0.24201457,0.133191996,consumer electronics,non-cs
0.301934215,0.499838835,contain precautionary measures,non-cs
0.690941432,0.707842372,containing significant overlap,non-cs
0.659082698,0.302483375,contains selected columns,non-cs
0.256825401,0.616442312,contiguously accessed array elements within,non-cs
0.409211903,0.841977381,continuous manner,non-cs
0.586773494,0.021926203,continuous mathematics,non-cs
0.418037276,0.561698778,control moving,non-cs
0.501270382,0.979760541,conveniently eliminates rounding errors,non-cs
0.538651723,0.923748531,conventional electronic adc,non-cs
0.441498324,0.883729456,conventionally drawing,non-cs
0.253828782,0.527386947,converts strings,non-cs
0.269273752,0.878699678,convincingly simulating emotions,non-cs
0.869067252,0.538503303,convolutional networks may include local,non-cs
0.577790274,0.522317529,conway berners,non-cs
0.279141986,0.263963526,core algorithm concepts,non-cs
0.430949895,0.754924253,core competency,non-cs
0.431341995,0.753113346,core ideas,non-cs
0.430955785,0.755628479,core principles,non-cs
0.281999539,0.158175794,core processor,non-cs
0.311836216,0.832370243,correct answer,non-cs
0.329810741,0.336085489,corresponding information systems,non-cs
0.424821119,0.444725061,coupled forecast system,non-cs
0.297439942,0.085447115,create computer algorithms,non-cs
0.806023985,0.651689541,create different visualizations,non-cs
0.737951945,0.910188295,create low,non-cs
0.041918226,0.656213414,created every year,non-cs
0.844459174,0.386715375,creating either static lookup tables,non-cs
0.20024035,0.456491431,creating object,non-cs
0.148779342,0.196142069,creative technologies defines cognitive architecture,non-cs
0.536754647,0.483360793,creators olle regardt,non-cs
0.275055604,0.328179142,credit card number  preparation,non-cs
0.202359599,0.802067992,crew greater situational awareness,non-cs
0.602300805,0.696955344,critical path,non-cs
0.420300684,0.521305042,cross section,non-cs
0.825820643,0.205528655,cryptographic hash function designed,non-cs
0.826823858,0.205208276,cryptographic mechanism often used,non-cs
0.824016793,0.209293301,cryptographically protected way,non-cs
0.474217147,0.734532311,current ceo,non-cs
0.446543549,0.59110042,current location estimates,non-cs
0.446392117,0.593240273,current value,non-cs
0.444934366,0.603004028,currently considered,non-cs
0.616448625,0.389992138,cut theorem,non-cs
0.615981473,0.3891529,cut theorem follows,non-cs
0.616249346,0.38957582,cut theorem refers,non-cs
0.35929916,0.33474563,data element representing,non-cs
0.356783987,0.341160196,data items,non-cs
0.293086134,0.720257674,data model explicitly determines,non-cs
0.869247342,0.527583844,data model may specify,non-cs
0.360225214,0.327846754,data modeling defines,non-cs
0.35078052,0.309801617,data processing industry,non-cs
0.36440739,0.334832048,data structure returns,non-cs
0.356683856,0.330339047,data visualization refers,non-cs
0.800345445,0.300376049,data visualization uses statistical graphics,non-cs
0.489726266,0.215185081,database schema design approach,non-cs
0.479369432,0.215291924,database tuning aims,non-cs
0.480646517,0.215389901,database tuning describes,non-cs
0.603209954,0.512104396,david bau,non-cs
0.604518229,0.514514925,david musser,non-cs
0.60134612,0.509588517,david rumelhart,non-cs
0.604503586,0.518697688,david wheeler,non-cs
0.418201827,0.225875463,dc magnetic,non-cs
0.575957629,0.483696889,de morgan,non-cs
0.839365468,0.770150264,deadlocks occur,non-cs
0.411079534,0.876708044,decentralized system composed,non-cs
0.431742804,0.944548467,deceptively simple singleton pattern,non-cs
0.938600841,0.778568848,decimal point,non-cs
0.278716393,0.232679,declarative programming paradigm concerned,non-cs
0.712926971,0.835090158,defer initialization,non-cs
0.690899513,0.541273408,defined sixth normal form,non-cs
0.387967121,0.501660942,defined using,non-cs
0.33384679,0.614127267,defines extensions,non-cs
0.377668562,0.484682302,defining characteristic,non-cs
0.825169259,0.461869444,degree two,non-cs
0.416343916,0.526153012,delegated path discovery,non-cs
0.772430748,0.815563378,deliberately restricted,non-cs
0.817063285,0.824605774,denormal numbers,non-cs
0.435207854,0.3744379,denotational semantics,non-cs
0.526438054,0.418003754,density regions,non-cs
0.539102659,0.459582032,deontic possibility,non-cs
0.789921751,0.726615938,dependent choices,non-cs
0.555755872,0.513838993,dervi karaboa,non-cs
0.961967216,0.534113038,describe information systems rather,non-cs
0.240697399,0.406237749,describe material systems,non-cs
0.183316303,0.480026634,describe objects,non-cs
0.464651505,0.814290259,design higher flexibility,non-cs
0.638235704,0.691273659,design modifications must,non-cs
0.184852641,0.420568894,design pattern commonly used,non-cs
0.18703125,0.420150379,design pattern used,non-cs
0.195338536,0.41454761,design principle,non-cs
0.195024121,0.415065299,design principles,non-cs
0.199231824,0.415366516,designed frameworks,non-cs
0.698222949,0.660837873,designing many efficient parallel algorithms,non-cs
0.200164315,0.413377911,designs stakeholders,non-cs
0.20264429,0.41569014,designs tasks,non-cs
0.325005113,0.589344931,desired control task,non-cs
0.265565297,0.844188519,desired functionality,non-cs
0.325263053,0.598543551,desired input,non-cs
0.323899516,0.595016548,desired output algorithm,non-cs
0.242313161,0.866057222,desired positive impacts,non-cs
0.266475669,0.839937094,desired value,non-cs
0.388224744,0.191786756,determine macroscopic thermodynamic properties,non-cs
0.714096267,0.741743467,deterministic laws highly sensitive,non-cs
0.296867828,0.085223403,develop computer algorithms,non-cs
0.534386936,0.764942752,developed greatly since,non-cs
0.21102112,0.228787946,developers worked,non-cs
